id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,preheat,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,water,zone,mod
@p:ubcv:r:23d5143f-bc3cb051 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-19.DPR-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004260,✓,JCL-NAE11/FC-A.VMA-11A-19.DPR-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.893-07:00 Los_Angeles,"","","",Discharge Air Damper Cmd,"",AO3003258,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE11/FC-A.VMA-11A-19.DPR-O.Trend1,Los_Angeles,%,"","","","",2020-04-14T16:49:59.605Z UTC
@p:ubcv:r:23d51440-1540e61c Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-22.RTU-1-HWS-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004619,✓,JCL-NAE11/FC-A.VMA-11A-22.RTU-1-HWS-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:14:17.905-07:00 Los_Angeles,✓,"","",Leaving Hot Water Temp,"",AI3003904,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,"",✓,JCL-NAE11/FC-A.VMA-11A-22.RTU-1-HWS-T.Trend1,Los_Angeles,°C,"","",✓,"",2020-04-09T19:01:59.044Z UTC
@p:ubcv:r:23d51440-8196d972 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.Upper Zone HWS-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004570,✓,JCL-NAE11/FC-A.FEC-11A-08.Upper Zone HWS-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68635,2019-01-17T14:50:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:14:32.929-07:00 Los_Angeles,✓,"","",Leaving Hot Water Temp,"",AI3003875,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,"",✓,JCL-NAE11/FC-A.FEC-11A-08.Upper Zone HWS-T.Trend1,Los_Angeles,°C,"","",✓,"",2020-04-09T19:01:59.045Z UTC
@p:ubcv:r:23d51440-fe506a00 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-22.OA Flow,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004615,✓,JCL-NAE11/FC-A.VMA-11A-22.OA Flow,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22570,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.924-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VMA-11A-22.OA Flow,✓,AV3003900,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VMA-11A-22.OA Flow.Trend1,Los_Angeles,L/s,"","","","",2020-04-09T19:01:59.047Z UTC
@p:ubcv:r:23d5143f-ec03cd51 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-17.ZN-T,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004186,✓,JCL-NAE11/FC-A.VMA-11A-17.ZN-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.933-07:00 Los_Angeles,"","","",Zone Temp,"",AI3003231,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE11/FC-A.VMA-11A-17.ZN-T.Trend1,Los_Angeles,°C,"","","",✓,2020-04-09T19:01:59.049Z UTC
@p:ubcv:r:23d51440-f0733fba Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-06.F-DPT,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004474,✓,JCL-NAE11/FC-A.FEC-11A-06.F-DPT,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","Normal,Alarm","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-04-17T12:15:32-07:00 Los_Angeles,"","",271,2018-06-08T12:49:56-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:16.649-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-06.F-DPT,✓,BI3003792,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-06.F-DPT.Trend1,Los_Angeles,"","","","","",2020-04-08T18:50:18.528Z UTC
@p:ubcv:r:23d5143f-d329f3da Brock Hall Unsorted Points JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-5,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3002874,✓,JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-5,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68657,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.946-07:00 Los_Angeles,"","","",JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-5,✓,AI3002108,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-5.Trend1,Los_Angeles,kW,"","","","",2020-04-09T19:01:59.051Z UTC
@p:ubcv:r:23d51441-ddbf4362 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-06.OCC-OVERRIDE,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3008574,✓,JCL-NAE11/FC-A.FEC-11A-06.OCC-OVERRIDE,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,UnOccupied,Bypass,Standby,Not Set","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68652,2019-01-17T14:50:00-08:00 Los_Angeles,ok,"","","",✓,Str,2020-05-12T14:14:32.954-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-06.OCC-OVERRIDE,✓,MSV3003783,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-06.OCC-OVERRIDE.Trend1,Los_Angeles,"","","","","",2020-04-08T18:49:50.851Z UTC
@p:ubcv:r:23d51440-06673de9 Brock Hall Unsorted Points JCL-NAE11/Programming.M&V.GEN-1_EM_kwh,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3007327,✓,JCL-NAE11/Programming.M&V.GEN-1_EM_kwh,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45915,2019-01-17T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:25.717-07:00 Los_Angeles,"","","",JCL-NAE11/Programming.M&V.GEN-1_EM_kwh,✓,AV3007326,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/Programming.M&V.GEN-1_EM_kwh.Trend1,Los_Angeles,kWh,"","","","",2020-04-09T19:01:59.053Z UTC
@p:ubcv:r:23d51440-c835c810 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.DHR-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004534,✓,JCL-NAE11/FC-A.FEC-11A-08.DHR-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68624,2019-01-17T14:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.963-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-08.DHR-T,✓,AI3003837,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-08.DHR-T.Trend1,Los_Angeles,°C,"","","","",2020-04-09T19:01:59.054Z UTC
@p:ubcv:r:23d5143f-34cf158e Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-20.SA-F,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004293,✓,JCL-NAE11/FC-A.VMA-11A-20.SA-F,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","",✓,@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.94-07:00 Los_Angeles,"","","",Discharge Air Flow,"",AV3003267,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE11/FC-A.VMA-11A-20.SA-F.Trend1,Los_Angeles,L/s,"","","","",2020-04-09T19:01:59.055Z UTC
@p:ubcv:r:23d51440-7b39ba05 Brock Hall Unsorted Points P1 JCL-NAE11/FC-A.FEC-11A-07.P1-O,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004515,✓,JCL-NAE11/FC-A.FEC-11A-07.P1-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","",P1,@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68605,2019-01-17T14:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.979-07:00 Los_Angeles,"","","",Speed Cmd,"",AO3003830,"","","","",✓,"","","","",✓,"","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","",✓,"","",@p:ubcv:r:23e65d3d-baa94b58 .+(\.|-|_)(C|HE)?P\d+\w?-O,"","",JCL-NAE11/FC-A.FEC-11A-07.P1-O.Trend1,Los_Angeles,%,"","","","",2020-05-12T11:03:27.731Z UTC
@p:ubcv:r:23d51440-414d4f5a Brock Hall Unsorted Points JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.Accumulator-4.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3007289,✓,JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.Accumulator-4.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",27116,2019-08-01T04:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:25.763-07:00 Los_Angeles,"","","",JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.Accumulator-4.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:03.853Z UTC
@p:ubcv:r:23d5143f-467134a5 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-17.DA-VP,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004189,✓,JCL-NAE11/FC-A.VMA-11A-17.DA-VP,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.961-07:00 Los_Angeles,"","","",Discharge Air Pressure Cmd,"",AI3003235,"","","","",✓,"","","",✓,"","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-7f24f88c .+(\.|-| )(SA|DA)-VP,"","",JCL-NAE11/FC-A.VMA-11A-17.DA-VP.Trend1,Los_Angeles,Pa,"","","","",2020-04-09T19:01:59.067Z UTC
@p:ubcv:r:23d51441-471bdfeb Brock Hall Unsorted Points JCL-NAE11/Programming.M&V.HRV-1 OA PH_AF,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3009308,✓,JCL-NAE11/Programming.M&V.HRV-1 OA PH_AF,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45919,2019-01-17T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:25.805-07:00 Los_Angeles,"","","",JCL-NAE11/Programming.M&V.HRV-1 OA PH_AF,✓,AV3009307,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/Programming.M&V.HRV-1 OA PH_AF.Trend1,Los_Angeles,L/s,"","","","",2020-04-09T19:01:59.069Z UTC
@p:ubcv:r:23d51440-defa57d6 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-22.Parameters.TUNING-RESET.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004664,✓,JCL-NAE11/FC-A.VMA-11A-22.Parameters.TUNING-RESET.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-04-17T18:19:32-07:00 Los_Angeles,"","",188,2018-06-08T12:50:06-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:16.718-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VMA-11A-22.Parameters.TUNING-RESET.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","","",Los_Angeles,"","","","","",2020-04-08T18:55:13.339Z UTC
@p:ubcv:r:23d5143f-3240ae4a Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-16.HTG-O,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004156,✓,JCL-NAE11/FC-A.VMA-11A-16.HTG-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,✓,✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:14:17.988-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO3003226,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE11/FC-A.VMA-11A-16.HTG-O.Trend1,Los_Angeles,%,"",✓,✓,"",2020-04-14T16:50:02.554Z UTC
@p:ubcv:r:23d5143f-c60167e4 Brock Hall Unsorted Points JCL-NAE11/FC-A.VND-11A-36.BO-1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004406,✓,JCL-NAE11/FC-A.VND-11A-36.BO-1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-11T20:42:12-07:00 Los_Angeles,"","",406,2019-01-19T19:39:59-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:16.573-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VND-11A-36.BO-1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VND-11A-36.BO-1.Trend1,Los_Angeles,"","","","","",2020-04-08T18:50:20.257Z UTC
@p:ubcv:r:23d51440-3792aa44 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-06.SF-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004487,✓,JCL-NAE11/FC-A.FEC-11A-06.SF-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"",✓,"",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",67753,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.996-07:00 Los_Angeles,"","","",Discharge Fan Speed Cmd,"",AO3003803,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","",✓,"","",@p:ubcv:r:23e65d3d-c41cb6bb .+(\.|-| )SF(\d+)?-O(.Trend\d)?,"","",JCL-NAE11/FC-A.FEC-11A-06.SF-O.Trend1,Los_Angeles,%,"","","","",2020-04-09T19:01:59.074Z UTC
@p:ubcv:r:23d51440-4b18ea2b Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.WM-3-PULSE.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3005090,✓,JCL-NAE11/FC-A.FEC-11A-08.WM-3-PULSE.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",27116,2019-08-01T04:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:25.821-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-08.WM-3-PULSE.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:03.859Z UTC
@p:ubcv:r:23d51440-eeb28e28 Brock Hall Unsorted Points JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 1.Accumulator-4.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3007282,✓,JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 1.Accumulator-4.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",27116,2019-08-01T04:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:25.834-07:00 Los_Angeles,"","","",JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 1.Accumulator-4.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:03.864Z UTC
@p:ubcv:r:23d51440-ac0f4358 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.Upper Zone HWR-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004569,✓,JCL-NAE11/FC-A.FEC-11A-08.Upper Zone HWR-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68605,2019-01-17T14:50:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:14:33.004-07:00 Los_Angeles,"","","",Entering Hot Water Temp,"",AI3003874,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-5ed87758 .+(\.|-| |_)HWR\d?-T,"",✓,JCL-NAE11/FC-A.FEC-11A-08.Upper Zone HWR-T.Trend1,Los_Angeles,°C,"","",✓,"",2020-04-09T19:01:59.077Z UTC
@p:ubcv:r:23d51440-cc6e05e1 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-22.Parameters.CLGOCC-MINFLOW,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004656,✓,JCL-NAE11/FC-A.VMA-11A-22.Parameters.CLGOCC-MINFLOW,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68633,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:33.012-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VMA-11A-22.Parameters.CLGOCC-MINFLOW,✓,AV3004630,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VMA-11A-22.Parameters.CLGOCC-MINFLOW.Trend1,Los_Angeles,L/s,"","","","",2020-04-09T19:01:59.078Z UTC
