id,air,alarm,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,covTest,current,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,flow,gas,groupRef,heating,highLim,his,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,lowLim,max,min,mode,navName,noTagMatch,objectId,occ,outside,point,pointType,power,pressure,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,tags,temp,testUnits,tlName,tz,unit,utilityPoint,volt,voltage,volume,water,zone,mod
@p:ubcv:r:23d11b09-514cdb4d NSDC Unsorted Points NSDC_HRV2_EF_S_BV,✓,"",@p:ubcv:r:23d10ea4-d8686a06 NSDC NSDC_HRV2_Rms153_154 (780108),TL28,✓,NSDC_HRV2_EF_S_BV,"","",@p:ubcv:r:23d10ea4-d8686a06 NSDC NSDC_HRV2_Rms153_154 (780108),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,✓,✓,"","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-11T15:12:51-07:00 Los_Angeles,"","",2295,2019-01-10T14:37:19-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:41:22.352-07:00 Los_Angeles,"","","","","","","Exhaust Fan Run ","",BV8,"","",✓,"","","","","","","",✓,"",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","","",NSDC_HRV2_EF_S_BV_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:53:08.096Z UTC
@p:ubcv:r:23d11e72-5676a23d NSDC Unsorted Points NSDC_VAV206_RM212NE_FLW,✓,"",@p:ubcv:r:23d10ff4-b6526695 NSDC NSDC_VAV206_RM212NE (780226),TL3,✓,NSDC_VAV206_RM212NE_FLW,"","",@p:ubcv:r:23d10ff4-b6526695 NSDC NSDC_VAV206_RM212NE (780226),"","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:43:13-07:00 Los_Angeles,"","",42676,2019-01-13T13:05:54-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:46:23.199-07:00 Los_Angeles,2019-01-23T16:52:51.925-08:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AV18,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV206_RM212NE_FLW_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:44.925Z UTC
@p:ubcv:r:23d11a8f-e0f0e824 NSDC Unsorted Points NSDC_6N1M_PWR_MTR_THIS_NOV_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1522,✓,NSDC_6N1M_PWR_MTR_THIS_NOV_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:42-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:16-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:46.815-07:00 Los_Angeles,"","","","","","",NSDC_6N1M_PWR_MTR_THIS_NOV_PEAK_DEMAND,✓,AV1491,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_6N1M_PWR_MTR_THIS_NOV_PEAK_DEMAND_POLL_TL,Los_Angeles,Wh,"","","","","","",2020-04-09T19:02:44.236Z UTC
@p:ubcv:r:23d11a8f-e60c0a8d NSDC Unsorted Points NSDC_WM3_MTR_PREVIOUS_LOW_PULSES,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL412,✓,NSDC_WM3_MTR_PREVIOUS_LOW_PULSES,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:39-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:14-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:44-07:00 Los_Angeles,"","","","","","",NSDC_WM3_MTR_PREVIOUS_LOW_PULSES,✓,AV89,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_WM3_MTR_PREVIOUS_LOW_PULSES_POLL_TL,Los_Angeles,_,"","","","","","",2020-04-09T19:15:28.935Z UTC
@p:ubcv:r:23d11a8f-4a9acade NSDC Unsorted Points NSDC_HWS_P2_VFD_ENAB,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL36,✓,NSDC_HWS_P2_VFD_ENAB,✓,"",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","",✓,"","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T05:01:14-07:00 Los_Angeles,"","",811,2019-01-11T05:00:17-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:42:41.176-07:00 Los_Angeles,2019-01-23T16:52:49.421-08:00 Los_Angeles,"","","","","",Pump Enable Cmd,"",BO1102,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_HWS_P2_VFD_ENAB_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:54:16.708Z UTC
@p:ubcv:r:23d11b9d-c32b6903 NSDC Unsorted Points NSDC_GM2_MTR_LAST_APR,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL494,✓,NSDC_GM2_MTR_LAST_APR,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),✓,"","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:45:30-07:00 Los_Angeles,"",cov,44842,2019-01-13T12:37:25-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:55.27-07:00 Los_Angeles,"","","","","","",NSDC_GM2_MTR_LAST_APR,✓,AV343,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_GM2_MTR_LAST_APR_POLL_TL,Los_Angeles,m³,"","","","","","",2020-04-09T19:02:44.614Z UTC
@p:ubcv:r:23d11b9d-73a96b19 NSDC Unsorted Points NSDC_VAV224_RM207_OVERRIDE_MUXED_CP780200,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL278,✓,NSDC_VAV224_RM207_OVERRIDE_MUXED_CP780200,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-03-24T23:23:06-07:00 Los_Angeles,"","",585,2019-01-10T22:00:33-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:45:51.459-07:00 Los_Angeles,"","","","","","",NSDC_VAV224_RM207_OVERRIDE_MUXED_CP780200,✓,BV20,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV224_RM207_OVERRIDE_MUXED_CP780200_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:49:00.819Z UTC
@p:ubcv:r:23d12034-37d505a2 NSDC Unsorted Points NSDC_VAV222_RM212NW_VLV,"","",@p:ubcv:r:23d10ff4-31d23f1d NSDC NSDC_VAV222_RM212NW (780242),TL96,✓,NSDC_VAV222_RM212NW_VLV,"","",@p:ubcv:r:23d10ff4-31d23f1d NSDC NSDC_VAV222_RM212NW (780242),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:58-07:00 Los_Angeles,"","",43623,2019-01-13T13:05:41-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:15.124-07:00 Los_Angeles,"","","","","","",NSDC_VAV222_RM212NW_VLV,✓,AO3,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV222_RM212NW_VLV_POLL_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:45.071Z UTC
@p:ubcv:r:23d11b5d-26152a46 NSDC Unsorted Points NSDC_HRV7_DAY_SB,"","",@p:ubcv:r:23d10ea4-9ca186a7 NSDC NSDC_HRV7_Rm162 (780113),TL22,✓,NSDC_HRV7_DAY_SB,"","",@p:ubcv:r:23d10ea4-9ca186a7 NSDC NSDC_HRV7_Rm162 (780113),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"","","","","","",ok,"","",Bool,2020-05-12T15:41:22.59-07:00 Los_Angeles,"","","","","","",NSDC_HRV7_DAY_SB,✓,BV4,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_HRV7_DAY_SB_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:53:18.295Z UTC
@p:ubcv:r:23d11a8e-1bce60b6 NSDC Unsorted Points NSDC_2N1L_PWR_MTR_TOTAL_REAL_POWER,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1415,✓,NSDC_2N1L_PWR_MTR_TOTAL_REAL_POWER,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","",✓,"","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,W => kW,2020-05-12T15:32:39-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:17-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:45.13-07:00 Los_Angeles,2019-01-23T16:52:49.54-08:00 Los_Angeles,"","","","","",Power,"",AV1379,"","",✓,"",✓,"","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","","",NSDC_2N1L_PWR_MTR_TOTAL_REAL_POWER_POLL_TL,Los_Angeles,kW,"","","","","","",2020-04-21T20:27:20.849Z UTC
@p:ubcv:r:23d11f4f-0b18dd29 NSDC Unsorted Points NSDC_VAV215_RM218_FLW,✓,"",@p:ubcv:r:23d10ff4-a4a51a6f NSDC NSDC_VAV215_RM218 (780235),TL3,✓,NSDC_VAV215_RM218_FLW,"","",@p:ubcv:r:23d10ff4-a4a51a6f NSDC NSDC_VAV215_RM218 (780235),"","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:16-07:00 Los_Angeles,"","",43625,2019-01-13T12:50:06-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:30.591-07:00 Los_Angeles,2019-01-23T16:52:55.11-08:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AV18,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV215_RM218_FLW_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:45.013Z UTC
@p:ubcv:r:23d11a8e-d9e885c1 NSDC Unsorted Points NSDC_2N3K_PWR_MTR_PHASE_A_APPARENT_POWER,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1363,✓,NSDC_2N3K_PWR_MTR_PHASE_A_APPARENT_POWER,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","",✓,"","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,VA => kW,2020-05-12T15:32:48-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:11-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:50.417-07:00 Los_Angeles,2019-01-23T16:52:59.4-08:00 Los_Angeles,"","","","","",Power,"",AV1261,"","",✓,"",✓,"","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","","",NSDC_2N3K_PWR_MTR_PHASE_A_APPARENT_POWER_POLL_TL,Los_Angeles,kW,"","","","","","",2020-04-21T20:27:20.949Z UTC
@p:ubcv:r:23d11a8f-06abcf6d NSDC Unsorted Points NSDC_GM6_MTR_THIS_WEEK,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL343,✓,NSDC_GM6_MTR_THIS_WEEK,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:38-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:17-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:44.025-07:00 Los_Angeles,"","","","","","",NSDC_GM6_MTR_THIS_WEEK,✓,AV287,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_GM6_MTR_THIS_WEEK_POLL_TL,Los_Angeles,m³,"","","","","","",2020-04-09T19:02:44.243Z UTC
@p:ubcv:r:23d11a90-c22a43c8 NSDC Unsorted Points NSDC_BLR_HTG_PLANT_BV,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL87,✓,NSDC_BLR_HTG_PLANT_BV,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T05:01:04-07:00 Los_Angeles,"","",768,2019-01-10T22:00:12-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:42:41.122-07:00 Los_Angeles,"","","","","","",NSDC_BLR_HTG_PLANT_BV,✓,BV20,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_BLR_HTG_PLANT_BV_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:54:32.409Z UTC
@p:ubcv:r:23d11a8f-31a0f568 NSDC Unsorted Points NSDC_WM2_MTR_THIS_NOV,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL151,✓,NSDC_WM2_MTR_THIS_NOV,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:37-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:13-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:42.094-07:00 Los_Angeles,"","","","","","",NSDC_WM2_MTR_THIS_NOV,✓,AV62,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_WM2_MTR_THIS_NOV_POLL_TL,Los_Angeles,L,"","","","","","",2020-04-09T19:02:44.246Z UTC
@p:ubcv:r:23d11a8f-c9a7eed6 NSDC Unsorted Points NSDC_EF_03_S,✓,"",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL19,✓,NSDC_EF_03_S,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,✓,✓,"","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:45-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:13-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:48.366-07:00 Los_Angeles,"","","","","","","Exhaust Fan Run ","",AI1602,"","",✓,"","","","","","","",✓,"",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","","",NSDC_EF_03_S_POLL_TL,Los_Angeles,A,"","","","","","",2020-04-09T19:02:44.248Z UTC
@p:ubcv:r:23d11bfa-ec806b61 NSDC Unsorted Points NSDC_VAV303_RM316_NORTH_RT_AV,✓,"",@p:ubcv:r:23d10ff4-31560a79 NSDC NSDC_VAV303_RM316N (780203),TL1,✓,NSDC_VAV303_RM316_NORTH_RT_AV,"","",@p:ubcv:r:23d10ff4-31560a79 NSDC NSDC_VAV303_RM316N (780203),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:43:30-07:00 Los_Angeles,"","",43624,2019-01-13T12:51:10-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:48:03.751-07:00 Los_Angeles,2019-01-23T16:53:19.02-08:00 Los_Angeles,"","","","","",Zone Temp,"",AV24,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",NSDC_VAV303_RM316_NORTH_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:44.756Z UTC
@p:ubcv:r:23d11a8f-79e04e68 NSDC Unsorted Points NSDC_WM3_MTR_THIS_DEC,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL415,✓,NSDC_WM3_MTR_THIS_DEC,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:39-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:11-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:44.036-07:00 Los_Angeles,"","","","","","",NSDC_WM3_MTR_THIS_DEC,✓,AV92,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_WM3_MTR_THIS_DEC_POLL_TL,Los_Angeles,L,"","","","","","",2020-04-09T19:02:44.253Z UTC
@p:ubcv:r:23d11a8f-59451726 NSDC Unsorted Points NSDC_2N1M_PWR_MTR_THIS_MAY_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1480,✓,NSDC_2N1M_PWR_MTR_THIS_MAY_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:39-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:17-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:45.168-07:00 Los_Angeles,"","","","","","",NSDC_2N1M_PWR_MTR_THIS_MAY_PEAK_DEMAND,✓,AV1449,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_2N1M_PWR_MTR_THIS_MAY_PEAK_DEMAND_POLL_TL,Los_Angeles,Wh,"","","","","","",2020-04-09T19:02:44.255Z UTC
@p:ubcv:r:23d11b9d-4439aa6c NSDC Unsorted Points NSDC_AHU1_SCH,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL287,✓,NSDC_AHU1_SCH,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-04-08T22:00:00-07:00 Los_Angeles,"folio::HisWriteErr: Mismatched value type, rec kind ""Str"" != item type ""haystack::Number"" [@p:ubcv:r:23d11b9d-4439aa6c ""NSDC Unsorted Points NSDC_AHU1_SCH""]","",511,2019-07-28T22:00:00-07:00 Los_Angeles,fault,"","",Str,2020-05-11T00:30:04.056-07:00 Los_Angeles,"","","","","","",Scheduled Occupancy,"",SCH1,"","",✓,"","","","","","","","",✓,"",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:24ede11b-a499e164 .+_SCH(.+)?(_TL)?,✓,"","",NSDC_AHU1_SCH_COV_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:25.443Z UTC
@p:ubcv:r:23d11e2f-d4c2c17f NSDC Unsorted Points NSDC_VAV204_RM208_VLV,"","",@p:ubcv:r:23d10ff4-d5d23052 NSDC NSDC_VAV204_RM208 (780224),TL98,✓,NSDC_VAV204_RM208_VLV,"","",@p:ubcv:r:23d10ff4-d5d23052 NSDC NSDC_VAV204_RM208 (780224),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:22-07:00 Los_Angeles,"","",44611,2019-01-13T12:50:15-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.196-07:00 Los_Angeles,"","","","","","",NSDC_VAV204_RM208_VLV,✓,AO3,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV204_RM208_VLV_POLL_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:44.908Z UTC
@p:ubcv:r:23d12034-8816f14a NSDC Unsorted Points NSDC_VAV222_RM212NW_FLW,✓,"",@p:ubcv:r:23d10ff4-31d23f1d NSDC NSDC_VAV222_RM212NW (780242),TL3,✓,NSDC_VAV222_RM212NW_FLW,"","",@p:ubcv:r:23d10ff4-31d23f1d NSDC NSDC_VAV222_RM212NW (780242),"","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:59-07:00 Los_Angeles,"","",43623,2019-01-13T13:05:42-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:15.535-07:00 Los_Angeles,2019-01-23T16:52:48.794-08:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AV18,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV222_RM212NW_FLW_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:45.073Z UTC
@p:ubcv:r:23d11ee1-7f3182f4 NSDC Unsorted Points NSDC_VAV211_RM219A_DP,✓,"",@p:ubcv:r:23d10ff4-a00d027c NSDC NSDC_VAV211_RM219A (780231),TL5,✓,NSDC_VAV211_RM219A_DP,"","",@p:ubcv:r:23d10ff4-a00d027c NSDC NSDC_VAV211_RM219A (780231),"","","",✓,✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:53-07:00 Los_Angeles,"","",42958,2019-01-13T13:05:32-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:54.69-07:00 Los_Angeles,2019-01-23T16:53:06.015-08:00 Los_Angeles,"","","","","",Discharge Air Differential Pressure,"",AI5,"","",✓,"","",✓,"","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","","",NSDC_VAV211_RM219A_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:44.971Z UTC
