id,air,average,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cur,curConvert,curErr,curStatus,damper,delta,deltaTempPoint,demand,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:25a3574e-0636b5f6 Cunningham Unsorted Points WB_OAT_MUX,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL34,"",WB_OAT_MUX,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",WB_OAT_MUX,✓,AV1,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",WB_OAT_MUX_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.133Z UTC
@p:ubcv:r:25a35714-90c61de1 Cunningham Unsorted Points CUNNINGHAM_ROOF_SF_HC07_HCV,"","",@p:ubcv:r:25a26938-0dd0046d CUNN Penthouse 2 (790200),"",TL4,"",CUNNINGHAM_ROOF_SF_HC07_HCV,✓,"",@p:ubcv:r:25a26938-0dd0046d CUNN Penthouse 2 (790200),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,✓,✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9584,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T16:02:25.425-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO1102,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",CUNNINGHAM_ROOF_SF_HC07_HCV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:45.174Z UTC
@p:ubcv:r:25a35719-62de6a45 Cunningham Unsorted Points 625_AHU_01_FZ,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL57,"",625_AHU_01_FZ,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",625_AHU_01_FZ,✓,BI1202,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",625_AHU_01_FZ_POLL_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:30.654Z UTC
@p:ubcv:r:25a35718-c8db7038 Cunningham HX-1 625_HX1_LOAD_HWS_HE_03_SWT,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL34,"",625_HX1_LOAD_HWS_HE_03_SWT,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2634be7d-99da72ee Cunningham HX-1,✓,"","","",@p:ubcv:r:2634bdcd-e8e5ae85 Cunningham Hydronic Systems,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI1601,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:24c4fe28-65c54de6 .+_HWS_.+_SWT(_TL)?,✓,625_HX1_LOAD_HWS_HE_03_SWT_POLL_TL,Los_Angeles,°C,"","","",✓,"",2020-04-23T21:02:30.797Z UTC
@p:ubcv:r:25a35714-1addeeb0 Cunningham Unsorted Points CUNNINGHAM_ROOF_SF_HC07_PS,"","",@p:ubcv:r:25a26938-0dd0046d CUNN Penthouse 2 (790200),"",TL8,"",CUNNINGHAM_ROOF_SF_HC07_PS,"","",@p:ubcv:r:25a26938-0dd0046d CUNN Penthouse 2 (790200),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9584,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T16:02:25.425-07:00 Los_Angeles,"","",CUNNINGHAM_ROOF_SF_HC07_PS,✓,AI1101,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_ROOF_SF_HC07_PS_POLL_TL,Los_Angeles,A,"","","","","",2020-04-09T19:02:45.175Z UTC
@p:ubcv:r:25a35714-1849e2bf Cunningham Unsorted Points CUNNINGHAM_ROOF_SF_HC07_SAT,✓,"",@p:ubcv:r:25a26938-0dd0046d CUNN Penthouse 2 (790200),"",TL3,"",CUNNINGHAM_ROOF_SF_HC07_SAT,"","",@p:ubcv:r:25a26938-0dd0046d CUNN Penthouse 2 (790200),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9584,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T16:02:25.426-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI1102,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,CUNNINGHAM_ROOF_SF_HC07_SAT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.176Z UTC
@p:ubcv:r:25a35718-78508ec2 Cunningham Unsorted Points 625_HE_03_SRC_VLV_HCV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL54,"",625_HE_03_SRC_VLV_HCV,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,✓,✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO2201,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",625_HE_03_SRC_VLV_HCV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:45.205Z UTC
@p:ubcv:r:25a3574e-0f112d01 Cunningham Unsorted Points CUNNINGHAM_AHU_03_ENAB_BV,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL46,"",CUNNINGHAM_AHU_03_ENAB_BV,✓,"",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","",✓,"","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T14:00:00-07:00 Los_Angeles,conn fault,"","",1182,2020-01-18T14:00:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Enable Cmd,"",BV10,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:25f55206-e97a42dc .+_ENAB_BV(_TL)?,"",CUNNINGHAM_AHU_03_ENAB_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:06.74Z UTC
@p:ubcv:r:263b7689-c02f0641 Cunningham Elec Main Meter Energy,"","","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",opc::OpcErr: Status Code 0x40000000,fault,"","","","",$equipRef $navName,"","",✓,"",✓,"","","",@p:ubcv:r:215fd39e-33fd484d Cunningham Elec Main Meter,"","","","",@p:ubcv:r:21697fca-2b8e529c Cunningham Utilities,"",✓,"",15min,2020-04-09T03:30:00-07:00 Los_Angeles,"","",consumption,325141,2010-12-31T16:00:00-08:00 Los_Angeles,ok,✓,"",Number,"","","",Energy,"","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Cunningham_624.Elec_Energy,✓,"",✓,"","","",10393,"","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,88,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","","",Los_Angeles,kWh,✓,"","","","",2020-05-04T19:39:54.98Z UTC
@p:ubcv:r:25a35714-b2215a7d Cunningham Unsorted Points CUNNINGHAM_ROOF_SF_HC07_PS_BV,"","",@p:ubcv:r:25a26938-0dd0046d CUNN Penthouse 2 (790200),"",TL2,"",CUNNINGHAM_ROOF_SF_HC07_PS_BV,"","",@p:ubcv:r:25a26938-0dd0046d CUNN Penthouse 2 (790200),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","","",conn fault,"","","","",fault,"",✓,Bool,2020-05-05T16:02:25.426-07:00 Los_Angeles,"","",Pump Run Status,"",BV1,"","","","",✓,"","",✓,"","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:23e65d0f-e879dd15 .+_PS_BV(_TL)?,"",CUNNINGHAM_ROOF_SF_HC07_PS_BV_COV_TL,Los_Angeles,"","","","",✓,"",2020-04-08T18:51:27.818Z UTC
@p:ubcv:r:25a35718-73685431 Cunningham Unsorted Points CUNNINGHAM_KAM_RWT_MUX,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL21,"",CUNNINGHAM_KAM_RWT_MUX,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",CUNNINGHAM_KAM_RWT_MUX,✓,AV232,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_KAM_RWT_MUX_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.206Z UTC
@p:ubcv:r:25a3574e-67ad8c82 Cunningham Unsorted Points CUNNINGHAM_SF04_S_BV,✓,"",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL11,"",CUNNINGHAM_SF04_S_BV,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"",✓,"",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T14:00:06-07:00 Los_Angeles,conn fault,"","",2142,2020-01-16T11:52:10-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BV28,"","","","",✓,"","","","","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:23e65d0f-5568e722 .+_SF(\d+)?(_(S|N)\d_\d+)?_F?S(_BV)?(_TL)?,"",CUNNINGHAM_SF04_S_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:57.57Z UTC
@p:ubcv:r:25a35719-307669a3 Cunningham Unsorted Points 625_AHU_02_SF_S,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL59,"",625_AHU_02_SF_S,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"",✓,"",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BI1402,"","","","",✓,"","","","","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:23e65d0f-5568e722 .+_SF(\d+)?(_(S|N)\d_\d+)?_F?S(_BV)?(_TL)?,"",625_AHU_02_SF_FB_BI1402_POLL_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:29.67Z UTC
@p:ubcv:r:25a35718-3ca406e0 Cunningham Unsorted Points 625_AHU1_RM65_RT,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL40,"",625_AHU1_RM65_RT,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Zone Temp,"",AI1608,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,625_AHU1_RM65_RT_POLL_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:45.207Z UTC
@p:ubcv:r:25a35719-2b24098d Cunningham Unsorted Points 625_HE_03_PS,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL63,"",625_HE_03_PS,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",625_HE_03_PS,✓,BI2202,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",625_HE_03_PS_POLL_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:21.603Z UTC
@p:ubcv:r:25a35719-a6646220 Cunningham DHX-1 625_DHX1_RECIRC_PUMP_S,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL60,"",625_DHX1_RECIRC_PUMP_S,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2634bf37-c0127d78 Cunningham DHX-1,✓,"","","",@p:ubcv:r:2634bdcd-e8e5ae85 Cunningham Hydronic Systems,"",✓,"","",2020-04-08T23:08:14-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:04:03-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.995-07:00 Los_Angeles,"","",625_DHX1_RECIRC_PUMP_S,✓,BI1403,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",625_DHX1_RECIRC_PUMP_S_POLL_TL,Los_Angeles,"","","","","","",2020-04-23T21:04:52.852Z UTC
@p:ubcv:r:25a3574d-613d9158 Cunningham Unsorted Points HE_04_VLV_HCV,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL33,"",HE_04_VLV_HCV,✓,"",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,✓,✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO1401,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",HE_04_VLV_HCV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:45.134Z UTC
@p:ubcv:r:25a35719-8ba507c1 Cunningham HX-1 625_HX1_HWS_625_P1_VFD_C,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL70,"",625_HX1_HWS_625_P1_VFD_C,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2634be7d-99da72ee Cunningham HX-1,✓,"","","",@p:ubcv:r:2634bdcd-e8e5ae85 Cunningham Hydronic Systems,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",625_HX1_HWS_625_P1_VFD_C,✓,BO1203,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",625_HX1_HWS_625_P1_VFD_C_POLL_TL,Los_Angeles,"","","","","","",2020-04-23T21:02:30.797Z UTC
@p:ubcv:r:25a35718-1a854ad1 Cunningham Unsorted Points CUNNINGHAM_AHU_01_SAT_SP,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL79,"",CUNNINGHAM_AHU_01_SAT_SP,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV124,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,CUNNINGHAM_AHU_01_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.208Z UTC
@p:ubcv:r:25a35718-5fe5b1fd Cunningham Unsorted Points CUNNINGHAM_KAM_ENERGY_LAST_MONTH,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL25,"",CUNNINGHAM_KAM_ENERGY_LAST_MONTH,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-01T00:00:00-07:00 Los_Angeles,conn fault,"","",4,2020-01-01T00:00:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.995-07:00 Los_Angeles,"","",CUNNINGHAM_KAM_ENERGY_LAST_MONTH,✓,AV370,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_KAM_ENERGY_LAST_MONTH_TL,Los_Angeles,MWh,"","","","","",2020-04-09T19:02:45.209Z UTC
@p:ubcv:r:25a35719-25649e14 Cunningham Unsorted Points 625_AHU_01_EF_S,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL55,"",625_AHU_01_EF_S,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,✓,✓,"",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","","Exhaust Fan Run ","",BI1101,"","","","",✓,"","","","","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"",625_AHU_01_EF_S_POLL_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:31.868Z UTC
@p:ubcv:r:25a3574d-d1971b35 Cunningham Unsorted Points CUNNINGHAM_AHU_03_SAT_SP,✓,"",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL38,"",CUNNINGHAM_AHU_03_SAT_SP,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV15,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,CUNNINGHAM_AHU_03_SAT_SP_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.135Z UTC
@p:ubcv:r:25a3574e-2eb4780d Cunningham Unsorted Points CUNNINGHAM_HC04_SAT_SP,✓,"",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL40,"",CUNNINGHAM_HC04_SAT_SP,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV246,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,CUNNINGHAM_HC04_SAT_SP_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.136Z UTC
@p:ubcv:r:25a35716-c2103536 Cunningham Unsorted Points P6 F03_01_HC12_P6_PS,"","",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"",TL6,"",F03_01_HC12_P6_PS,"","",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","",P6,@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:09:01-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:07:27-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Run Status,"",AI1101,"","","","",✓,"","",✓,"","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:2401fc01-30caa756 .+_PC?H?\d+[A-Z]?_P?S(_\d+)?(_TL)?,"",F03_01_HC12_P6_PS_POLL_TL,Los_Angeles,A,"","","",✓,"",2020-05-12T11:03:27.119Z UTC
@p:ubcv:r:25a35718-36cc1b6b Cunningham Unsorted Points 625_AHU_02_EA_DSP,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL31,"",625_AHU_02_EA_DSP,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,✓,"","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Exhaust Air Duct Static Pressure,"",AI1302,"","","","",✓,"",✓,"","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","",✓,@p:ubcv:r:254a1dce-58750bcc .+_EA_DSP(_TL)?,"",625_AHU_02_EA_DSP_POLL_TL,Los_Angeles,Pa,"","","","","",2020-04-09T19:02:45.21Z UTC
