id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetDesc,bacnetHis,bacnetObjectId,bacnetPoint,bacnetWriteLevel,bmsName,bridgeName,chilled,chiller,cmd,co2,comp,condenser,connRef,cool,cooling,coolingTower,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,flow,fsc3W2WConversion1830,fscVAVsetback1815,groupRef,heat,heatRecovery,heating,high,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,secondaryLoop,sensor,siteRef,sourceID,sp,speed,spray,sqlConnRef,sqlPoint,static,submeterAdd,tagTableRef,tank,temp,tlName,tt0724,tz,unit,utilityPoint,valve,vfd,volume,water,wifi,wifiId,writable,writeLevel,writeStatus,zachName,zone,mod
@p:ubcv:r:251c1d13-e06e8cc6 Forest Sci AHU-07 JCL-NAE46/N2-A.DC-7.STAT-SP,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014327,"",✓,"",JCL-NAE46/N2-A.DC-7.STAT-SP,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:252f6ae9-80bf84c0 Forest Sci AHU-07,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.581-07:00 Los_Angeles,"","","","","",Discharge Air Static Pressure,"",AO3000129,"","","","","",✓,"","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","",✓,"",@p:ubcv:r:23e65d0e-6520bba7 .+(\.|-|_)STAT-SP,"","",JCL-NAE46/N2-A.DC-7.STAT-SP.Trend1,"",Los_Angeles,Pa,"","","","","","","","","","","","",2020-04-09T19:02:13.861Z UTC
@p:ubcv:r:24d5cf58-5ed7b264 Forest Sci Rm 4202A VAV-202 JCL-NAE48/N2-A.DC-202.SBOXCMD,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010234,"",✓,"",JCL-NAE48/N2-A.DC-202.SBOXCMD,"","","",✓,"","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa27-3bb39e8d Forest Sci Rm 4202A VAV-202,"","","","","","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26914,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:08.398-07:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"",AO3000671,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6748-5d95c26b Forest Sci Rm 4202A,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2538b61b-b2bb6db7 .+(\.|-| )SBOXCMD,"","",JCL-NAE48/N2-A.DC-202.SBOXCMD.Trend1,"",Los_Angeles,_,"","","","","","","","","","",FS.VAV202.SBOXCMD,"",2020-04-30T11:09:56.769Z UTC
@p:ubcv:r:2422e648-e3dcb011 Forest Sci Rm 2964 VAV-2-423 JCL-NAE47/N2-A.DC-423.ZN-T,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3002241,"",✓,"",JCL-NAE47/N2-A.DC-423.ZN-T,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa34-c2b79496 Forest Sci Rm 2964 VAV-2-423,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37429,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.475-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3000948,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6757-e6c02c45 Forest Sci Rm 2964,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE47/N2-A.DC-423.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV423.ZN-T,✓,2020-04-09T19:02:14.398Z UTC
@p:ubcv:r:24d5cf89-3d83941f Forest Sci Rm 1404 VAV-1-309 JCL-NAE47/N2-A.DC-309.ACTHTGSP,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3013575,"",✓,"",JCL-NAE47/N2-A.DC-309.ACTHTGSP,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530fa25-467f40c0 Forest Sci Rm 1404 VAV-1-309,"","","","","","",@p:ubcv:r:25142b65-a20d3e4b Forest Sci Floor-01,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26952,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.479-07:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AI3000552,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6745-96e86041 Forest Sci Rm 1404,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE47/N2-A.DC-309.ACTHTGSP.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV309.ACTHTGSP,✓,2020-04-09T19:02:14.4Z UTC
@p:ubcv:r:24d5cf89-9f418c13 Forest Sci Rm 2801 VAV-2-401 JCL-NAE47/N2-A.DC-401.SPFLOWSP,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3013771,"",✓,"",JCL-NAE47/N2-A.DC-401.SPFLOWSP,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa2a-192bed8a Forest Sci Rm 2801 VAV-2-401,"","","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26952,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.482-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000692,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674b-eb785f10 Forest Sci Rm 2801,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE47/N2-A.DC-401.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV401.SPFLOWSP,"",2020-04-09T19:02:14.401Z UTC
@p:ubcv:r:2422e65a-5828d051 Forest Sci Rm 3320 VAV-3-174 JCL-NAE45/N2-A.DC-174.ZN-T,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3002723,"",✓,"",JCL-NAE45/N2-A.DC-174.ZN-T,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa2b-38da1094 Forest Sci Rm 3320 VAV-3-174,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37841,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:46.869-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3001091,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674d-f73cf762 Forest Sci Rm 3320,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE45/N2-A.DC-174.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV174.ZN-T,✓,2020-04-30T11:10:45.266Z UTC
@p:ubcv:r:24662580-f12d1337 Forest Sci Rm 3233 VAV-175 JCL-NAE44/N2-A.DC-175.EBOXCMD,"",✓,"","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","",TL3003546,"",✓,"",JCL-NAE44/N2-A.DC-175.EBOXCMD,"","","",✓,"","","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","","","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa2a-59058898 Forest Sci Rm 3233 VAV-175,✓,"","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",35034,2019-05-08T11:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:31:58.568-07:00 Los_Angeles,"","","","","",Exhaust Air Damper Cmd,"",AO3000326,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674b-1eb78d65 Forest Sci Rm 3233,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-c45fbca5 .+(\.|-| |_)EBOXCMD,"","",JCL-NAE44/N2-A.DC-175.EBOXCMD.Trend1,"",Los_Angeles,_,"","","","","","","","","","",FS.VAV175.EBOXCMD,"",2020-04-30T11:11:15.266Z UTC
@p:ubcv:r:24d5cf89-7e418630 Forest Sci Rm 2943 VAV-2-419 JCL-NAE47/N2-A.DC-419.ACTCLGSP,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3013556,"",✓,"",JCL-NAE47/N2-A.DC-419.ACTCLGSP,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"",✓,"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530fa27-e9e46e0f Forest Sci Rm 2943 VAV-2-419,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26952,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.488-07:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AI3000906,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-bebfb5f7 Forest Sci Rm 2943,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE47/N2-A.DC-419.ACTCLGSP.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV419.ACTCLGSP,✓,2020-04-09T19:02:14.406Z UTC
@p:ubcv:r:251c1d13-8a6a65bb Forest Sci Rm 4025 VAV-4-805 JCL-NAE46/N2-A.DC-805.SUPFLOW,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014490,"",✓,"",JCL-NAE46/N2-A.DC-805.SUPFLOW,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa28-c4fbd35d Forest Sci Rm 4025 VAV-4-805,"","","",✓,"","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.596-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AI3000818,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6748-698c530d Forest Sci Rm 4025,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE46/N2-A.DC-805.SUPFLOW.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","","","",2020-04-09T19:02:13.869Z UTC
@p:ubcv:r:24d5cf8a-fb48bd28 Forest Sci Rm 711 VAV-1-245 JCL-NAE47/N2-A.DC-245.EBOXCMD,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3013843,"",✓,"",JCL-NAE47/N2-A.DC-245.EBOXCMD,"","","",✓,"","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa2f-4fa34097 Forest Sci Rm 711 VAV-1-245,✓,"","","","","",@p:ubcv:r:25142b65-a20d3e4b Forest Sci Floor-01,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26952,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.49-07:00 Los_Angeles,"","","","","",Exhaust Air Damper Cmd,"",AO3000254,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6749-d9ab8c30 Forest Sci Rm 711,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-c45fbca5 .+(\.|-| |_)EBOXCMD,"","",JCL-NAE47/N2-A.DC-245.EBOXCMD.Trend1,"",Los_Angeles,%,"","","","","","","","","","",FS.VAV245.EBOXCMD,"",2020-04-14T16:49:59.959Z UTC
@p:ubcv:r:2422e665-5e9d1a23 Forest Sci Heating Plant P-1 JCL-NAE45/FC-B.45B-FEC004.3530 PHWS P01-ALM,"","",✓,"",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3024469,"",✓,"",JCL-NAE45/FC-B.45B-FEC004.3530 PHWS P01-ALM,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Normal,Alarm","",@p:ubcv:r:2530f1c5-c39feb9f Forest Sci Heating Plant P-1,"","","","","","",@p:ubcv:r:21698352-13c5efc9 Forest Sci Hydronic Systems,"","","","",✓,"","","",2020-05-06T08:47:57-07:00 Los_Angeles,"","","",72,2019-04-03T06:51:54-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:35:45.393-07:00 Los_Angeles,"","","","","",Pump Alarm,"",BI3024436,"","","","","",✓,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:25869175-c32c663b .+(\.|-| |_)(CH?|MH)?P(\d+)?(-\d+)?[A-Z]?-A(LM)?,"","",JCL-NAE45/FC-B.45B-FEC004.3530 PHWS P01-ALM.Trend1,"",Los_Angeles,"","","","","","","","","","","",3530.PHWS.P01-ALM,"",2020-04-30T11:10:45.278Z UTC
@p:ubcv:r:251c1d13-ccafe861 Forest Sci Rm 3100 VAV-3-713 JCL-NAE46/N2-A.DC-713.OCCCMD,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014409,"",✓,"",JCL-NAE46/N2-A.DC-713.OCCCMD,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Unoccupied,Occupied","",@p:ubcv:r:2530fa27-d0be8f9b Forest Sci Rm 3100 VAV-3-713,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:33:18.6-07:00 Los_Angeles,"","","","",✓,Zone Occupancy Mode,"",BO3000642,✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-e0eabce0 Forest Sci Rm 3100,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-a87ebc9b .+(\.|-| )OCCC?M?D,"","",JCL-NAE46/N2-A.DC-713.OCCCMD.Trend1,"",Los_Angeles,"","","","","","","","","","","","",✓,2020-04-08T18:52:52.698Z UTC
@p:ubcv:r:24d5cf59-b9cdccc4 Forest Sci Rm 4331 VAV-229 JCL-NAE48/N2-A.DC-229.SUPFLOW,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010410,"",✓,"",JCL-NAE48/N2-A.DC-229.SUPFLOW,"","","","","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa2b-5b40ae3f Forest Sci Rm 4331 VAV-229,"","","",✓,"","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26915,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:08.432-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AI3001064,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6745-91ec4391 Forest Sci Rm 4331,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE48/N2-A.DC-229.SUPFLOW.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV229.SUPFLOW,"",2020-04-30T11:09:56.855Z UTC
@p:ubcv:r:251c1d13-e9031a6c Forest Sci Rm 2021 VAV-2-604 JCL-NAE46/N2-A.DC-604.SUPFLOW,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014442,"",✓,"",JCL-NAE46/N2-A.DC-604.SUPFLOW,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa2e-33aed8b5 Forest Sci Rm 2021 VAV-2-604,"","","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.616-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AI3000244,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674f-6568dd59 Forest Sci Rm 2021,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE46/N2-A.DC-604.SUPFLOW.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","","","",2020-04-09T19:02:13.878Z UTC
@p:ubcv:r:24d5cf8a-f7bcd096 Forest Sci Rm 1406 VAV-1-310 JCL-NAE47/N2-A.DC-310.SBOXCMD,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3013808,"",✓,"",JCL-NAE47/N2-A.DC-310.SBOXCMD,"","","",✓,"","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa25-f23f93a5 Forest Sci Rm 1406 VAV-1-310,"","","","","","",@p:ubcv:r:25142b65-a20d3e4b Forest Sci Floor-01,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26952,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.501-07:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"",AO3000566,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6746-db4925f5 Forest Sci Rm 1406,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2538b61b-b2bb6db7 .+(\.|-| )SBOXCMD,"","",JCL-NAE47/N2-A.DC-310.SBOXCMD.Trend1,"",Los_Angeles,%,"","","","","","","","","","",FS.VAV310.SBOXCMD,"",2020-04-14T16:50:02.135Z UTC
@p:ubcv:r:2422e65a-e4e4874f Forest Sci Rm 3321 VAV-3-173 JCL-NAE45/N2-A.DC-173.ZN-T,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3002707,"",✓,"",JCL-NAE45/N2-A.DC-173.ZN-T,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa2d-4b144542 Forest Sci Rm 3321 VAV-3-173,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37841,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:46.884-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3001080,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674e-cb326bd8 Forest Sci Rm 3321,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE45/N2-A.DC-173.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV173.ZN-T,✓,2020-04-30T11:10:45.312Z UTC
@p:ubcv:r:24d5cf59-284f33f5 Forest Sci Rm 4234 VAV-212 JCL-NAE48/N2-A.DC-212.EBOXCMD,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010287,"",✓,"",JCL-NAE48/N2-A.DC-212.EBOXCMD,"","","",✓,"","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa2e-75df630b Forest Sci Rm 4234 VAV-212,✓,"","","","","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26914,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:08.444-07:00 Los_Angeles,"","","","","",Exhaust Air Damper Cmd,"",AO3000818,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6750-8ea95795 Forest Sci Rm 4234,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-c45fbca5 .+(\.|-| |_)EBOXCMD,"","",JCL-NAE48/N2-A.DC-212.EBOXCMD.Trend1,"",Los_Angeles,_,"","","","","","","","","","",FS.VAV212.EBOXCMD,"",2020-04-30T11:09:56.905Z UTC
@p:ubcv:r:2422e655-82eb1bd6 Forest Sci Programming_FS JCL-NAE46/Programming.FS.MISC.FS-ARC.VAV812-T,"","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3003476,"",✓,"",JCL-NAE46/Programming.FS.MISC.FS-ARC.VAV812-T,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:252f6b08-e94a9f6f Forest Sci Programming_FS,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37209,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.64-07:00 Los_Angeles,"","","","","",JCL-NAE46/Programming.FS.MISC.FS-ARC.VAV812-T,✓,AV3002962,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE46/Programming.FS.MISC.FS-ARC.VAV812-T.PointHistory,"",Los_Angeles,°C,"","","","","","","","","","","","",2020-04-09T19:02:13.888Z UTC
@p:ubcv:r:24d5cf58-0a7906ba Forest Sci Rm 4431 VAV-242 JCL-NAE48/N2-A.DC-242.EXFLOWSP,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010228,"",✓,"",JCL-NAE48/N2-A.DC-242.EXFLOWSP,"","","","","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa27-b77f9f19 Forest Sci Rm 4431 VAV-242,✓,"","",✓,"","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26914,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:08.447-07:00 Los_Angeles,"","","","","",Exhaust Air Flow Sp,"",AO3001247,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-ef201bab Forest Sci Rm 4431,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b6aa-d8b9ab23 .+(\.|-| )EXFLOWSP,"","",JCL-NAE48/N2-A.DC-242.EXFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV242.EXFLOWSP,"",2020-04-30T11:09:56.913Z UTC
