id,ahu,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chemN_1809_FHOpt,chemN_CPP,chilled,chiller,cmd,co2,condenser,connRef,coolingTower,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mixing,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,preFilter,pressure,proj_1830_3W2W,pump,quantityID,rad,return,roomRef,run,runtime,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:238a0dc3-a8589d0a Chem North Heating Plant JCL-NAE19/N2-A.19A001DX.SHWT-SP,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3001997,✓,JCL-NAE19/N2-A.19A001DX.SHWT-SP,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034e6-ad88ae7b Chem North Heating Plant,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",77001,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.764-07:00 Los_Angeles,2018-11-25T13:45:23.78-08:00 Los_Angeles,"","","","","","",JCL-NAE19/N2-A.19A001DX.SHWT-SP,✓,AO3000224,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A001DX.SHWT-SP.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:01.202Z UTC
@p:ubcv:r:238a0dc3-9940dcbf Chem North Rm E318 VAV-E318 JCL-NAE19/N2-A.19A122VM.SA-F,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008049,✓,JCL-NAE19/N2-A.19A122VM.SA-F,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:248034ca-b28c9fbf Chem North Rm E318 VAV-E318,"","","",✓,@p:ubcv:r:248034ca-f3b563ef Chem North Floor 2,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25975,2018-11-17T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.594-07:00 Los_Angeles,2018-12-07T09:45:31.166-08:00 Los_Angeles,"","","","","","",Discharge Air Flow,"",AI3001727,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-bc43e76e Chem North Rm E318,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE19/N2-A.19A122VM.SA-F.Trend1,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:01.204Z UTC
@p:ubcv:r:22724d83-e6abfab0 Chem North EF-5 JCL-NAE19/N2-A.19A003DX.EF05-C,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000501,✓,JCL-NAE19/N2-A.19A003DX.EF05-C,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:248050ae-32d83287 Chem North EF-5,✓,✓,"","",@p:ubcv:r:2203b248-8ad86041 Chem North Air Systems,"","",✓,"","","",2020-01-08T08:07:21-08:00 Los_Angeles,"","",19,2017-08-17T07:52:10-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:22:58.425-07:00 Los_Angeles,2018-12-07T09:45:28.827-08:00 Los_Angeles,"","","","","","",Exhaust Fan Run Cmd,"",BO3000500,"","","","","","",✓,"","","","","","","","","","",✓,"","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"","",JCL-NAE19/N2-A.19A003DX.EF05-C.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:26.005Z UTC
@p:ubcv:r:238a0dc3-7ffb9c50 Chem North Heating Plant JCL-NAE19/N2-A.19A001DX.HX1-CV-FB,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008147,✓,JCL-NAE19/N2-A.19A001DX.HX1-CV-FB,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034e6-ad88ae7b Chem North Heating Plant,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51467,2018-11-21T05:30:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:22:58.767-07:00 Los_Angeles,2018-11-25T13:45:23.621-08:00 Los_Angeles,"","","","","","","Mixing Valve ","",AI3008146,"","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A001DX.HX1-CV-FB.Trend1,Los_Angeles,_,"",✓,"",✓,"",2020-04-09T19:15:04.385Z UTC
@p:ubcv:r:238a0dc2-e59d980b Chem North AHU-1 JCL-NAE19/N2-A.19A007DX.SA-T,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000254,✓,JCL-NAE19/N2-A.19A007DX.SA-T,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:248034e6-55f973a1 Chem North AHU-1,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22590,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.602-07:00 Los_Angeles,2018-12-07T09:45:32.07-08:00 Los_Angeles,"","","","","","",Discharge Air Temp,"",AI3000253,"","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,✓,JCL-NAE19/N2-A.19A007DX.SA-T.Trend,Los_Angeles,°C,"","","","","",2020-04-09T19:02:01.209Z UTC
@p:ubcv:r:238a0dc3-19b8cb93 Chem North Rm E111C VAV-E111C JCL-NAE19/N2-A.19A106VM.EV20-F,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009232,✓,JCL-NAE19/N2-A.19A106VM.EV20-F,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034ca-ef9a41d8 Chem North Rm E111C VAV-E111C,✓,"","",✓,@p:ubcv:r:248034ca-7b683009 Chem North Basement,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51018,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.769-07:00 Los_Angeles,2018-11-25T13:45:23.678-08:00 Los_Angeles,"","","","","","",Exhaust Air Flow,"",AI3002033,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-79103740 Chem North Rm E111C,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:24808299-5ddfbef9 .+(\.|-| )E(V|F)-?(E|D)?\d+-F(.+)?,"","",JCL-NAE19/N2-A.19A106VM.EV20-F.Trend1,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:01.21Z UTC
@p:ubcv:r:238a0dc3-7f90f135 Chem North EF-2 JCL-NAE19/FCB-02.VND-008.POWER,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009091,✓,JCL-NAE19/FCB-02.VND-008.POWER,"",✓,"","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24803646-5186507f Chem North EF-2,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51017,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.774-07:00 Los_Angeles,2018-11-25T13:45:23.772-08:00 Los_Angeles,"","","","","","",Power,"",AV3009090,"","","","","","",✓,"",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:2465eb72-f2244747 .+(\.|-| )POWER,"","",JCL-NAE19/FCB-02.VND-008.POWER.Trend1,Los_Angeles,kW,"","","","","",2020-04-09T19:02:01.212Z UTC
@p:ubcv:r:22724d83-7330429d Chem North Cooling Plant CH-1 JCL-NAE19/N2-A.19A003DX.PE4-S,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000454,✓,JCL-NAE19/N2-A.19A003DX.PE4-S,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:22725012-8c971afd Chem North Cooling Plant CH-1,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-01-08T08:07:21-08:00 Los_Angeles,"","",26,2017-12-14T11:27:49-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.432-07:00 Los_Angeles,2018-07-30T13:54:04.24-07:00 Los_Angeles,"","","","","","",Pump Run Status,"",BI3000453,"","","","","","",✓,"","","","","",✓,"","","","",✓,"","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:2549f4de-0619d1f0 .+(\.|-| )P(CHWP)?E?\d+\w?-S,"","",JCL-NAE19/N2-A.19A003DX.PE4-S.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:37.437Z UTC
@p:ubcv:r:22724d83-c83b9e15 Chem North Cooling Plant CH-1 JCL-NAE19/N2-A.19A003DX.PE5-C,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000456,✓,JCL-NAE19/N2-A.19A003DX.PE5-C,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:22725012-8c971afd Chem North Cooling Plant CH-1,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-01-08T08:07:21-08:00 Los_Angeles,"","",18,2017-12-14T11:27:49-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.433-07:00 Los_Angeles,2018-07-30T13:54:04.23-07:00 Los_Angeles,"","","","","","",Pump Run Cmd,"",BO3000455,"","","","","","",✓,"","","","","",✓,"","","","",✓,"","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-422be10e .+(\.|-|_)P(CHWP)?E?\d+-C,"","",JCL-NAE19/N2-A.19A003DX.PE5-C.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:37.751Z UTC
@p:ubcv:r:238a0dc3-d4df0599 Chem North AHU-2 JCL-NAE19/FCB-02.FEC-006.OA-T,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009049,✓,JCL-NAE19/FCB-02.FEC-006.OA-T,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24803646-eb7fbf79 Chem North AHU-2,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51017,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.777-07:00 Los_Angeles,2018-12-07T09:45:31.648-08:00 Los_Angeles,"","","","","","",Outside Air Temp,"",AI3009048,"","","","",✓,"",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,"",✓,JCL-NAE19/FCB-02.FEC-006.OA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:01.215Z UTC
@p:ubcv:r:238a0dc3-e4d71ab6 Chem North Unsorted Points JCL-NAE19/Programming.HVAC.AHU-E2.RAD-VLV-MAX,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3005673,✓,JCL-NAE19/Programming.HVAC.AHU-E2.RAD-VLV-MAX,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12995,2018-11-17T18:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.606-07:00 Los_Angeles,2018-11-25T13:45:23.634-08:00 Los_Angeles,"","","","","","",JCL-NAE19/Programming.HVAC.AHU-E2.RAD-VLV-MAX,✓,AV3005672,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/Programming.HVAC.AHU-E2.RAD-VLV-MAX.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:02:01.217Z UTC
@p:ubcv:r:21dffdad-9a4f17d6 Chem North HW Main Meter Entering Water Temp,"","","",@p:ubcv:r:21cac978-84d5b868 CHEMN DES Meter,AI9,"",✓,"","","","","","","","",@p:ubcv:r:21cac978-84d5b868 CHEMN DES Meter,"",✓,"",ok,84.22000122070312°C,"","","","",$equipRef $navName,"","","","","","",✓,"","",@p:ubcv:r:2093b3b4-c0960f5d Chem North HW Main Meter,"","","","",@p:ubcv:r:21697fca-e3964b84 Chem North Utilities,"","",✓,0.5°C,10min,"",2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,187445,2018-01-03T13:20:00-08:00 Los_Angeles,ok,"",✓,"","",Number,"","","","","","","","",Entering Water Temp,"","","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","",✓,"",Los_Angeles,°C,✓,"","",✓,"",2020-04-28T00:03:36.23Z UTC
@p:ubcv:r:238a0dc3-fee81deb Chem North Domestic Heating Plant JCL-NAE19/N2-A.19A001DX.DHX1-CV-FB,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008153,✓,JCL-NAE19/N2-A.19A001DX.DHX1-CV-FB,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24805dca-839a2f8f Chem North Domestic Heating Plant,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51467,2018-11-21T05:30:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:22:58.782-07:00 Los_Angeles,2018-11-25T13:45:23.618-08:00 Los_Angeles,"","","","","","","Mixing Valve ","",AI3008152,"","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A001DX.DHX1-CV-FB.Trend1,Los_Angeles,_,"",✓,"",✓,"",2020-04-09T19:15:04.386Z UTC
@p:ubcv:r:2347bb51-3cf9ecf2 Chem North AHU-2 JCL-NAE19/N2-A.19A126DX.SA-F,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3003706,✓,JCL-NAE19/N2-A.19A126DX.SA-F,✓,"","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24803646-eb7fbf79 Chem North AHU-2,"","","",✓,@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",55740,2018-10-02T23:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.783-07:00 Los_Angeles,2018-12-07T09:45:30.327-08:00 Los_Angeles,"","","","","","",Discharge Air Flow,"",AI3003422,"","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE19/N2-A.19A126DX.SA-F.Trend1,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:01.219Z UTC
@p:ubcv:r:238a0dc3-403cf87b Chem North Lab E413 RAD-1 JCL-NAE19/N2-A.19A123VA.RAD1-V,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3002470,✓,JCL-NAE19/N2-A.19A123VA.RAD1-V,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2480660e-ae707a63 Chem North Lab E413 RAD-1,"","","","",@p:ubcv:r:248034ca-f0c31ae3 Chem North Floor 3,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51467,2018-11-21T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.784-07:00 Los_Angeles,2018-11-25T13:45:23.43-08:00 Los_Angeles,"","","","","","",Rad Valve Cmd,"",AO3001760,"","","","","",✓,✓,"","","","","","","",✓,"",@p:ubcv:r:2480660e-625176ed Chem North Lab E413,"","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:2411c4bd-2cabfe50 .+(\.|-| )RAD\d-V,"","",JCL-NAE19/N2-A.19A123VA.RAD1-V.Trend1,Los_Angeles,%,"",✓,"","","",2020-04-14T16:49:59.821Z UTC
@p:ubcv:r:238a0dc3-ea08b1f0 Chem North Rm E313A VAV-E313A JCL-NAE19/N2-A.19A119VM.SA-F,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008052,✓,JCL-NAE19/N2-A.19A119VM.SA-F,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:248034ca-fe25e12b Chem North Rm E313A VAV-E313A,"","","",✓,@p:ubcv:r:248034ca-f3b563ef Chem North Floor 2,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25975,2018-11-17T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.607-07:00 Los_Angeles,2018-12-07T09:45:31.155-08:00 Los_Angeles,"","","","","","",Discharge Air Flow,"",AI3001622,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-e771a65e Chem North Rm E313A,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE19/N2-A.19A119VM.SA-F.Trend1,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:01.221Z UTC
@p:ubcv:r:238a0dc3-96933587 Chem North AHU-1 JCL-NAE19/N2-A.19A007DX.RACO2-SP,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3003089,✓,JCL-NAE19/N2-A.19A007DX.RACO2-SP,"","","","","",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034e6-55f973a1 Chem North AHU-1,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",67770,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.785-07:00 Los_Angeles,2018-11-25T13:45:23.692-08:00 Los_Angeles,"","","","","","",Return Air Co2 Sp,"",AO3000357,"","","","","","",✓,"","","","","","","","",✓,"","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"",✓,"","","","",@p:ubcv:r:2481a710-87bc21b0 .+(\.|-| )RACO2-SP,✓,"",JCL-NAE19/N2-A.19A007DX.RACO2-SP.Trend1,Los_Angeles,ppm,"","","","","",2020-04-09T19:02:01.224Z UTC
@p:ubcv:r:238a0dc3-fc09b5ed Chem North Rm E215 VAV-E215 JCL-NAE19/N2-A.19A111VM.ZN-T,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3001358,✓,JCL-NAE19/N2-A.19A111VM.ZN-T,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034ca-9fe3b06d Chem North Rm E215 VAV-E215,"","","","",@p:ubcv:r:248034ca-1326c828 Chem North Floor 1,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25667,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.618-07:00 Los_Angeles,2018-12-07T09:45:30.713-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3001356,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-d3083e59 Chem North Rm E215,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE19/N2-A.19A111VM.ZN-T.Trend,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:01.228Z UTC
@p:ubcv:r:22724d83-ff4b44e6 Chem North Cooling Plant CH-1 JCL-NAE19/N2-A.19A003DX.PE4-C,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000452,✓,JCL-NAE19/N2-A.19A003DX.PE4-C,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:22725012-8c971afd Chem North Cooling Plant CH-1,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-01-08T08:07:21-08:00 Los_Angeles,"","",21,2017-08-17T07:52:09-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.439-07:00 Los_Angeles,2018-07-30T13:54:04.238-07:00 Los_Angeles,"","","","","","",Pump Run Cmd,"",BO3000451,"","","","","","",✓,"","","","","",✓,"","","","",✓,"","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-422be10e .+(\.|-|_)P(CHWP)?E?\d+-C,"","",JCL-NAE19/N2-A.19A003DX.PE4-C.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:37.495Z UTC
@p:ubcv:r:238a0dc3-4781d0ab Chem North Domestic Heating Plant JCL-NAE19/N2-A.19A001DX.DXH1-HST,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008171,✓,JCL-NAE19/N2-A.19A001DX.DXH1-HST,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24805dca-839a2f8f Chem North Domestic Heating Plant,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",77001,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.791-07:00 Los_Angeles,2018-11-25T13:45:23.617-08:00 Los_Angeles,"","","","","","",JCL-NAE19/N2-A.19A001DX.DXH1-HST,✓,AI3008170,"","","","","","",✓,✓,"","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A001DX.DXH1-HST.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:01.23Z UTC
@p:ubcv:r:238a0dc3-5ed49be2 Chem North EF-1 JCL-NAE19/FCB-02.VND-007.KWH,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009068,✓,JCL-NAE19/FCB-02.VND-007.KWH,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","",@p:ubcv:r:24803646-0ebd3953 Chem North EF-1,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51017,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.792-07:00 Los_Angeles,2018-11-25T13:45:23.772-08:00 Los_Angeles,"","","","","","",Energy,"",AV3009067,"","","","","","",✓,✓,"","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-a1543fdf .+(\.|-| )KWH,"","",JCL-NAE19/FCB-02.VND-007.KWH.Trend1,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:01.231Z UTC
