id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,cmd,co2,connRef,cooling,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,gas,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lowLim,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4f831-d649441a Ponderosa West Unsorted Points PON_WEST_DHW_TANK_1_2_P23_T,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL75,✓,PON_WEST_DHW_TANK_1_2_P23_T,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:27-07:00 Los_Angeles,"","",43114,2019-01-17T22:14:02-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.328-07:00 Los_Angeles,"","","",PON_WEST_DHW_TANK_1_2_P23_T,✓,AI3405,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_DHW_TANK_1_2_P23_T_POLL_TL,Los_Angeles,°C,"","","","","",2020-05-07T12:20:49.676Z UTC
@p:ubcv:r:23d4fbb4-186ef066 Ponderosa West Unsorted Points PON_WEST_FC406_MODE,"","",@p:ubcv:r:23d4f5e4-00fe3eb4 PONDW PON_WEST_FC406_CP710140 (710140),"",TL9,✓,PON_WEST_FC406_MODE,"","","","","",@p:ubcv:r:23d4f5e4-00fe3eb4 PONDW PON_WEST_FC406_CP710140 (710140),"","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T15:00:01-07:00 Los_Angeles,"","",711,2019-01-14T05:00:00-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:51:43.316-07:00 Los_Angeles,"","","",PON_WEST_FC406_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC406_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:24.386Z UTC
@p:ubcv:r:23d4f9d4-952f0fca Ponderosa West Unsorted Points PON_WEST_FC216_RT_AV,✓,"",@p:ubcv:r:23d4f5e4-67871c4f PONDW PON_WEST_FC216_CP710122 (710122),"",TL5,✓,PON_WEST_FC216_RT_AV,"","","","","",@p:ubcv:r:23d4f5e4-67871c4f PONDW PON_WEST_FC216_CP710122 (710122),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:00-07:00 Los_Angeles,"","",322462,2019-01-18T06:27:03-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:54:22.668-07:00 Los_Angeles,2019-01-23T16:52:51.706-08:00 Los_Angeles,"","",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,PON_WEST_FC216_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:36.889Z UTC
@p:ubcv:r:23d4f831-94b911a2 Ponderosa West Unsorted Points PON_WEST_BLR_SWT_SP_AV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL201,✓,PON_WEST_BLR_SWT_SP_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2019-12-23T12:24:22-08:00 Los_Angeles,"","",2,2019-01-29T13:01:35-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:18.537-07:00 Los_Angeles,"","","",PON_WEST_BLR_SWT_SP_AV,✓,AV20,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_BLR_SWT_SP_AV_COV_TL,Los_Angeles,°C,"","","","","",2020-05-07T12:20:49.702Z UTC
@p:ubcv:r:23d4f831-1df4b924 Ponderosa West Unsorted Points PON_WEST_BLR_BYP_V_ES,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL67,✓,PON_WEST_BLR_BYP_V_ES,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","Closed,Open","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2019-12-23T12:24:22-08:00 Los_Angeles,"","",2,2019-01-29T13:01:35-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.544-07:00 Los_Angeles,"","","",PON_WEST_BLR_BYP_V_ES,✓,BI1405,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_BLR_BYP_V_ES_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:49.72Z UTC
@p:ubcv:r:23d4fca5-60436e92 Ponderosa West Unsorted Points PON_WEST_HRV3_OAD,✓,"",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"",TL71,✓,PON_WEST_HRV3_OAD,"","","",✓,"",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"","","","",✓,"","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-09T19:38:41-07:00 Los_Angeles,"","",138,2018-09-26T12:58:36-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:57:18.771-07:00 Los_Angeles,2019-01-23T16:53:21.777-08:00 Los_Angeles,"","",Outside Air Damper Cmd,"",BO6,"","","",✓,✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:23e65d0f-65ca6cdf .+_OAD(_\d+)?(_TL)?,"",PON_WEST_HRV3_OAD_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:41.074Z UTC
@p:ubcv:r:23d4f841-b1a78dd7 Ponderosa West Unsorted Points PON_WEST_FC101_SAT,✓,"",@p:ubcv:r:23d4f5e4-cf65ce2a PONDW PON_WEST_FC101_CP710101 (710101),"",TL4,✓,PON_WEST_FC101_SAT,"","","","","",@p:ubcv:r:23d4f5e4-cf65ce2a PONDW PON_WEST_FC101_CP710101 (710101),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:50:53-07:00 Los_Angeles,"","",322464,2019-01-18T06:22:42-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:44.664-07:00 Los_Angeles,2019-01-23T16:52:52.135-08:00 Los_Angeles,"","",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_WEST_FC101_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.774Z UTC
@p:ubcv:r:23d4f831-610aae64 Ponderosa West Unsorted Points PON_WEST_SUPPLY_DHW_FLOW_BTU_TL_AV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL622,✓,PON_WEST_SUPPLY_DHW_FLOW_BTU_TL_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:26-07:00 Los_Angeles,"","",44319,2019-01-14T01:13:14-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.374-07:00 Los_Angeles,"","","",PON_WEST_SUPPLY_DHW_FLOW_BTU_TL_AV,✓,AV622,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_PON_WEST_DHW_FLOW_BTU_W03_TL,Los_Angeles,L/s,"","","","","",2020-05-07T12:20:49.767Z UTC
@p:ubcv:r:23d4f831-8b3d74a4 Ponderosa West Unsorted Points PON_WEST_SUPPLY_HW_EM_BTU_TL_AV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL603,✓,PON_WEST_SUPPLY_HW_EM_BTU_TL_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:26-07:00 Los_Angeles,"","",44319,2019-01-14T01:13:14-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.397-07:00 Los_Angeles,"","","",PON_WEST_SUPPLY_HW_EM_BTU_TL_AV,✓,AV603,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_PON_WEST_SUPPLY_HW_EM_BTU_W05_TL,Los_Angeles,kWh,"","","","","",2020-05-07T12:20:49.779Z UTC
@p:ubcv:r:23d4f8bd-8a5d1d48 Ponderosa West Unsorted Points PON_WEST_FC202A_SAT_SP,✓,"",@p:ubcv:r:23d4f5e4-dc2f2780 PONDW PON_WEST_FC202A_CP710108 (710108),"",TL7,✓,PON_WEST_FC202A_SAT_SP,"","","","","",@p:ubcv:r:23d4f5e4-dc2f2780 PONDW PON_WEST_FC202A_CP710108 (710108),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:00-07:00 Los_Angeles,"","",322445,2019-01-18T06:23:51-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:35.802-07:00 Los_Angeles,2019-01-23T16:53:06.594-08:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_WEST_FC202A_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.806Z UTC
@p:ubcv:r:23d4f8e4-a7327020 Ponderosa West Unsorted Points PON_WEST_FC203_RT_AV,✓,"",@p:ubcv:r:23d4f5e4-e661b8db PONDW PON_WEST_FC203_CP710110 (710110),"",TL5,✓,PON_WEST_FC203_RT_AV,"","","","","",@p:ubcv:r:23d4f5e4-e661b8db PONDW PON_WEST_FC203_CP710110 (710110),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:47:00-07:00 Los_Angeles,"","",322395,2019-01-18T06:28:59-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:54.004-07:00 Los_Angeles,2019-01-23T16:53:04.54-08:00 Los_Angeles,"","",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,PON_WEST_FC203_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:36.818Z UTC
@p:ubcv:r:23d4f819-5c1d55e8 Ponderosa West Unsorted Points BTU_W_HW_FLW_MUX,"","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"",TL18,✓,BTU_W_HW_FLW_MUX,"","","","","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",138150,2019-01-17T03:50:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.347-07:00 Los_Angeles,"","","",BTU_W_HW_FLW_MUX,✓,AV1023,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",BTU_W_HW_FLW_MUX_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:36.588Z UTC
@p:ubcv:r:23d4f983-39bd945b Ponderosa West Unsorted Points PON_WEST_FC212_SAT_SP,✓,"",@p:ubcv:r:23d4f5e4-09187521 PONDW PON_WEST_FC212_CP710118 (710118),"",TL7,✓,PON_WEST_FC212_SAT_SP,"","","","","",@p:ubcv:r:23d4f5e4-09187521 PONDW PON_WEST_FC212_CP710118 (710118),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:01-07:00 Los_Angeles,"","",322428,2019-01-18T06:27:46-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:54:22.996-07:00 Los_Angeles,2019-01-23T16:53:03.54-08:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_WEST_FC212_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.866Z UTC
@p:ubcv:r:23d4f831-e64a4a51 Ponderosa West Unsorted Points PON_WEST_OAT_AV,✓,"",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL223,✓,PON_WEST_OAT_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:28-07:00 Los_Angeles,"","",43114,2019-01-17T22:14:04-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.528-07:00 Los_Angeles,2019-01-23T16:52:56.824-08:00 Los_Angeles,"","",Outside Air Temp,"",AV25,"","","",✓,✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:23e65d0f-fb64145f .+_OAT(\d)?(_AV)?(_TL)?,✓,PON_WEST_OAT_AV_POLL_TL,Los_Angeles,°C,"","","","","",2020-05-07T12:20:49.814Z UTC
@p:ubcv:r:23d4fca5-8c91352a Ponderosa West Unsorted Points PON_WEST_MUA2_SA_H,"","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"",TL109,✓,PON_WEST_MUA2_SA_H,"","","","","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:38:01-07:00 Los_Angeles,"","",32769,2019-01-15T18:44:58-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:57:22.071-07:00 Los_Angeles,"","","",PON_WEST_MUA2_SA_H,✓,AI115,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_MUA2_SAH_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:37.063Z UTC
@p:ubcv:r:23d4f81a-f772c175 Ponderosa West Unsorted Points BTU_W_DHW_RWT_MUX,"","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"",TL51,✓,BTU_W_DHW_RWT_MUX,"","","","","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",46251,2019-01-16T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.351-07:00 Los_Angeles,"","","",BTU_W_DHW_RWT_MUX,✓,AV1008,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_Pond-West_EM-W03-EWT,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.589Z UTC
@p:ubcv:r:23d4fca5-8aadfa6b Ponderosa West Unsorted Points PON_WEST_HRV2_SAT_SP,✓,"",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"",TL2,✓,PON_WEST_HRV2_SAT_SP,"","","","","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:55:37-07:00 Los_Angeles,"","",129480,2019-01-17T01:14:41-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:57:27.163-07:00 Los_Angeles,2019-01-23T16:53:25.473-08:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_WEST_HRV2_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.065Z UTC
@p:ubcv:r:23d4f830-775c461f Ponderosa West Unsorted Points PON_WEST_SYS_LTG,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL10018,✓,PON_WEST_SYS_LTG,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T06:03:00-07:00 Los_Angeles,"","",998,2018-12-29T08:39:00-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:19.183-07:00 Los_Angeles,"","","",PON_WEST_SYS_LTG,✓,BO4404,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_SYS_LTG_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:49.826Z UTC
@p:ubcv:r:23d4f90c-a6483b3c Ponderosa West Unsorted Points PON_WEST_FC205_MODE,"","",@p:ubcv:r:23d4f5e4-5ab5bb26 PONDW PON_WEST_FC205_CP710112 (710112),"",TL9,✓,PON_WEST_FC205_MODE,"","","","","",@p:ubcv:r:23d4f5e4-5ab5bb26 PONDW PON_WEST_FC205_CP710112 (710112),"","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T15:00:01-07:00 Los_Angeles,"","",700,2019-01-14T05:00:01-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:54:22.995-07:00 Los_Angeles,"","","",PON_WEST_FC205_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC205_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:24.56Z UTC
@p:ubcv:r:24d4ba4c-96de8d69 Ponderosa West Unsorted Points P9 PON_WEST_HRV1_HWS_P9S,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL31,✓,PON_WEST_HRV1_HWS_P9S,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $equipName $bmsName,"","","","","","","",P9,@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",27317,2019-07-30T13:00:00-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:55:19.721-07:00 Los_Angeles,"","","","Run ","",AI4301,"","","","",✓,"","",✓,"","",✓,"",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:23e65d0f-1634db40 .+_P\d+S(_BV)?(_\d+)?(_TL)?,"",PON_WEST_HRV1_HWS_P9S_TL,Los_Angeles,A,"","","",✓,"",2020-05-12T11:03:27.295Z UTC
@p:ubcv:r:23d4fca5-e71e7187 Ponderosa West Unsorted Points PON_WEST_MUA2_UNIT_ENAB,"","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"",TL110,✓,PON_WEST_MUA2_UNIT_ENAB,"","","","","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:00:00-07:00 Los_Angeles,"","",796,2018-12-20T12:39:39-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:57:19.269-07:00 Los_Angeles,"","","",PON_WEST_MUA2_UNIT_ENAB,✓,BO11,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_MUA2_UNIT_ENAB_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:14.326Z UTC
@p:ubcv:r:263b76e1-6eb98290 Ponderosa West Water Main Meter Consumption,"","","","","","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"",✓,ok,60588.69921875m³,"","","",$equipRef $navName,"","","","","","","","",@p:ubcv:r:20a65bf1-2dc12ba4 Ponderosa West Water Main Meter,"","","","","","","",@p:ubcv:r:21697fca-39ce69d0 Ponderosa West Utilities,"","",✓,"",15min,"",2020-05-12T15:45:00-07:00 Los_Angeles,"",consumption,184862,2015-02-03T08:00:00-08:00 Los_Angeles,ok,✓,"","",Number,"","","","",Consumption,"","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Ponderosa_West_904.Water_Volume,✓,"",✓,"","","",10394,"","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,330,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,m³,✓,"",✓,✓,"",2020-05-04T19:39:55.567Z UTC
@p:ubcv:r:23d4fa50-20570869 Ponderosa West Unsorted Points PON_WEST_FC306_SAT,✓,"",@p:ubcv:r:23d4f5e4-1f7221a8 PONDW PON_WEST_FC306_CP710128 (710128),"",TL4,✓,PON_WEST_FC306_SAT,"","","","","",@p:ubcv:r:23d4f5e4-1f7221a8 PONDW PON_WEST_FC306_CP710128 (710128),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:55:00-07:00 Los_Angeles,"","",322504,2019-01-18T06:25:26-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:21.836-07:00 Los_Angeles,2019-01-23T16:53:13.557-08:00 Los_Angeles,"","",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_WEST_FC306_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.925Z UTC
