id,ahu,ahuMode,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,bypass,capacity,chilled,close,cmd,co,co2,condenser,connRef,cool,cooling,covTest,cur,curConvert,curStatus,curVal,current,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,elecMeterLoad,emergency,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,groupRef,header,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,hvac,inMind,kind,lastSynced,lastTagged,leaving,level,lowLim,max,min,mixed,mode,motion,navName,noTagMatch,objectId,occ,occumancy,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,point,pointType,pool,power,pressure,primaryLoop,primarySide,pump,quantityID,return,roomRef,run,runtime,scheduleOcc,secondaryLoop,secondarySide,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,tank,temp,test2019,testUnits,tlName,tz,unit,utilityPoint,uv,valve,vavMode,volt,voltage,volume,water,waterMeterLoad,zone,zones,mod
@p:ubcv:r:22174bdb-782c7f88 Aquatic Centre Leisur Pool AqC_LSR_PL_PF5_BACKWASH_VLV_ROTATION_TIMER_AV,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1088,✓,AqC_LSR_PL_PF5_BACKWASH_VLV_ROTATION_TIMER_AV,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22399d46-dda54b36 Aquatic Centre Leisur Pool,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-12T11:05:19-07:00 Los_Angeles,"","","",516805,2018-05-08T08:50:20-07:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:38.01-07:00 Los_Angeles,2018-11-28T16:32:57.44-08:00 Los_Angeles,"","","","","","","","",AqC_LSR_PL_PF5_BACKWASH_VLV_ROTATION_TIMER_AV,✓,AV619,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_LSR_PL_PF5_BACKWASH_VLV_ROTATION_TIMER_AV_POLL_TL,Los_Angeles,_,"","","","","","","","","","","",2020-04-09T19:15:28.403Z UTC
@p:ubcv:r:22174bdc-10e10be3 Aquatic Centre Heating Plant AqC_BHW_PUMP_LEADLAG_MV,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL257,✓,AqC_BHW_PUMP_LEADLAG_MV,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Pump P6A Lead,Pump P6B Lead","",@p:ubcv:r:2220ba99-c82ec514 Aquatic Centre Heating Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:05:00-07:00 Los_Angeles,"","","",530809,2018-02-14T05:40:24-08:00 Los_Angeles,ok,"","","","","",Str,2020-05-12T11:05:31.392-07:00 Los_Angeles,2018-11-28T16:32:50.667-08:00 Los_Angeles,"","","","","","","","",AqC_BHW_PUMP_LEADLAG_MV,✓,MSV3,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_BHW_PUMP_LEADLAG_MV_POLL_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:48:50.825Z UTC
@p:ubcv:r:22174bde-27df8c55 Aquatic Centre Hot Tub P27 AqC_HOT_TUB_PP27_S_BV,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL767,✓,AqC_HOT_TUB_PP27_S_BV,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","OFF,ON",P27,@p:ubcv:r:2220ba99-a6114989 Aquatic Centre Hot Tub,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-03-25T16:39:44-07:00 Los_Angeles,"","","",1503,2018-02-09T13:10:20-08:00 Los_Angeles,ok,"",✓,"","","",Bool,2020-05-12T11:05:28.881-07:00 Los_Angeles,2018-11-28T16:33:01.297-08:00 Los_Angeles,"","","","","","","","",Run Status,"",BV82,"","","","","","","","",✓,"","","","","","",✓,"","","",✓,"","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23ee302d-7106181c .+_P(B|P|CH)\d+\w?\w?_S(TATUS|_BV|_AV)?(_TL)?,"","","","","",AqC_HOT_TUB_PP27_S_BV_COV_TL,Los_Angeles,"","","","","","","","",✓,"","","",2020-05-12T11:03:27.15Z UTC
@p:ubcv:r:25bc8790-2418ad2d Aquatic Centre Unsorted Points AqC_CHS_CV8_VLV_CLOSED_TIMER,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL712,"",AqC_CHS_CV8_VLV_CLOSED_TIMER,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T10:58:59-07:00 Los_Angeles,"","","",31723,2020-01-22T15:55:15-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:37.403-07:00 Los_Angeles,"","","","","","","","","",AqC_CHS_CV8_VLV_CLOSED_TIMER,✓,AV665,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_CHS_CV8_VLV_CLOSED_TIMER_POLL_TL,Los_Angeles,min,"","","","","","","","","","","",2020-04-30T13:07:28.009Z UTC
@p:ubcv:r:26077817-398b1d5e Aquatic Centre Unsorted Points AqC_RHT5_RM140_RT_AVG,"","",✓,"","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL188,"",AqC_RHT5_RM140_RT_AVG,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T11:00:56-07:00 Los_Angeles,"","","",38503,2020-03-19T23:08:26-07:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:09.085-07:00 Los_Angeles,"","","","","","","","","",Zone Temp,"",AV141,"","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"","",✓,"","",AqC_RHT5_RM140_RT_AVG_POLL_TL,Los_Angeles,°C,"","","","","","","","","",✓,"",2020-04-09T19:02:42.081Z UTC
@p:ubcv:r:26077817-33f1ae38 Aquatic Centre AHU-01 AqC_AHU1_SF1_AFLW_L_PER_SEC_AV,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL401,"",AqC_AHU1_SF1_AFLW_L_PER_SEC_AV,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba05-add03185 Aquatic Centre AHU-01,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T10:59:45-07:00 Los_Angeles,"","","",15525,2020-03-19T13:10:59-07:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:08.655-07:00 Los_Angeles,"","","","","","","","","",AqC_AHU1_SF1_AFLW_L_PER_SEC_AV,✓,AV205032,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU1_SF1_AFLW_L_PER_SEC_AV_POLL_TL,Los_Angeles,L/s,"","","","","","","","","","","",2020-04-09T19:02:42.082Z UTC
@p:ubcv:r:22174974-755cbb9f Aquatic Centre Cooling Plant CV-8 AqC_CHS_CV8_VLV,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL109,✓,AqC_CHS_CV8_VLV,"","","","",✓,"","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","",CV-8,@p:ubcv:r:2220ba9a-23eb0eee Aquatic Centre Cooling Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"",✓,✓,"","",✓,"","","",2020-05-12T11:01:24-07:00 Los_Angeles,"","","",576306,2018-02-14T05:11:00-08:00 Los_Angeles,ok,"",✓,"","","",Number,2020-05-12T11:01:43.424-07:00 Los_Angeles,2019-01-23T16:53:16.904-08:00 Los_Angeles,"","","","","","","","",Heating Valve Cmd,"",AO3401,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:2453b740-3df42e9e .+_CV\d+_VLV(_TL)?,"","","","","",AqC_CHS_CV8_VLV_POLL_TL,Los_Angeles,%,"","",✓,"","","","",✓,"","","",2020-05-12T11:03:27.409Z UTC
@p:ubcv:r:22174bdc-036c2358 Aquatic Centre Heating Plant P2 AqC_DHW_P2_C,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL330,✓,AqC_DHW_P2_C,"","","","",✓,"","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","OFF,ON",P2,@p:ubcv:r:2220ba99-c82ec514 Aquatic Centre Heating Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-12T07:00:05-07:00 Los_Angeles,"","","",1726,2018-02-09T22:00:00-08:00 Los_Angeles,ok,"",✓,"","","",Bool,2020-05-12T11:05:29.621-07:00 Los_Angeles,2019-01-23T16:53:05.929-08:00 Los_Angeles,"","","","","","","","",Run Cmd,"",BO1104,"","","","","","","","",✓,"","","","","","",✓,"","","",✓,"","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:244ba6df-17358a53 .+_PC?H?\d+[A-Z]?_P?C(_\d+)?(_TL)?,"","","","","",AqC_DHW_P2_C_COV_TL,Los_Angeles,"","","","","","","","",✓,"","","",2020-05-12T11:03:27.26Z UTC
@p:ubcv:r:2220bf9c-f1a4d1ea Aquatic Centre Rm 185 VAV11 Aquatic Centre Rm 185 Vav Operation Mode,"","","","","",@p:ubcv:r:220f90c8-353c2329 AqC AqC VAV11 RM185 CP770411 (770411),"",TL13,✓,"","","","","","","","","",@p:ubcv:r:220f90c8-353c2329 AqC AqC VAV11 RM185 CP770411 (770411),"","","","","","","","","","","","",$equipRef $roomRef $navName,"","","","","","","","","OS,OCCUPIED,NSB HEATING,PURGE,NSB UNOCCUPIED","",@p:ubcv:r:2220dabe-beb0bd5b Aquatic Centre Rm 185 VAV11,✓,"","","","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"","","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-01T14:21:00-07:00 Los_Angeles,"","","",3843,2018-02-16T22:00:31-08:00 Los_Angeles,ok,"","","","","",Str,2020-05-12T11:10:30.567-07:00 Los_Angeles,2018-09-25T16:04:55.839-07:00 Los_Angeles,"","","","","","","","",Vav Operation Mode,"",MSV3,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220dabe-af5c40ba Aquatic Centre Rm 185,"","","","","","",OperationMode,@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"",✓,"","","","","","","","","","",Los_Angeles,"","","","",✓,"","","","","","","",2020-02-03T20:00:22.888Z UTC
@p:ubcv:r:22174bde-eec383ba Aquatic Centre Leisur Pool AqC_LSR_PL_ESTOP_STATUS,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL782,✓,AqC_LSR_PL_ESTOP_STATUS,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:22399d46-dda54b36 Aquatic Centre Leisur Pool,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-04-22T10:59:29-07:00 Los_Angeles,"","","",95,2017-04-01T11:50:11-07:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:05:29.216-07:00 Los_Angeles,2018-11-28T16:32:37.827-08:00 Los_Angeles,"","","","","","","","",AqC_LSR_PL_ESTOP_STATUS,✓,BI4708,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_LSR_PL_ESTOP_STATUS_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:49:57.603Z UTC
@p:ubcv:r:22174bdc-6354fba6 Aquatic Centre Heating Plant DHWT-1 AqC_DHW_DHWT1_CO_POLL_TL,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL252,✓,AqC_DHW_DHWT1_CO_POLL_TL,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a86688-696c2fa5 Aquatic Centre Heating Plant DHWT-1,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-12T11:04:44-07:00 Los_Angeles,"","","",576099,2018-02-14T05:40:12-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:31.397-07:00 Los_Angeles,2018-11-28T16:32:35.369-08:00 Los_Angeles,"","","","","","","","",AqC_DHW_DHWT1_CO_POLL_TL,✓,LP24,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","","",Los_Angeles,_,"","","","","","","","","","","",2020-04-09T19:15:28.411Z UTC
@p:ubcv:r:22174bdd-70ea577c Aquatic Centre Pool-25M AqC_25M_PL_PWST_CO_POLL_TL,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL700,✓,AqC_25M_PL_PWST_CO_POLL_TL,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba99-75db63ca Aquatic Centre Pool-25M,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-12T11:05:17-07:00 Los_Angeles,"","","",575179,2018-02-14T05:49:53-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:36.677-07:00 Los_Angeles,2018-11-28T16:33:01.733-08:00 Los_Angeles,"","","","","","","","",AqC_25M_PL_PWST_CO_POLL_TL,✓,LP28,"","","","","","","","",✓,"",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","","",Los_Angeles,_,"","","","","","","","","","","",2020-04-09T19:15:28.415Z UTC
@p:ubcv:r:2220c06e-93c74d93 Aquatic Centre Rm 132 VAV6 AqC_VAV6_RM132_HCV_AV,"","","","","",@p:ubcv:r:220f903b-8053a7a1 AqC AqC VAV6 RM132 CP770106 (770106),"",TL7,✓,AqC_VAV6_RM132_HCV_AV,"","","","",✓,"","","",@p:ubcv:r:220f903b-8053a7a1 AqC AqC VAV6 RM132 CP770106 (770106),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220dabe-f2fe2f54 Aquatic Centre Rm 132 VAV6,✓,"","","","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"",✓,✓,"","",✓,"","","",2020-05-12T11:05:23-07:00 Los_Angeles,"","","",116661,2018-02-20T06:46:59-08:00 Los_Angeles,ok,"",✓,"","","",Number,2020-05-12T11:05:27.177-07:00 Los_Angeles,2019-01-23T16:52:57.299-08:00 Los_Angeles,"","","","","","","","",Heating Valve Cmd,"",AV45,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220dabe-88d20c40 Aquatic Centre Rm 132,"","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","","","","",AqC_VAV6_RM132_HCV_TL,Los_Angeles,%,"","",✓,"","","","",✓,"","","",2020-04-09T19:02:42.858Z UTC
@p:ubcv:r:22174bdb-b0836dfc Aquatic Centre Unsorted Points AqC_WM6_MTR_CURRENT_DEMAND_L_PER_SEC,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1077,✓,AqC_WM6_MTR_CURRENT_DEMAND_L_PER_SEC,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T11:05:19-07:00 Los_Angeles,"","","",575086,2018-02-14T06:23:28-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:37.794-07:00 Los_Angeles,2018-11-28T16:32:39.272-08:00 Los_Angeles,"","","","","","","","",AqC_WM6_MTR_CURRENT_DEMAND_L_PER_SEC,✓,AV595,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_WM6_MTR_CURRENT_DEMAND_L_PER_SEC_POLL_TL,Los_Angeles,L/s,"","","","","","","","","","","",2020-04-09T19:02:43.157Z UTC
@p:ubcv:r:22174974-cd5e2f68 Aquatic Centre Cooling Plant AqC_CHS_HRC_STG_AV,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL248,✓,AqC_CHS_HRC_STG_AV,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba9a-23eb0eee Aquatic Centre Cooling Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-12T11:01:12-07:00 Los_Angeles,"","","",516288,2018-05-08T08:51:00-07:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:40.802-07:00 Los_Angeles,2018-11-28T16:32:38.318-08:00 Los_Angeles,"","","","","","","","",AqC_CHS_HRC_STG_AV,✓,AV148,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_CHS_HRC_STG_AV_POLL_TL,Los_Angeles,_,"","","","","","","","","","","",2020-04-30T13:07:28.099Z UTC
@p:ubcv:r:21cb0255-2c9582e3 Aquatic Centre DES Connection HX-1 AqC_BHW_HX1_VLV,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL116,✓,AqC_BHW_HX1_VLV,"","","","",✓,"","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22319150-1f639855 Aquatic Centre DES Connection HX-1,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"",✓,✓,"","",✓,"","","",2020-05-12T11:04:50-07:00 Los_Angeles,"","","",616408,2017-12-18T08:50:37-08:00 Los_Angeles,ok,"",✓,"","","",Number,2020-05-12T11:05:33.979-07:00 Los_Angeles,2019-01-23T16:52:53.734-08:00 Los_Angeles,"","","","","","","","",Heating Valve Cmd,"",AO1201,"","","","","","","","",✓,"","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0e-815ccba5 .+_HX_?\d+_VLV(_AV)?(_TL)?,"","","","","",AqC_BHW_HX1_VLV_POLL_TL,Los_Angeles,%,"","",✓,"","","","",✓,"","","",2020-04-09T19:02:43.159Z UTC
@p:ubcv:r:22174bdd-0a5e8294 Aquatic Centre Pool-50M P08 AqC_50M_PL_PP08_C,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL591,✓,AqC_50M_PL_PP08_C,"","","","",✓,"","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","OFF,ON",P08,@p:ubcv:r:2220ba99-5d679db3 Aquatic Centre Pool-50M,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-04-03T10:35:06-07:00 Los_Angeles,"","","",10331,2018-02-13T10:28:00-08:00 Los_Angeles,ok,"",✓,"","","",Bool,2020-05-12T11:05:28.915-07:00 Los_Angeles,2019-01-23T16:52:57.894-08:00 Los_Angeles,"","","","","","","","",Run Cmd,"",BO2503,"","","","","","","","",✓,"","","","","","",✓,"","","",✓,"","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:24020146-57986a51 .+_P[A-Z][A-Z]?\d(\d)?_P?C(_TL)?,"","","","","",AqC_50M_PL_PP08_C_COV_TL,Los_Angeles,"","","","","","","","",✓,"","","",2020-05-12T11:03:26.99Z UTC
@p:ubcv:r:2220bfe9-03213574 Aquatic Centre Rm 133A VAV16 AqC_VAV16_RM133A_Dmp_Close,"","",✓,"","",@p:ubcv:r:220f903b-ad78e356 AqC AqC VAV16 RM133A CP770116 (770116),"",TL92,✓,AqC_VAV16_RM133A_Dmp_Close,"","","",✓,✓,"","","",@p:ubcv:r:220f903b-ad78e356 AqC AqC VAV16 RM133A CP770116 (770116),"","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2220dabd-d43dabc4 Aquatic Centre Rm 133A VAV16,✓,"","","","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"","","","","",✓,"","","",2020-05-12T07:23:33-07:00 Los_Angeles,"","","",49141,2018-02-20T08:52:37-08:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:03:06.261-07:00 Los_Angeles,2019-01-23T16:53:09.474-08:00 Los_Angeles,"","","","","","","","",Discharge Air Damper Close Cmd,"",BO6,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220dabd-2226583a Aquatic Centre Rm 133A,"","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e74a74-253526c7 .+_Dmp_Close(_TL.)?,"","","","","",AqC_VAV16_RM133A_Dmp_Open_TL*,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:54:49.947Z UTC
@p:ubcv:r:22174974-acf27869 Aquatic Centre Cooling Plant AqC_CHS_HRC_HEADER_CWST_CO_POLL_TL,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL128,✓,AqC_CHS_HRC_HEADER_CWST_CO_POLL_TL,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba9a-23eb0eee Aquatic Centre Cooling Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-12T11:01:08-07:00 Los_Angeles,"","","",575419,2018-02-14T05:10:32-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:39.829-07:00 Los_Angeles,2018-11-28T16:32:50.828-08:00 Los_Angeles,"","","","","","","","",AqC_CHS_HRC_HEADER_CWST_CO_POLL_TL,✓,LP16,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","","",Los_Angeles,_,"","","","","","","","","","","",2020-04-09T19:15:28.014Z UTC
@p:ubcv:r:26077818-d1ce5d56 Aquatic Centre AHU-03 AqC_AHU3_UNIT_ENAB_BV,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL452,"",AqC_AHU3_UNIT_ENAB_BV,"","","","",✓,"","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","OFF,ON","",@p:ubcv:r:2220ba73-8ac3c405 Aquatic Centre AHU-03,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","","","","","","","",ok,"","","","","",Bool,2020-05-12T11:01:08.286-07:00 Los_Angeles,"","","","","","","","","",Enable Cmd,"",BV94,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:25f55206-e97a42dc .+_ENAB_BV(_TL)?,"","","","","",AqC_AHU3_UNIT_ENAB_BV_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:49:36.567Z UTC
