id,ahu,air,alarm,bacnetConnRef,bacnetCur,bacnetDis,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,bypass,chilled,chiller,cmd,co2,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curErr,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,freezeStat,groupRef,heat,heatWheel,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,mixed,mixing,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,pump,quantityID,reheat,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siemens,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,status,tagTableRef,tags,temp,test,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:238a0b4b-ec8a3278 ICICS Rm 515 FC-03 JCL-NAE01/N2-16.IC16-029.ACLG-SP,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3052438,"",✓,JCL-NAE01/N2-16.IC16-029.ACLG-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"",✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc39-d129f0f6 ICICS Rm 515 FC-03,"","","","","","",@p:ubcv:r:2399b50a-dc075e62 ICICS Floor 5,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50966,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:50.186-07:00 Los_Angeles,2018-12-07T12:37:21.121-08:00 Los_Angeles,"","","","","",Zone Temp Cooling Sp,"",AI3052409,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-3959adab ICICS Rm 515,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3e-89385aab .+(\.|-| )ACLG-SP,"",✓,"",JCL-NAE01/N2-16.IC16-029.ACLG-SP.Trend1,Los_Angeles,°C,"","","","","","",ACLG-SP,✓,2020-04-09T19:01:57.036Z UTC
@p:ubcv:r:238a0b4c-42bc5cbd ICICS Unsorted Points JCL-NAE01/Programming.ICICS.AHU-1.OST-CLG-SP,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3052496,"",✓,JCL-NAE01/Programming.ICICS.AHU-1.OST-CLG-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-06T10:35:40-07:00 Los_Angeles,"","","",32,2018-12-12T06:50:13-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:50.107-07:00 Los_Angeles,2018-12-07T12:37:21.268-08:00 Los_Angeles,"","","","","",JCL-NAE01/Programming.ICICS.AHU-1.OST-CLG-SP,✓,AV3052495,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","",✓,JCL-NAE01/Programming.ICICS.AHU-1.OST-CLG-SP.Trend1,Los_Angeles,°C,"","","","","","",OST-CLG-SP,"",2020-04-09T19:01:57.037Z UTC
@p:ubcv:r:238a0b48-45524302 ICICS Heating Plant JCL-NAE01/N2-17.IC17-004.OAENA-C,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3008790,"",✓,JCL-NAE01/N2-17.IC17-004.OAENA-C,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:2399b9d2-4242a72c ICICS Heating Plant,"","","","","","",@p:ubcv:r:216983e3-ef52cc34 ICICS Hydronic Systems,"","","",✓,"","","",2020-05-06T10:35:40-07:00 Los_Angeles,"","","",37,2018-12-12T06:50:15-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:50.258-07:00 Los_Angeles,2018-11-25T13:45:23.312-08:00 Los_Angeles,"","","","","",JCL-NAE01/N2-17.IC17-004.OAENA-C,✓,BO3008789,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.IC17-004.OAENA-C.Trend,Los_Angeles,"","","","","","","",IC-HW.OAENA-C,"",2020-04-08T18:49:34.443Z UTC
@p:ubcv:r:238a0b4b-e3d192e9 ICICS Rm 100 FC-02 JCL-NAE01/N2-17.IC17-107.02-FC-02 HTG-VLV,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3049470,"",✓,JCL-NAE01/N2-17.IC17-107.02-FC-02 HTG-VLV,"","","","",✓,"","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc38-f60da4ce ICICS Rm 100 FC-02,"","","","","","",@p:ubcv:r:21978a98-3cec515f ICICS Floor 1,"","",✓,✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",25892,2018-11-19T17:30:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:54:49.722-07:00 Los_Angeles,2018-12-07T12:37:22.475-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3010399,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-3bf1edef ICICS Rm 100,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","","",JCL-NAE01/N2-17.IC17-107.02-FC-02 HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",IC-LVL2-FC.02-FC-02 HTG-VLV,"",2020-04-14T16:50:02.78Z UTC
@p:ubcv:r:238a0b49-b14d5e83 ICICS Unsorted Points JCL-NAE01/Programming.In-Slab Zones.CLGOA-ENA,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3018536,"",✓,JCL-NAE01/Programming.In-Slab Zones.CLGOA-ENA,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T00:00:00-07:00 Los_Angeles,"","","",542,2018-11-18T00:00:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:48.44-07:00 Los_Angeles,2018-11-25T13:45:23.944-08:00 Los_Angeles,"","","","","",JCL-NAE01/Programming.In-Slab Zones.CLGOA-ENA,✓,BV3012627,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/Programming.In-Slab Zones.CLGOA-ENA.Trend1,Los_Angeles,"","","","","","","",Slab cooling system enable,"",2020-04-08T18:50:35.189Z UTC
@p:ubcv:r:238a0b49-d5cceab9 ICICS Heating Plant JCL-NAE01/N2-17.IC17-004.HRP-C,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3029555,"",✓,JCL-NAE01/N2-17.IC17-004.HRP-C,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:2399b9d2-4242a72c ICICS Heating Plant,"","","","","","",@p:ubcv:r:216983e3-ef52cc34 ICICS Hydronic Systems,"","","",✓,"","","",2020-05-06T10:35:40-07:00 Los_Angeles,"","","",37,2018-12-12T06:50:15-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:50.259-07:00 Los_Angeles,2018-11-25T13:45:23.662-08:00 Los_Angeles,"","","","","",JCL-NAE01/N2-17.IC17-004.HRP-C,✓,BO3008787,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.IC17-004.HRP-C.Trend1,Los_Angeles,"","","","","","","",IC-HW.HRP-C,"",2020-04-08T18:50:18.173Z UTC
@p:ubcv:r:238a0b4a-10865199 ICICS Unsorted Points JCL-NAE01/Programming.LP.Level 2.Room 201 WiFi.WiFi occupancy,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3035601,"",✓,JCL-NAE01/Programming.LP.Level 2.Room 201 WiFi.WiFi occupancy,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Unoccupied,Stand By,Occupied,No Schedule","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T14:36:29-07:00 Los_Angeles,"","","",2699,2018-11-20T08:05:59-08:00 Los_Angeles,ok,"","","",✓,Str,2020-05-12T14:54:48.418-07:00 Los_Angeles,2018-11-25T13:45:23.582-08:00 Los_Angeles,"","","","","",JCL-NAE01/Programming.LP.Level 2.Room 201 WiFi.WiFi occupancy,✓,MSV3035335,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/Programming.LP.Level 2.Room 201 WiFi.WiFi occupancy.Trend1,Los_Angeles,"","","","","","","",WiFi occupancy,"",2020-04-09T19:16:26.116Z UTC
@p:ubcv:r:238a0b4b-885c3a53 ICICS Unsorted Points JCL-NAE01/Programming.CS.AHU-2.RHVLV-MIN,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3043553,"",✓,JCL-NAE01/Programming.CS.AHU-2.RHVLV-MIN,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51401,2018-11-21T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.718-07:00 Los_Angeles,2018-11-25T13:45:23.836-08:00 Los_Angeles,"","","","","",JCL-NAE01/Programming.CS.AHU-2.RHVLV-MIN,✓,AV3012472,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/Programming.CS.AHU-2.RHVLV-MIN.Trend1,Los_Angeles,%,"","","","","","",IC-AHU2.RHVLV-MIN,"",2020-04-09T19:01:57.04Z UTC
@p:ubcv:r:238a0b2f-400df566 ICICS Cooling Plant CH-2 JCL-NAE03/FCB.VND-006.AI-27.Trend Log-2,"","","",@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","",TL3002108,"",✓,JCL-NAE03/FCB.VND-006.AI-27.Trend Log-2,"","","","","","","",@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399d987-dd2b711f ICICS Cooling Plant CH-2,"","","","","","",@p:ubcv:r:21697fca-46767efd ICICS Utilities,"","","",✓,"","","","","","","","","",ok,"","","",✓,Number,2020-05-12T14:46:38.889-07:00 Los_Angeles,2018-11-25T13:45:23.465-08:00 Los_Angeles,"","","","","",JCL-NAE03/FCB.VND-006.AI-27.Trend Log-2,✓,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE03/FCB.VND-006.AI-27.Trend Log-2,Los_Angeles,_,"","","","","","","","",2020-05-08T11:39:27.632Z UTC
@p:ubcv:r:25cd6b22-b56fe163 ICICS Unsorted Points JCL-NAE01/N2-17.FEC-015.Parameters.ADF18,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3055934,"","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF18,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",9305,2020-02-04T16:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.72-07:00 Los_Angeles,"","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF18,✓,AO3055904,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF18.Trend1,Los_Angeles,_,"","","","","","",OAD-MINPOS,"",2020-04-09T19:15:02.274Z UTC
@p:ubcv:r:25cd6b23-bb1d0745 ICICS Unsorted Points JCL-NAE01/N2-17.FEC-015.BI6,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3055847,"","",JCL-NAE01/N2-17.FEC-015.BI6,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T06:00:07-07:00 Los_Angeles,"","","",156,2020-01-30T22:02:10-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:48.455-07:00 Los_Angeles,"","","","","","",JCL-NAE01/N2-17.FEC-015.BI6,✓,BI3055817,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.FEC-015.BI6.Trend1,Los_Angeles,"","","","","","","",1660.AHU-03.RF-S,"",2020-04-08T18:50:19.355Z UTC
@p:ubcv:r:238a0b4a-cce9adda ICICS Rm 100 VAV-05 JCL-NAE01/N2-17.IC17-028.Parameters.ACLG-SP,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3038457,"",✓,JCL-NAE01/N2-17.IC17-028.Parameters.ACLG-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"",✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc37-9bbc028a ICICS Rm 100 VAV-05,"","","","","","",@p:ubcv:r:21978a98-3cec515f ICICS Floor 1,"","","",✓,"","","",2020-05-12T06:00:40-07:00 Los_Angeles,"","","",762,2018-11-19T06:00:28-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:50.164-07:00 Los_Angeles,2018-12-07T12:37:22.296-08:00 Los_Angeles,"","","","","",Zone Temp Cooling Sp,"",AI3035057,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-3bf1edef ICICS Rm 100,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3e-89385aab .+(\.|-| )ACLG-SP,"",✓,"",JCL-NAE01/N2-17.IC17-028.Parameters.ACLG-SP.Trend2,Los_Angeles,°C,"","","","","","",ACLG-SP,✓,2020-04-09T19:01:57.042Z UTC
@p:ubcv:r:238a0b4a-a28041f1 ICICS Unsorted Points JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.Level 6 cooling set point,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3042029,"",✓,JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.Level 6 cooling set point,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50966,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.721-07:00 Los_Angeles,2018-11-25T13:45:23.959-08:00 Los_Angeles,"","","","","",JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.Level 6 cooling set point,✓,AV3038760,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.Level 6 cooling set point.Trend1,Los_Angeles,°C,"","","","","","",Level 6 cooling set point,"",2020-04-09T19:01:57.043Z UTC
@p:ubcv:r:238a0b48-b2d315de ICICS Unsorted Points JCL-NAE01/N2-17.IC17-003.EF-1-S,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3008737,"",✓,JCL-NAE01/N2-17.IC17-003.EF-1-S,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,✓,✓,"","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T06:31:32-07:00 Los_Angeles,"","","",791,2018-11-19T06:31:34-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:48.562-07:00 Los_Angeles,2018-12-07T12:37:20.907-08:00 Los_Angeles,"","","","","",Exhaust Fan Run Status,"",BI3008736,"","","","","","",✓,"","","","","","","","","",✓,"","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-9d7111b8 .+(\.|-| |_)EF-?(\d+)?\w?-S,"","","",JCL-NAE01/N2-17.IC17-003.EF-1-S.Trend,Los_Angeles,"","","","","","","",IC-ROOF.EF-1-S,"",2020-04-08T18:55:50.447Z UTC
@p:ubcv:r:238a0b4a-c87a8bed ICICS Rm 300 VAV-19 JCL-NAE01/N2-17.IC17-047.RH-VLV,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3031883,"",✓,JCL-NAE01/N2-17.IC17-047.RH-VLV,"","","","",✓,"","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc38-1b797112 ICICS Rm 300 VAV-19,"","","","","","",@p:ubcv:r:21978aa2-70b093b5 ICICS Floor 3,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50966,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:54:48.723-07:00 Los_Angeles,2018-12-07T12:37:22.2-08:00 Los_Angeles,"","","","","",Reheat Valve Cmd,"",AO3010131,"","","","","","",✓,"","","","","",✓,"","",@p:ubcv:r:2399b50a-62cf0904 ICICS Rm 300,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:240c6a66-0cbcd98a .+(\.|-| )RH(\d)?-VLV,"","","",JCL-NAE01/N2-17.IC17-047.RH-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",LP-LVL3.VAV-19.RH-VLV,"",2020-04-14T16:50:00.099Z UTC
@p:ubcv:r:238a0b4b-985ecf10 ICICS Rm 625 FC-06 JCL-NAE01/N2-17.IC17-018.06-FC-SS FC-C,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3043581,"",✓,JCL-NAE01/N2-17.IC17-018.06-FC-SS FC-C,"","","","",✓,"","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:2399bc37-4f98cd32 ICICS Rm 625 FC-06,"",✓,"","","","",@p:ubcv:r:2399b50a-f5463425 ICICS Floor 6,"","","",✓,"","","",2020-05-06T10:35:40-07:00 Los_Angeles,"","","",351,2018-11-19T09:22:04-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:50.261-07:00 Los_Angeles,2018-12-07T12:37:21.926-08:00 Los_Angeles,"","","","","",Fan Run Cmd,"",BO3009356,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-110ce798 ICICS Rm 625,✓,"","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-317ced6a .+(\.|-| )FC-C,"","","",JCL-NAE01/N2-17.IC17-018.06-FC-SS FC-C.Trend1,Los_Angeles,"","","","","","","",IC-LVL6-FC.06-FC-SS FC-C,"",2020-04-08T18:50:29.953Z UTC
@p:ubcv:r:238a0b49-de68fc58 ICICS Rm 635 FC-C0 JCL-NAE01/N2-17.IC17-022.06-FC-C0 ZN-T,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3009407,"",✓,JCL-NAE01/N2-17.IC17-022.06-FC-C0 ZN-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc37-6b558a3d ICICS Rm 635 FC-C0,"","","","","","",@p:ubcv:r:2399b50a-f5463425 ICICS Floor 6,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50966,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.726-07:00 Los_Angeles,2018-12-07T12:37:21.123-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3009406,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-dc564d93 ICICS Rm 635,"","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,"",JCL-NAE01/N2-17.IC17-022.06-FC-C0 ZN-T.Trend,Los_Angeles,°C,"","","","","","",IC-LVL6-FC.06-FC-C0 ZN-T,✓,2020-04-09T19:01:57.045Z UTC
@p:ubcv:r:238a0b4b-20c87989 ICICS AHU-01 JCL-NAE01/N2-16.IC16-002.MINOA2-C,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3043535,"",✓,JCL-NAE01/N2-16.IC16-002.MINOA2-C,"","","","",✓,"","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:2399bc38-8f61f0f3 ICICS AHU-01,"","","","","","",@p:ubcv:r:2203b248-90711536 ICICS Air Systems,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51401,2018-11-21T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:48.725-07:00 Los_Angeles,2018-12-07T12:37:22.297-08:00 Los_Angeles,"","","","","",Outside Air Damper Cmd,"",BO3015879,"","","","",✓,"",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-0102ff14 .+(\.|-| )MINOA(\d)?D?-C,"","","",JCL-NAE01/N2-16.IC16-002.MINOA2-C.Trend1,Los_Angeles,"","","","","","","",IC-AHU1.MINOA2-C,"",2020-04-08T18:50:29.632Z UTC
@p:ubcv:r:238a0b4a-0617fc1d ICICS Rm 530 FC-SR JCL-NAE01/N2-17.IC17-126.05-FC-SR CLG-VLV,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3031930,"",✓,JCL-NAE01/N2-17.IC17-126.05-FC-SR CLG-VLV,"","",✓,"",✓,"","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"",✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc38-29a560cb ICICS Rm 530 FC-SR,"","","","","","",@p:ubcv:r:2399b50a-dc075e62 ICICS Floor 5,"","","",✓,"","","",2020-05-12T14:15:11-07:00 Los_Angeles,"","","",755,2018-11-20T12:52:33-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.586-07:00 Los_Angeles,2018-12-07T12:37:21.173-08:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AO3031927,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-d052dfa8 ICICS Rm 530,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","","",JCL-NAE01/N2-17.IC17-126.05-FC-SR CLG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",CS-LVL5-FC.05-FC-SR CLG-VLV,"",2020-04-14T16:50:01.713Z UTC
@p:ubcv:r:238a0b5a-130bb2f8 ICICS Unsorted Points JCL-NAE02/FCB.Local Application.IC-HX1_Act-HWS-SP,"","","",@p:ubcv:r:21e6a640-8dab48fe ICICS (NAE-02),"","",TL3000075,"",✓,JCL-NAE02/FCB.Local Application.IC-HX1_Act-HWS-SP,"","","","","","","",@p:ubcv:r:21e6a640-8dab48fe ICICS (NAE-02),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-05T11:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [113] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",41710,2018-11-22T05:30:00-08:00 Los_Angeles,fault,"",✓,"",✓,Number,2020-05-12T01:13:13.152-07:00 Los_Angeles,2018-12-07T12:37:21.625-08:00 Los_Angeles,✓,"","","","",Leaving Hot Water Temp Sp,"",AV3000038,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3d-984fe61b .+(\.|-| )D?HWS\d?-SP,"",✓,"",JCL-NAE02/FCB.Local Application.IC-HX1_Act-HWS-SP.Trend1,Los_Angeles,°C,"","","",✓,"","",IC-HX1.Act-HWS-SP,"",2020-05-06T11:02:00.132Z UTC
