id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,beatyAHU2_VAV_DMP,beatyDSP_MV,beatyFH,beatyRTU1_VAV_DMP,beatyRTU2_VAV_DMP,beatyRTU3_VAV_DMP,beatyRTU4_VAV_DMP,beatyRTU5_VAV_DMP,beaty_MAD_MV,bmsName,bypass,close,cmd,co2,connRef,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,final,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mixed,mixing,mode,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,point,pointType,power,pressure,proj_1830_3W2W,pump,quantityID,return,roomRef,run,runtime,scheduleOcc,secondarySide,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,vavMode,volume,water,zone,mod
@p:ubcv:r:236ba734-3ab0825d Beaty Rm 004 VAV-L04 VAV_L04_Rtu_Discharge,"","","","",@p:ubcv:r:22ff9902-8a2c2cff beatyBio VAV_L04_First_Aid_004 (520804),"",TL8,✓,"","","","","","","","","",VAV_L04_Rtu_Discharge,"","","","",@p:ubcv:r:22ff9902-8a2c2cff beatyBio VAV_L04_First_Aid_004 (520804),"","","","","","","","",$equipRef $bmsName,"","","","","","","Heating Available,Deadband,Cooling Available","",@p:ubcv:r:2419953c-3fe12383 Beaty Rm 004 VAV-L04,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T07:03:11-07:00 Los_Angeles,"","","",15575,2018-11-18T23:58:12-08:00 Los_Angeles,ok,"","",Str,2020-05-12T13:56:41.107-07:00 Los_Angeles,2018-11-28T16:32:47.289-08:00 Los_Angeles,"","","","",VAV_L04_Rtu_Discharge,✓,MSV4,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419953c-6956ca03 Beaty Rm 004,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_L04_Rtu_Discharge_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:25.62Z UTC
@p:ubcv:r:236ba216-be859e50 Beaty Rm 382 VAV-T17 VAV_T17_WS,"","","","",@p:ubcv:r:236ba157-ef419f0a beatyBio VAV_T17_Lab_Support_382 (520213),"",TL9,✓,"","","","","","","","","",VAV_T17_WS,"","","","",@p:ubcv:r:236ba157-ef419f0a beatyBio VAV_T17_Lab_Support_382 (520213),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:241993c9-b70a45ee Beaty Rm 382 VAV-T17,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2019-03-07T12:28:45-08:00 Los_Angeles,"","","",1,2019-03-07T12:28:45-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:03:23.669-07:00 Los_Angeles,2018-11-28T16:32:47.275-08:00 Los_Angeles,"","","","",VAV_T17_WS,✓,BV1,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-54d62c5b Beaty Rm 382,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_T17_WS_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:28.014Z UTC
@p:ubcv:r:236ba293-9cf79564 Beaty HW Submeters Hot Water Meter  BioD_314_EM_1P_MONTH_PEAK_HI,"","","","",@p:ubcv:r:23635473-ce9db8c3 beaetyBio Main Router (520000),"",TL89,✓,"","","","","","","","","",BioD_314_EM_1P_MONTH_PEAK_HI,"","","","",@p:ubcv:r:23635473-ce9db8c3 beaetyBio Main Router (520000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","@p:ubcv:r:2419b17e-d8d33dda Beaty HW Submeters Hot Water Meter ",✓,"","","","","",@p:ubcv:r:21697fca-fd27e8b7 Beaty Utilities,"","",✓,"","","",2020-05-11T23:11:40-07:00 Los_Angeles,"","","",79,2018-11-01T00:00:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:59:53.235-07:00 Los_Angeles,2018-11-28T16:32:45.705-08:00 Los_Angeles,"","","","",BioD_314_EM_1P_MONTH_PEAK_HI,✓,AV1204,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",BioD_314_EM_1P_MONTH_PEAK_HI_TL,Los_Angeles,kW,"","","","","","",2020-04-09T19:02:01.422Z UTC
@p:ubcv:r:22ff953d-86263f20 Beaty Lab 371 VAV-T12 VAV_T12_RT_SP,"",✓,"","",@p:ubcv:r:22ff9362-6b2c617b beatyBio VAV_T12_Fumehood_Room_371_North (520318),"",TL2,✓,"","","","","","","","","",VAV_T12_RT_SP,"","","","",@p:ubcv:r:22ff9362-6b2c617b beatyBio VAV_T12_Fumehood_Room_371_North (520318),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:2419926c-8d9be8c0 Beaty Lab 371 VAV-T12,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:55:12-07:00 Los_Angeles,"","","",91418,2018-08-08T08:16:24-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:02:14.889-07:00 Los_Angeles,2019-01-23T16:52:51.923-08:00 Los_Angeles,"","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419926c-e55031e8 Beaty Lab 371,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,VAV_T12_RT_SP_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:02.178Z UTC
@p:ubcv:r:236ba237-ce4a3527 Beaty Lab 385 VAV-T14 VAV_T14_RT_AV,"",✓,"","",@p:ubcv:r:236ba157-ab2082b6 beatyBio VAV_T14_Lab_385 (520210),"",TL1,✓,"","","","","","","","","",VAV_T14_RT_AV,"","","","",@p:ubcv:r:236ba157-ab2082b6 beatyBio VAV_T14_Lab_385 (520210),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:241985f0-4ed1cba5 Beaty Lab 385 VAV-T14,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:48:30-07:00 Los_Angeles,"","","",80582,2018-10-29T06:59:46-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:35.017-07:00 Los_Angeles,2019-01-23T16:52:55.003-08:00 Los_Angeles,"","","","",Zone Temp,"",AV24,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241985f0-3c0e8d8c Beaty Lab 385,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,VAV_T14_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:01.858Z UTC
@p:ubcv:r:236baa1b-c63b7aa5 Beaty Rm 397 VAV-T28 VAV_T28_Rtu_Discharge,"","","","",@p:ubcv:r:22ff8263-bef6c6f4 beatyBio VAV_T28_Lab_Support_397 (520120),"",TL8,✓,"","","","","","","","","",VAV_T28_Rtu_Discharge,"","","","",@p:ubcv:r:22ff8263-bef6c6f4 beatyBio VAV_T28_Lab_Support_397 (520120),"","","","","","","","",$equipRef $bmsName,"","","","","","","Heating Available,Deadband,Cooling Available","",@p:ubcv:r:241993c9-42a1fe27 Beaty Rm 397 VAV-T28,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-04T18:56:07-07:00 Los_Angeles,"","","",12231,2018-11-19T06:13:05-08:00 Los_Angeles,ok,"","",Str,2020-05-12T14:02:14.396-07:00 Los_Angeles,2018-11-28T16:32:30.105-08:00 Los_Angeles,"","","","",VAV_T28_Rtu_Discharge,✓,MSV4,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-dd54903b Beaty Rm 397,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_T28_Rtu_Discharge_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.407Z UTC
@p:ubcv:r:236baaa2-67367977 Beaty Rm 296 VAV-S27 VAV-S27_Dmp_Close,"",✓,"","",@p:ubcv:r:22ff8263-4c22866b beatyBio VAV_S27_CONT_ENV_RM_296 (520110),"",TL92,✓,"","","","","","","","","",VAV-S27_Dmp_Close,"",✓,✓,"",@p:ubcv:r:22ff8263-4c22866b beatyBio VAV_S27_CONT_ENV_RM_296 (520110),"","","","",✓,"","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:24199db4-e091d6cf Beaty Rm 296 VAV-S27,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","",2020-05-12T00:38:10-07:00 Los_Angeles,"","","",3035,2018-10-29T14:33:20-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:02:14.146-07:00 Los_Angeles,2019-01-23T16:53:09.781-08:00 Los_Angeles,"","","","",Discharge Air Damper Close Cmd,"",BO6,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199db4-a1fa0100 Beaty Rm 296,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e74a74-253526c7 .+_Dmp_Close(_TL.)?,"","",VAV-S27_Dmp_Close_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:25.623Z UTC
@p:ubcv:r:22ff9484-77bd826c Beaty Lab 072 VAV-L15 VAV_L15_RT_SP,"",✓,"","",@p:ubcv:r:22ff9362-2aa0ff9a beatyBio VAV_L15_Lab_072 (520308),"",TL2,✓,"","","","","","","","","",VAV_L15_RT_SP,"","","","",@p:ubcv:r:22ff9362-2aa0ff9a beatyBio VAV_L15_Lab_072 (520308),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:241985f0-b047239e Beaty Lab 072 VAV-L15,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","",2020-05-12T13:56:14-07:00 Los_Angeles,"","","",91433,2018-08-08T08:04:27-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:02:15.143-07:00 Los_Angeles,2019-01-23T16:53:20.556-08:00 Los_Angeles,"","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241985f0-c43b6d60 Beaty Lab 072,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,VAV_L15_RT_SP_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:02.046Z UTC
@p:ubcv:r:236ba7fd-8838553e Beaty Rm 353 VAV-T06 VAV_T06_DP,"",✓,"","",@p:ubcv:r:22ff942a-bd28e32d beatyBio VAV_T06_Lab_Support_353 (520413),"",TL5,✓,"","","","","","","","","",VAV_T06_DP,"","","","",@p:ubcv:r:22ff942a-bd28e32d beatyBio VAV_T06_Lab_Support_353 (520413),"","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:241993c9-b3bb0ef9 Beaty Rm 353 VAV-T06,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:50:47-07:00 Los_Angeles,"","","",80574,2018-10-29T07:29:58-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:35.758-07:00 Los_Angeles,2019-04-11T16:04:13.81-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","","","",✓,"","",✓,"","","","",@p:ubcv:r:241993c9-8cd49002 Beaty Rm 353,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",VAV_T06_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:02.388Z UTC
@p:ubcv:r:25e91bc9-3c0424f9 Beaty RTU-3 RTU3_RA_CO2,"",✓,"","",@p:ubcv:r:22ff7a10-619f48f2 beatyBio 314.0 BioD_RTU3 (520300),"",TL31,"","","","","","","","","","",RTU3_RA_CO2,"","","",✓,@p:ubcv:r:22ff7a10-619f48f2 beatyBio 314.0 BioD_RTU3 (520300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:241996d2-54359f1d Beaty RTU-3,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-12T13:51:37-07:00 Los_Angeles,"","","",22210,2020-02-25T09:24:58-08:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:04.673-07:00 Los_Angeles,"","","","","",Zone Co2,"",AI12,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",RTU3_RA_CO2_TL,Los_Angeles,ppm,"","","","","",✓,2020-04-09T19:02:01.932Z UTC
@p:ubcv:r:236baaae-89349f6a Beaty Rm 295 VAV-S26 VAV_S26_NSB,"","","","",@p:ubcv:r:22ff8263-2bf9367c beatyBio VAV_S26_Lab_Support_295 (520109),"",TL10,✓,"","","","","","","","","",VAV_S26_NSB,"","","","",@p:ubcv:r:22ff8263-2bf9367c beatyBio VAV_S26_Lab_Support_295 (520109),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:24199aea-c419b4e3 Beaty Rm 295 VAV-S26,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2019-11-03T01:00:04-07:00 Los_Angeles,"","","",1,2019-11-03T01:00:04-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T13:56:33.707-07:00 Los_Angeles,2018-11-28T16:32:39.779-08:00 Los_Angeles,"","","","",VAV_S26_NSB,✓,BV5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199aea-5bb37a18 Beaty Rm 295,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_S26_NSB_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.411Z UTC
@p:ubcv:r:234017c3-a423e254 Beaty RTU-3 RTU3_SSP,"",✓,"","",@p:ubcv:r:22ff7a10-619f48f2 beatyBio 314.0 BioD_RTU3 (520300),"",TL7,✓,"",✓,"","","","","","","",RTU3_SSP,"","","","",@p:ubcv:r:22ff7a10-619f48f2 beatyBio 314.0 BioD_RTU3 (520300),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:241996d2-54359f1d Beaty RTU-3,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-12T13:56:00-07:00 Los_Angeles,"","","",416141,2018-09-27T09:08:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:05.269-07:00 Los_Angeles,2018-11-28T16:32:59.414-08:00 Los_Angeles,"","","","",Discharge Air Static Pressure,"",AI9,"","","","","","",✓,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","",✓,@p:ubcv:r:254a2f16-13595d40 RTU\d_SSP(_TL)?,"","",RTU3_SSP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:01.933Z UTC
@p:ubcv:r:236baadf-8bb6a0a3 Beaty Rm 284 VAV-S22 VAV_S22_RTU_SAT_AV,"",✓,"","",@p:ubcv:r:22ff8263-dff6e0f2 beatyBio VAV_S22_Lab_Support_284 (520105),"",TL7,✓,"","","","","","","","","",VAV_S22_RTU_SAT_AV,"","","","",@p:ubcv:r:22ff8263-dff6e0f2 beatyBio VAV_S22_Lab_Support_284 (520105),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199aea-d6f3e9a0 Beaty Rm 284 VAV-S22,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:47:35-07:00 Los_Angeles,"","","",80552,2018-10-29T07:39:37-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:36.503-07:00 Los_Angeles,2019-04-11T16:04:13.759-07:00 Los_Angeles,"","","","",Discharge Air Temp,"",AV9,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199aea-4380d8e2 Beaty Rm 284,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-b77c9dc0 .+_(\d+)?SAT(_\d+)?(_AV)?(_TL)?,"",✓,VAV_S22_RTU_SAT_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:01.522Z UTC
@p:ubcv:r:236bab17-916d5717 Beaty Unsorted Points EF6_ESP_SP,"","","","",@p:ubcv:r:22ff788f-b22ee0f6 beatyBio 314.0 BioD_RTU1_3rd_Party_Rtr (520100),"",TL22,✓,"","",✓,"","","","","","",EF6_ESP_SP,"","","","",@p:ubcv:r:22ff788f-b22ee0f6 beatyBio 314.0 BioD_RTU1_3rd_Party_Rtr (520100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:22ff90eb-7efd2ec3 Beaty Unsorted Points,✓,"","","","","",@p:ubcv:r:22ff90eb-6a116659 Beaty Unsorted Points,"","",✓,"","","",2020-05-12T13:54:00-07:00 Los_Angeles,"","","",392817,2018-10-30T10:22:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:54:52.465-07:00 Los_Angeles,2018-11-28T16:32:45.333-08:00 Los_Angeles,"","","","",EF6_ESP_SP,✓,AV16,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",EF6_ESP_SP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:01.449Z UTC
@p:ubcv:r:236baa96-0c6c7d6a Beaty Lab 291 VAV-S28 VAV_S28_Dmp_Close,"",✓,"","",@p:ubcv:r:22ff8263-98e9ac64 beatyBio VAV_S28_Fumehood_Room_291 (520111),"",TL91,✓,"","","","","","","","","",VAV_S28_Dmp_Close,"",✓,✓,"",@p:ubcv:r:22ff8263-98e9ac64 beatyBio VAV_S28_Fumehood_Room_291 (520111),"","","","",✓,"","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:24199a7e-640bbfee Beaty Lab 291 VAV-S28,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-11T07:14:35-07:00 Los_Angeles,"","","",2480,2018-10-25T17:51:09-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:03:24.595-07:00 Los_Angeles,2019-01-23T16:53:04.151-08:00 Los_Angeles,"","","","",Discharge Air Damper Close Cmd,"",BO5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199a7e-15d255ee Beaty Lab 291,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e74a74-253526c7 .+_Dmp_Close(_TL.)?,"","",VAV_S28_Dmp_Close_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:25.625Z UTC
@p:ubcv:r:22ff99c2-462aea4d Beaty Rm M006 VAV-L02 VAV_L02_RT_SP,"",✓,"","",@p:ubcv:r:22ff9902-edd8a712 beatyBio VAV_L02_Research_006 (520802),"",TL2,✓,"","","","","","","","","",VAV_L02_RT_SP,"","","","",@p:ubcv:r:22ff9902-edd8a712 beatyBio VAV_L02_Research_006 (520802),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:2419953c-5bbc686b Beaty Rm M006 VAV-L02,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","",2020-05-12T13:57:36-07:00 Los_Angeles,"","","",91430,2018-08-08T08:24:23-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:58:04.777-07:00 Los_Angeles,2019-01-23T16:53:10.835-08:00 Los_Angeles,"","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419953c-60d4e479 Beaty Rm M006,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,VAV_L02_RT_SP_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:02.716Z UTC
@p:ubcv:r:236ba76a-18f7e717 Beaty Heating Plant PRIM_HWST_RAMP_SP,"","","","",@p:ubcv:r:22ff7a10-ae5d98fc beatyBio 314.0 BioD_PRIM_HWS (520700),"",TL12,✓,"","","","","","","","","",PRIM_HWST_RAMP_SP,"","","","",@p:ubcv:r:22ff7a10-ae5d98fc beatyBio 314.0 BioD_PRIM_HWS (520700),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2419ab1f-f2de4d6f Beaty Heating Plant,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",160010,2018-10-30T00:00:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:07.766-07:00 Los_Angeles,2018-11-28T16:32:53.774-08:00 Los_Angeles,"","","","",PRIM_HWST_RAMP_SP,✓,AV24,"","","","","","",✓,"","","",✓,"","","","","","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",PRIM_HWST_RAMP_SP_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:02.605Z UTC
@p:ubcv:r:236ba293-2f3b2716 Beaty HW Submeters Hot Water Meter  BioD_314_EM_1P_LAST_MONTH,"","","","",@p:ubcv:r:23635473-ce9db8c3 beaetyBio Main Router (520000),"",TL79,✓,"","","","","","","","","",BioD_314_EM_1P_LAST_MONTH,"","","","",@p:ubcv:r:23635473-ce9db8c3 beaetyBio Main Router (520000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","@p:ubcv:r:2419b17e-d8d33dda Beaty HW Submeters Hot Water Meter ",✓,"","","","","",@p:ubcv:r:21697fca-fd27e8b7 Beaty Utilities,"","",✓,"","","",2020-05-01T00:00:00-07:00 Los_Angeles,"","","",19,2018-11-01T00:00:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:59:53.149-07:00 Los_Angeles,2018-11-28T16:32:34.82-08:00 Los_Angeles,"","","","",BioD_314_EM_1P_LAST_MONTH,✓,AV1171,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",BioD_314_EM_1P_LAST_MONTH_TL,Los_Angeles,MWh,"","","","","","",2020-04-09T19:02:01.424Z UTC
@p:ubcv:r:236ba7d5-ed0a8020 Beaty Lab 155 VAV-G02 VAV_G02_Rtu_Discharge,"","","","",@p:ubcv:r:22ff95cc-b25a4754 beatyBio VAV_G02_Fumehood_Room_155 (520502),"",TL8,✓,"","","","","","","","","",VAV_G02_Rtu_Discharge,"","","","",@p:ubcv:r:22ff95cc-b25a4754 beatyBio VAV_G02_Fumehood_Room_155 (520502),"","","","","","","","",$equipRef $bmsName,"","","","","","","Heating Available,Deadband,Cooling Available","",@p:ubcv:r:2419929d-a56f3a1e Beaty Lab 155 VAV-G02,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-11T20:03:30-07:00 Los_Angeles,"","","",17464,2018-11-20T22:49:28-08:00 Los_Angeles,ok,"","",Str,2020-05-12T13:56:41.679-07:00 Los_Angeles,2018-11-28T16:32:49.79-08:00 Los_Angeles,"","","","",VAV_G02_Rtu_Discharge,✓,MSV4,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419929d-9fd00724 Beaty Lab 155,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_G02_Rtu_Discharge_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.414Z UTC
@p:ubcv:r:22ff90ec-31ed1dbe Beaty RTU-1 RTU1_SAT,"",✓,"","",@p:ubcv:r:22ff788f-b22ee0f6 beatyBio 314.0 BioD_RTU1_3rd_Party_Rtr (520100),"",TL1,✓,"","","","","","","","","",RTU1_SAT,"","","","",@p:ubcv:r:22ff788f-b22ee0f6 beatyBio 314.0 BioD_RTU1_3rd_Party_Rtr (520100),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:241996d2-5c8a0cb9 Beaty RTU-1,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",153480,2018-08-09T10:26:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:54:51.237-07:00 Los_Angeles,2019-01-23T16:53:11.39-08:00 Los_Angeles,"","","","",Discharge Air Temp,"",AI3,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,RTU1_SAT_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:01.45Z UTC
@p:ubcv:r:236baa45-66dae4b0 Beaty Rm 394 VAV-T25 VAV_T25_Dmp_Open,"",✓,"","",@p:ubcv:r:22ff8263-db4642e3 beatyBio VAV_T25_Lab_Support_394 (520117),"",TL92,✓,"","","","","","","","","",VAV_T25_Dmp_Open,"","",✓,"",@p:ubcv:r:22ff8263-db4642e3 beatyBio VAV_T25_Lab_Support_394 (520117),"","","","",✓,"","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:241993c9-67127907 Beaty Rm 394 VAV-T25,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-10T00:27:37-07:00 Los_Angeles,"","","",306,2018-11-22T14:26:05-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:00:46.233-07:00 Los_Angeles,2019-01-23T16:53:12.484-08:00 Los_Angeles,"","","","",Discharge Air Damper Open Cmd,"",BO6,"","","",✓,"","",✓,"","","","","","","",@p:ubcv:r:241993c9-3620fcac Beaty Rm 394,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-77e156cc .+_Dmp_Open(_TL.)?,"","",VAV_T25_Dmp_Open_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.192Z UTC
