id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bmsName2,bridgeName,bypass,chilled,cmd,co2,connRef,cool,cooling,count,covTest,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,dupOld,dupOld2,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,freq,groupRef,heat,heating,heatingMode,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,max,min,mixed,mode,navName,noTagMatch,objectId,occ,occupancy,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointRef,pointType,power,preFilter,pressure,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,testPts,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,window,zone,mod
@p:ubcv:r:24d4e750-7acab9ca CIRS Unsorted Points Wireless_01937767_RT_SP,"",✓,"","",@p:ubcv:r:22581ed3-4e739813 CIRS Lvl_2_Calp_Rm_CP621107_MMok (621107),"",TL16,"",✓,Wireless_01937767_RT_SP,"","","","","","",@p:ubcv:r:22581ed3-4e739813 CIRS Lvl_2_Calp_Rm_CP621107_MMok (621107),"","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:17-07:00 Los_Angeles,"","","",27263,2019-07-30T15:58:50-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:05:00.133-07:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AV10207,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"","",Wireless_01937767_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:28.435Z UTC
@p:ubcv:r:24d4e99a-25caa4fc CIRS Rm 4342 Zone CIRS_L4S_WIN_OFFICE_2_S,"","","","",@p:ubcv:r:22582115-b2174dd6 CIRS Underfloor_girdline_9/F_CP621503 (621503),"",TL52,"",✓,CIRS_L4S_WIN_OFFICE_2_S,"","","","","","",@p:ubcv:r:22582115-b2174dd6 CIRS Underfloor_girdline_9/F_CP621503 (621503),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Closed,Open","",@p:ubcv:r:24d5d2e9-26e0e902 CIRS Rm 4342 Zone,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-03-10T11:05:29-07:00 Los_Angeles,"","","",7,2019-09-12T11:04:49-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:03:07.133-07:00 Los_Angeles,"","","","","","",Window Status,"",BI1,"","","","","","","",✓,"",✓,"","","","","","","",@p:ubcv:r:225ffb41-89dbbca4 CIRS Rm 4342,"","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:24d5de60-df6447d0 .+_WIN(S(\d+)?)?_.+(_TL)?,"","","","",CIRS_L4S_WIN_OFFICE_2_S_COV_TL,Los_Angeles,"","","","","","","",✓,"",2020-04-08T18:54:27.447Z UTC
@p:ubcv:r:24d4e7b2-1976b588 CIRS Unsorted Points Wireless_018F454A_RT_SP_MIN,"","","","",@p:ubcv:r:22582046-1b1cb981 CIRS Underfloor_girdline_7/A-B_CP621203 (621203),"",TL13,"",✓,Wireless_018F454A_RT_SP_MIN,"","","","","","",@p:ubcv:r:22582046-1b1cb981 CIRS Underfloor_girdline_7/A-B_CP621203 (621203),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T10:53:53-07:00 Los_Angeles,"","","",27717,2019-07-28T17:12:19-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:07:17.796-07:00 Los_Angeles,"","","","","","",Wireless_018F454A_RT_SP_MIN,✓,AV10109,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",Wireless_018F454A_RT_SP_MIN_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:28.523Z UTC
@p:ubcv:r:24d4e710-139063eb CIRS Unsorted Points Wireless_0193857B_RT_OFFICE8,"","","","",@p:ubcv:r:22581ed2-3c0eaefd CIRS Underfloor_girdline_7/F-G_CP621105 (621105),"",TL15,"",✓,Wireless_0193857B_RT_OFFICE8,"","","","","","",@p:ubcv:r:22581ed2-3c0eaefd CIRS Underfloor_girdline_7/F-G_CP621105 (621105),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:08-07:00 Los_Angeles,"","","",27476,2019-07-30T03:33:37-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:01:59.072-07:00 Los_Angeles,"","","","","","",Wireless_0193857B_RT_OFFICE8,✓,AV10201,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",Wireless_0193857B_RT_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:28.4Z UTC
@p:ubcv:r:24d4e555-92fe0105 CIRS Unsorted Points Wireless_018E297E_RT_VAR,"","","","",@p:ubcv:r:22581e1f-4f1a4ae6 CIRS 1340_enocean_CP620703 (620703),"",TL31,"",✓,Wireless_018E297E_RT_VAR,"","","","","","",@p:ubcv:r:22581e1f-4f1a4ae6 CIRS 1340_enocean_CP620703 (620703),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:05-07:00 Los_Angeles,"","","",27451,2019-07-30T03:30:04-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:11:14.431-07:00 Los_Angeles,"","","","","","",Wireless_018E297E_RT_VAR,✓,AV10110,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",Wireless_018E297E_RT_VAR_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:28.008Z UTC
@p:ubcv:r:22582358-1955376c CIRS Heating Plant CIRS_HWS_PUMP_MAX_TIME_AV,"","","","",@p:ubcv:r:22581905-2113e091 CIRS Basement_Mech_Room_SP4_SP5_CP620400 (620400),"",TL16,"",✓,CIRS_HWS_PUMP_MAX_TIME_AV,"","","","","","",@p:ubcv:r:22581905-2113e091 CIRS Basement_Mech_Room_SP4_SP5_CP620400 (620400),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:225ff10c-c3957f55 CIRS Heating Plant,✓,"","","","","","",@p:ubcv:r:225ff10c-3a1bb8cb CIRS Hydronic Systems,"","","",✓,"","","",2020-05-12T11:01:21-07:00 Los_Angeles,"","","",220854,2018-04-03T16:29:11-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:05:29.189-07:00 Los_Angeles,2018-11-28T16:32:57.517-08:00 Los_Angeles,"","","","","",CIRS_HWS_PUMP_MAX_TIME_AV,✓,AV125,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_HWS_PUMP_MAX_TIME_AV_POLL_TL,Los_Angeles,h,"","","","","","","","",2020-04-09T19:02:27.725Z UTC
@p:ubcv:r:24d4e482-4781b602 CIRS Unsorted Points ESB_Wind_Speed,"","","","",@p:ubcv:r:224c44d8-bc9b2d36 CIRS CIRS_RM0332_CP620000_BBMD47810_BBMD47809 (620000),"",TL9,"",✓,ESB_Wind_Speed,"","","","","","",@p:ubcv:r:224c44d8-bc9b2d36 CIRS CIRS_RM0332_CP620000_BBMD47810_BBMD47809 (620000),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",27909,2019-07-26T17:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:01:35.457-07:00 Los_Angeles,"","","","","","",ESB_Wind_Speed,✓,AV7,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",ESB_Wind_Speed_TL,Los_Angeles,km/h,"","","","","","","","",2020-04-09T19:02:27.332Z UTC
@p:ubcv:r:22582367-79368187 CIRS Unsorted Points CIRS_DIRTY_RW_BYPASS_BV,"","","","",@p:ubcv:r:22582115-9567713a CIRS ELEC_RM2381A_CP621508 (621508),"",TL133,"",✓,CIRS_DIRTY_RW_BYPASS_BV,"","","","","","",@p:ubcv:r:22582115-9567713a CIRS ELEC_RM2381A_CP621508 (621508),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OFF,ON","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T04:57:07-07:00 Los_Angeles,"","","",2809,2018-03-20T14:06:40-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:11:12.486-07:00 Los_Angeles,2018-11-28T16:32:45.894-08:00 Los_Angeles,"","","","","",CIRS_DIRTY_RW_BYPASS_BV,✓,BV24,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_DIRTY_RW_BYPASS_BV_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:49:07.925Z UTC
@p:ubcv:r:2258235a-89b53f59 CIRS AHU-01 CIRS_AHU1_ISO_DMP_MIN_PRES_REQ_SP,"","","","",@p:ubcv:r:2257efc0-2c38ebfc CIRS CIRS_BSMT_MECH_AHU1_HRAH_UH7_CP620100 (620100),"",TL56,"",✓,CIRS_AHU1_ISO_DMP_MIN_PRES_REQ_SP,"","","","","","",@p:ubcv:r:2257efc0-2c38ebfc CIRS CIRS_BSMT_MECH_AHU1_HRAH_UH7_CP620100 (620100),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:225fec25-ff07c372 CIRS AHU-01,✓,"","","","","","",@p:ubcv:r:225fec25-18138bcf CIRS Air Systems,"","","",✓,"","","",2020-05-12T11:01:31-07:00 Los_Angeles,"","","",73898,2018-04-03T10:22:44-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.716-07:00 Los_Angeles,2018-11-28T16:32:59.504-08:00 Los_Angeles,"","","","","",CIRS_AHU1_ISO_DMP_MIN_PRES_REQ_SP,✓,AV23,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_AHU1_ISO_DMP_MIN_PRES_REQ_SP_POLL_TL,Los_Angeles,_,"","","","","","","","",2020-04-09T19:15:21.912Z UTC
@p:ubcv:r:24d4ea26-45f94f0b CIRS Unsorted Points Wireless_01937B60_RT_SP,"",✓,"","",@p:ubcv:r:22582115-64008562 CIRS BC_Hydro_CP621506 (621506),"",TL11,"",✓,Wireless_01937B60_RT_SP,"","","","","","",@p:ubcv:r:22582115-64008562 CIRS BC_Hydro_CP621506 (621506),"","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:14-07:00 Los_Angeles,"","","",27716,2019-07-28T17:17:06-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:06:02.248-07:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AV10107,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"","",Wireless_01937B60_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:28.969Z UTC
@p:ubcv:r:2258235b-7b809119 CIRS AHU-02 CIRS_AHU2_VOC_HOURLY_AVG_AV,"","","","",@p:ubcv:r:2258187b-4cba3548 CIRS CIRS_BSMT_MECH_AHU2_UH6_FF3_CP620200 (620200),"",TL132,"",✓,CIRS_AHU2_VOC_HOURLY_AVG_AV,"","","","","","",@p:ubcv:r:2258187b-4cba3548 CIRS CIRS_BSMT_MECH_AHU2_UH6_FF3_CP620200 (620200),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:225fec49-62cf1465 CIRS AHU-02,✓,"","","","","","",@p:ubcv:r:225fec25-18138bcf CIRS Air Systems,"","","",✓,"","","",2020-05-12T11:01:19-07:00 Los_Angeles,"","","",73981,2018-04-02T15:19:21-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:05:25.251-07:00 Los_Angeles,2018-11-28T16:32:59.489-08:00 Los_Angeles,"","","","","",CIRS_AHU2_VOC_HOURLY_AVG_AV,✓,AV10524,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_AHU2_VOC_HOURLY_AVG_AV_POLL_TL,Los_Angeles,%,"","","","","","","","",2020-04-09T19:02:27.452Z UTC
@p:ubcv:r:225824b9-00c97deb CIRS Rm 2344 Zone CIRS_L2S_RAD_OFFICE_5_MODE_MV,"","","","",@p:ubcv:r:22581ed2-5465661d CIRS Underfloor_gridline_12/F_CP621101 (621101),"",TL4,"",✓,CIRS_L2S_RAD_OFFICE_5_MODE_MV,"","","","",✓,"",@p:ubcv:r:22581ed2-5465661d CIRS Underfloor_gridline_12/F_CP621101 (621101),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OS,OCCUPIED,NSB HEATING,STANDBY,NSB COOLING,ALARM,PURGE,OVERRIDE,UNOCCUPIED,DAY SB HEATING","",@p:ubcv:r:24d5d2e9-abdbc927 CIRS Rm 2344 Zone,✓,"","","","","","",@p:ubcv:r:225ffb3d-63d70842 CIRS Floor 2,"",✓,✓,✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",68237,2018-04-03T04:30:00-07:00 Los_Angeles,ok,"","","",Str,2020-05-12T11:03:09.295-07:00 Los_Angeles,2019-01-23T16:53:23.954-08:00 Los_Angeles,"","","","",✓,Heating Mode,"",MSV1,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb3f-4c81934a CIRS Rm 2344,"","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:23e65d0e-9a375203 .+_MODE_MV(_TL)?,"","","","",CIRS_L2S_RAD_OFFICE_5_MODE_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:51:48.236Z UTC
@p:ubcv:r:225824df-ec75d3b6 CIRS Unsorted Points CIRS_CPU Board Temperature,"","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"",TL57,"",✓,CIRS_CPU Board Temperature,"","","","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:19-07:00 Los_Angeles,"","","",74073,2018-04-01T17:53:42-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.601-07:00 Los_Angeles,2018-11-28T16:32:37.601-08:00 Los_Angeles,"","","","","",CIRS_CPU Board Temperature,✓,AI83,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_CPU Board Temperature_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:28.049Z UTC
@p:ubcv:r:225824d7-1202d814 CIRS Unsorted Points CIRS_ELEV_EXF_03_SHAFT_RT_SP,"",✓,"","",@p:ubcv:r:225820e9-d836f9ed CIRS Underfloor_gridline_7/A-B_CP621405 (621405),"",TL9,"",✓,CIRS_ELEV_EXF_03_SHAFT_RT_SP,"","","","","","",@p:ubcv:r:225820e9-d836f9ed CIRS Underfloor_gridline_7/A-B_CP621405 (621405),"","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T10:58:33-07:00 Los_Angeles,"","","",72912,2018-04-03T04:22:30-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:09:10.523-07:00 Los_Angeles,2019-01-23T16:53:21.268-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"",AV2,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"","",CIRS_ELEV_EXF_03_SHAFT_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:28.804Z UTC
@p:ubcv:r:22582358-9ae79244 CIRS Heating Plant CIRS_HWS_LOOP_HWDP_HEADER,"","","","",@p:ubcv:r:22581905-2113e091 CIRS Basement_Mech_Room_SP4_SP5_CP620400 (620400),"",TL5,"",✓,CIRS_HWS_LOOP_HWDP_HEADER,"","","","","","",@p:ubcv:r:22581905-2113e091 CIRS Basement_Mech_Room_SP4_SP5_CP620400 (620400),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:225ff10c-c3957f55 CIRS Heating Plant,✓,"","","","","","",@p:ubcv:r:225ff10c-3a1bb8cb CIRS Hydronic Systems,"","","",✓,"","","",2020-05-12T11:01:21-07:00 Los_Angeles,"","","",220877,2018-04-03T17:29:12-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:05:29.195-07:00 Los_Angeles,2018-11-28T16:33:02.317-08:00 Los_Angeles,"","","","","",CIRS_HWS_LOOP_HWDP_HEADER,✓,AI1201,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_HWS_LOOP_HWDP_HEADER_POLL_TL,Los_Angeles,psi,"","","","","","","","",2020-04-09T19:02:27.726Z UTC
@p:ubcv:r:24d4e940-95bf3657 CIRS Unsorted Points Wireless_01937C1B_LastTimeSinceUpdate,"","","","",@p:ubcv:r:22582115-277bc97c CIRS Underfloor_girdline_12/F_CP621501 (621501),"",TL24,"",✓,Wireless_01937C1B_LastTimeSinceUpdate,"","","","","","",@p:ubcv:r:22582115-277bc97c CIRS Underfloor_girdline_12/F_CP621501 (621501),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:04:30-07:00 Los_Angeles,"","","",74836,2019-07-31T15:46:49-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:05:32.389-07:00 Los_Angeles,"","","","","","",Wireless_01937C1B_LastTimeSinceUpdate,✓,AV10406,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",Wireless_01937C1B_LastTimeSinceUpdate_TL,Los_Angeles,_,"","","","","","","","",2020-04-09T19:15:22.434Z UTC
@p:ubcv:r:2258235b-50f2c88d CIRS AHU-02 CIRS_HR_AHU2_EXHAUST_AFLW_LPS,"",✓,"","",@p:ubcv:r:2258187b-4cba3548 CIRS CIRS_BSMT_MECH_AHU2_UH6_FF3_CP620200 (620200),"",TL124,"",✓,CIRS_HR_AHU2_EXHAUST_AFLW_LPS,"","","","","","",@p:ubcv:r:2258187b-4cba3548 CIRS CIRS_BSMT_MECH_AHU2_UH6_FF3_CP620200 (620200),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:225fec49-62cf1465 CIRS AHU-02,✓,✓,"","","",✓,"",@p:ubcv:r:225fec25-18138bcf CIRS Air Systems,"","","",✓,"","","",2020-05-12T11:01:19-07:00 Los_Angeles,"","","",73833,2018-04-03T04:04:23-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:05:25.279-07:00 Los_Angeles,2019-01-23T16:52:53.683-08:00 Los_Angeles,"","","","","",Exhaust Air Flow,"",AV10511,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:23e65d0e-52f37db0 .+_(EXHAUST|EXF|EXH)_AFLW(_LPS)?(_TL)?,"","",✓,"",CIRS_HR_AHU2_EXHAUST_AFLW_LPS_POLL_TL,Los_Angeles,L/s,"","","","","","","","",2020-04-09T19:02:27.454Z UTC
@p:ubcv:r:24d4e62c-3288f08c CIRS Unsorted Points Wireless_018E0AE0_RT_SP_MIN,"","","","",@p:ubcv:r:22581fde-674170c3 CIRS Underfloor_Gridline_8/B_CP621004 (621004),"",TL13,"",✓,Wireless_018E0AE0_RT_SP_MIN,"","","","","","",@p:ubcv:r:22581fde-674170c3 CIRS Underfloor_Gridline_8/B_CP621004 (621004),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:05:02-07:00 Los_Angeles,"","","",27469,2019-07-30T03:35:30-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:10:31.202-07:00 Los_Angeles,"","","","","","",Wireless_018E0AE0_RT_SP_MIN,✓,AV10109,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",Wireless_018E0AE0_RT_SP_MIN_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:28.266Z UTC
@p:ubcv:r:24d4e7b2-32a05b6b CIRS Unsorted Points Wireless_018E2DC9_RT_SP,"",✓,"","",@p:ubcv:r:22582046-1b1cb981 CIRS Underfloor_girdline_7/A-B_CP621203 (621203),"",TL16,"",✓,Wireless_018E2DC9_RT_SP,"","","","","","",@p:ubcv:r:22582046-1b1cb981 CIRS Underfloor_girdline_7/A-B_CP621203 (621203),"","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T10:53:55-07:00 Los_Angeles,"","","",27717,2019-07-28T17:12:25-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:07:18.104-07:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AV10207,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"","",Wireless_018E2DC9_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:28.524Z UTC
@p:ubcv:r:2258239e-f6fa2ade CIRS Rm 1131 Zone CIRS_L1N_RAD_GRP_DEC_LAB1_MODE_MV,"","","","",@p:ubcv:r:22581e67-cf82f4a5 CIRS North_Labs_Underfloor_Space_CP620902 (620902),"",TL40,"",✓,CIRS_L1N_RAD_GRP_DEC_LAB1_MODE_MV,"","","","",✓,"",@p:ubcv:r:22581e67-cf82f4a5 CIRS North_Labs_Underfloor_Space_CP620902 (620902),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OS,OCCUPIED,NSB HEATING,STANDBY,NSB COOLING,ALARM,PURGE,OVERRIDE,UNOCCUPIED,DAY SB HEATING","",@p:ubcv:r:24d5d2e9-a76c612b CIRS Rm 1131 Zone,✓,"","","","","","",@p:ubcv:r:225ffb3b-5dfe3b3d CIRS Floor 1,"",✓,✓,✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",65379,2018-04-03T03:30:00-07:00 Los_Angeles,ok,"","","",Str,2020-05-12T11:10:31.36-07:00 Los_Angeles,2019-01-23T16:53:17.794-08:00 Los_Angeles,"","","","",✓,Heating Mode,"",MSV8,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb3e-21fe52f0 CIRS Rm 1131,"","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:23e65d0e-9a375203 .+_MODE_MV(_TL)?,"","","","",CIRS_L1N_RAD_GRP_DEC_LAB1_MODE_TL,Los_Angeles,"","","","","","","","","",2020-04-09T19:16:27.085Z UTC
@p:ubcv:r:22582355-893c9f7d CIRS Heating Plant Air HP-1 CIRS_HP1_MODE_CHANGE_ACTIVE_BV_COV_TL,"","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"",TL109,"",✓,CIRS_HP1_MODE_CHANGE_ACTIVE_BV_COV_TL,"","","","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OFF,ON","",@p:ubcv:r:225ff67e-d9d41220 CIRS Heating Plant Air HP-1,✓,"","","","","","",@p:ubcv:r:225ff10c-3a1bb8cb CIRS Hydronic Systems,"","","",✓,"","","",2020-05-08T12:16:39-07:00 Los_Angeles,"","","",3038,2017-10-10T14:16:13-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.812-07:00 Los_Angeles,2018-11-28T16:32:55.626-08:00 Los_Angeles,"","","","","",CIRS_HP1_MODE_CHANGE_ACTIVE_BV_COV_TL,✓,BV44,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","","",Los_Angeles,"","","","","","","","","",2020-04-08T18:49:12.006Z UTC
