id,air,alarm,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,chanGunnDeepDive,connRef,cur,curStatus,curVal,disMacro,disabled,discharge,elec,energy,enum,equipRef,frank,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,kind,lastSynced,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,pointType,power,quantityID,sensor,shortName,siemens,siemensName,siteRef,sourceID,sqlConnRef,sqlPoint,tags,temp,tlName,tz,unit,utilityPoint,window,mod
@p:ubcv:r:249187a3-f7d4a66d Chan Gunn Unsorted Points SMC.301532:AIR_TEMP,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL930,✓,SMC.301532:AIR_TEMP,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-11-26T09:45:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [143] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",15037,2019-06-08T14:15:02-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:03.127-07:00 Los_Angeles,"",SMC.301532:AIR_TEMP,✓,AI2,"","","",✓,"","","","","",✓,SMC.301532:AIR_TEMP,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.237Z UTC
@p:ubcv:r:24919005-433da897 Chan Gunn Unsorted Points SMC_PHWS_PMP_ENA,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL238,✓,SMC_PHWS_PMP_ENA,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",31915,2019-06-08T15:00:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:09:09.31-07:00 Los_Angeles,"",SMC_PHWS_PMP_ENA,✓,BV5,"","","",✓,"","","","","",✓,SMC_PHWS_PMP_ENA,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_238,Los_Angeles,"","","",2020-02-12T22:11:37.93Z UTC
@p:ubcv:r:24194dbe-0695ebf4 Chan Gunn Unsorted Points SMC_ATR_EF-11_AMP,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL102,✓,SMC_ATR_EF-11_AMP,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-04-20T15:36:18-07:00 Los_Angeles,"","",2847,2019-03-16T05:56:40-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:06.097-07:00 Los_Angeles,"",SMC_ATR_EF-11_AMP,✓,AI2,"","","",✓,"","","","","",✓,SMC_ATR_EF-11_AMP,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC_ATR_EF-11_AMP_TL_COV,Los_Angeles,A,"","",2020-04-09T19:01:56.531Z UTC
@p:ubcv:r:24919005-89fa640a Chan Gunn Unsorted Points SMC_NATV-3-1_TOP_FAN_STS,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL207,✓,SMC_NATV-3-1_TOP_FAN_STS,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",31915,2019-06-08T15:00:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:09:09.354-07:00 Los_Angeles,"",SMC_NATV-3-1_TOP_FAN_STS,✓,BV29,"","","",✓,"","","","","",✓,SMC_NATV-3-1_TOP_FAN_STS,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_207,Los_Angeles,"","","",2020-02-12T22:09:49.623Z UTC
@p:ubcv:r:25a29cb2-67006db4 Chan Gunn Unsorted Points SMC.301670_21L1_PEAK_MTD,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1170,"",SMC.301670_21L1_PEAK_MTD,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12526,2020-01-02T16:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:19.258-07:00 Los_Angeles,"",SMC.301670_21L1_PEAK_MTD,✓,AV134,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC.301670_21L1_PK_MTD_TL_15,Los_Angeles,kW,"","",2020-04-09T19:01:56.171Z UTC
@p:ubcv:r:2491879a-acb7e2f3 Chan Gunn Unsorted Points SMC_NATV-1_OA_DMPR_CMD,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL837,✓,SMC_NATV-1_OA_DMPR_CMD,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",31188,2019-06-08T14:15:02-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:19.237-07:00 Los_Angeles,"",SMC.301510:H/C_VLV_CMD,✓,AO0,"","","",✓,"","","","","",✓,SMC.301510:H/C_VLV_CMD,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301500_TrendLog_837,Los_Angeles,%,"","",2020-04-09T19:01:56.17Z UTC
@p:ubcv:r:2426d1fd-2a13a8c6 Chan Gunn Unsorted Points SMC.301519:FAN STATUS,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL748,✓,SMC.301519:FAN STATUS,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11318,2019-03-20T19:20:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:16.003-07:00 Los_Angeles,"",SMC.301519:FAN STATUS,✓,BO1011,"","","",✓,"","","","","",✓,SMC.301519:FAN STATUS,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:08.702Z UTC
@p:ubcv:r:241431a6-aa93a2ef Chan Gunn Unsorted Points SMC.301500:SMC.301526_FAN_KWH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL376,✓,SMC.301500:SMC.301526_FAN_KWH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:42:47-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [39] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",8773,2019-03-06T10:38:43-08:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:02.461-07:00 Los_Angeles,"",SMC.301500:SMC.301526_FAN_KWH,✓,AV28,"","","",✓,"","","","",SMC.301526_FAN_KWH,✓,SMC.301500:SMC.301526_FAN_KWH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.242Z UTC
@p:ubcv:r:2426d151-3209268e Chan Gunn Unsorted Points SMC.301516:STPT DIAL,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL712,✓,SMC.301516:STPT DIAL,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","NO,YES",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [122] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",11317,2019-03-20T19:15:01-07:00 Los_Angeles,fault,"",Bool,2020-05-10T22:28:02.063-07:00 Los_Angeles,"",SMC.301516:STPT DIAL,✓,BO14,"","","",✓,"","","","","",✓,SMC.301516:STPT DIAL,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:09.335Z UTC
@p:ubcv:r:25a29cb2-c5dd3991 Chan Gunn Unsorted Points SMC.301510_H/C_PMP_KWH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1248,"",SMC.301510_H/C_PMP_KWH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12526,2020-01-02T16:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:19.354-07:00 Los_Angeles,"",SMC.301510_H/C_PMP_KWH,✓,AV12,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC.301510_H/C_PMP_KWH_TL_15,Los_Angeles,kWh,"","",2020-04-09T19:01:56.174Z UTC
@p:ubcv:r:25a29cb2-6c12c039 Chan Gunn Unsorted Points SMC.301670_21M1_KWH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL997,"",SMC.301670_21M1_KWH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12648,2020-01-01T16:00:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:19.385-07:00 Los_Angeles,"",SMC.301670_21M1_KWH,✓,AV80,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC.301670_21M1_KWH_TL_15,Los_Angeles,kWh,"","",2020-04-09T19:01:56.175Z UTC
@p:ubcv:r:25a29cb2-73396abc Chan Gunn Unsorted Points SMC.301670_21P2_KW_H,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1265,"",SMC.301670_21P2_KW_H,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12598,2020-01-02T04:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:19.46-07:00 Los_Angeles,"",SMC.301670_21P2_KW_H,✓,AV142,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC.301670_21P2_KW_H_TL_15,Los_Angeles,kWh,"","",2020-04-09T19:01:56.177Z UTC
@p:ubcv:r:2426d117-2d56f6df Chan Gunn Unsorted Points SMC_ELEC_KWH_FRI,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL405,✓,SMC_ELEC_KWH_FRI,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:30:08-07:00 Los_Angeles,"","",3719,2019-03-21T03:45:01-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:15.39-07:00 Los_Angeles,"",SMC.301500:SMC_ELEC_KWH_FRI,✓,AV66,"","","",✓,"","","","","",✓,SMC.301500:SMC_ELEC_KWH_FRI,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301500_TrendLog_405,Los_Angeles,kWh,"","",2020-04-09T19:01:56.178Z UTC
@p:ubcv:r:2426d1c2-81f677f9 Chan Gunn Unsorted Points SMC.301518:HEARTBEAT,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL734,✓,SMC.301518:HEARTBEAT,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [105] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",11328,2019-03-20T19:20:00-07:00 Los_Angeles,fault,"",Bool,2020-05-10T22:28:02.072-07:00 Los_Angeles,"",SMC.301518:HEARTBEAT,✓,BO1008,"","","",✓,"","","","","",✓,SMC.301518:HEARTBEAT,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:22:59.458Z UTC
@p:ubcv:r:25a29cb2-d2634a03 Chan Gunn Unsorted Points SMC_ELEC_KWH_MONTH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1201,"",SMC_ELEC_KWH_MONTH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12527,2020-01-02T16:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:19.493-07:00 Los_Angeles,"",SMC_ELEC_KWH_MONTH,✓,AV78,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC_ELEC_KWH_MONTH_TL_15,Los_Angeles,kWh,"","",2020-04-09T19:01:56.18Z UTC
@p:ubcv:r:2422cc9f-e034f617 Chan Gunn Unsorted Points SMC_NATV-1-2_CMD,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL118,✓,SMC_NATV-1-2_CMD,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-11T21:29:25-07:00 Los_Angeles,"","",319,2019-03-16T05:56:42-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:16.341-07:00 Los_Angeles,"",SMC_NATV-1-2_CMD_TL_COV,✓,BO1,"","","",✓,"","","","","",✓,SMC_NATV-1-2_CMD_TL_COV,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC_NATV-1-2_CMD_TL_COV,Los_Angeles,"","","",2020-02-12T22:08:09.266Z UTC
@p:ubcv:r:25a29cb2-efdf2427 Chan Gunn Unsorted Points SMC.MF5.DEWPT.ALM,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1112,"",SMC.MF5.DEWPT.ALM,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","NORMAL,ALARM",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12945,2019-12-29T17:00:01-08:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:19.549-07:00 Los_Angeles,"",SMC.MF5.DEWPT.ALM,✓,BV5,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301500_TrendLog_1112,Los_Angeles,"","","",2020-02-12T22:12:47.77Z UTC
@p:ubcv:r:25a29cb2-1c554893 Chan Gunn Unsorted Points SMC_ELEC_KWH_WED,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1194,"",SMC_ELEC_KWH_WED,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12527,2020-01-02T16:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:19.586-07:00 Los_Angeles,"",SMC_ELEC_KWH_WED,✓,AV64,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC_ELEC_KWH_WED_TL_15,Los_Angeles,kWh,"","",2020-04-09T19:01:56.184Z UTC
@p:ubcv:r:24919005-20f6c95d Chan Gunn Unsorted Points SMC_SLAB_HTG_OAT_MAX,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL248,✓,SMC_SLAB_HTG_OAT_MAX,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",31914,2019-06-08T15:00:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:07.727-07:00 Los_Angeles,"",SMC_SLAB_HTG_OAT_MAX,✓,AV5,"","","",✓,"","","","","",✓,SMC_SLAB_HTG_OAT_MAX,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_248,Los_Angeles,°C,"","",2020-04-09T19:01:56.385Z UTC
@p:ubcv:r:24194dbe-9fe96af2 Chan Gunn Unsorted Points SMC_ARENA_VLV_POS,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL160,✓,SMC_ARENA_VLV_POS,BTU1 arena RWT,@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",39615,2019-03-15T11:45:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:09.399-07:00 Los_Angeles,"",SMC_ARENA_VLV_POS,✓,AI4,"","","",✓,✓,"","","","",✓,SMC_ARENA_VLV_POS,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_160,Los_Angeles,%,"","",2020-04-09T19:01:56.386Z UTC
@p:ubcv:r:2426d274-4d03c624 Chan Gunn Unsorted Points SMC.301521:FAN ALM,"",✓,@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL785,✓,SMC.301521:FAN ALM,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","NORMAL,ALARM",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11314,2019-03-20T19:20:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:16.031-07:00 Los_Angeles,"",Alarm,"",BO1010,"","","",✓,"","","","","",✓,SMC.301521:FAN ALM,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-11-07T23:48:39.867Z UTC
@p:ubcv:r:241431a6-33758fce Chan Gunn Unsorted Points SMC.301508_2_H/C_P_KWH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL357,✓,SMC.301508_2_H/C_P_KWH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T07:20:47-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [55] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",4392,2019-03-07T00:45:44-08:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:01.318-07:00 Los_Angeles,"",SMC.301508_2_H/C_P_KWH,✓,AV9,"","","",✓,"","","","",SMC.301508_2_H/C_P_KWH,✓,SMC.301508_2_H/C_P_KWH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.25Z UTC
@p:ubcv:r:2426d274-8dc5aa04 Chan Gunn Unsorted Points SMC.301521:STPT DIAL,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL793,✓,SMC.301521:STPT DIAL,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","NO,YES",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11316,2019-03-20T19:20:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:16.045-07:00 Los_Angeles,"",SMC.301521:STPT DIAL,✓,BO14,"","","",✓,"","","","","",✓,SMC.301521:STPT DIAL,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:05.793Z UTC
@p:ubcv:r:24919005-23eca9c4 Chan Gunn Unsorted Points SMC_RAIN_NORTH,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL244,✓,SMC_RAIN_NORTH,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",31914,2019-06-08T15:00:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:09:07.829-07:00 Los_Angeles,"",SMC_RAIN_NORTH,✓,BI1,"","","",✓,"","","","","",✓,SMC_RAIN_NORTH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_244,Los_Angeles,"","","",2020-02-12T22:06:37.916Z UTC
@p:ubcv:r:25a29cb2-96183e02 Chan Gunn Unsorted Points SMC.301520_FAN_KWH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1238,"",SMC.301520_FAN_KWH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12526,2020-01-02T16:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:19.668-07:00 Los_Angeles,"",SMC.301520_FAN_KWH,✓,AV22,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC.301520_FAN_KWH_TL_15,Los_Angeles,kWh,"","",2020-04-09T19:01:56.192Z UTC
@p:ubcv:r:2491879a-2dc077d8 Chan Gunn Unsorted Points SMC.301509:VLV_CMD,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL836,✓,SMC.301509:VLV_CMD,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-11-26T09:45:02-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [251] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",15043,2019-06-08T14:15:02-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:03.663-07:00 Los_Angeles,"",SMC.301509:VLV_CMD,✓,AV19,"","","",✓,"","","","","",✓,SMC.301509:VLV_CMD,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.277Z UTC
@p:ubcv:r:241431a6-89ada1e8 Chan Gunn Unsorted Points SMC_ELEC_KWH_MONTH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1618,✓,SMC_ELEC_KWH_MONTH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [15] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",12770,2019-03-06T15:15:00-08:00 Los_Angeles,fault,"",Number,2020-05-11T09:50:28.134-07:00 Los_Angeles,"",SMC_ELEC_KWH_MONTH,✓,AV78,"","","",✓,"","","","",SMC_ELEC_KWH_MONTH,✓,SMC_ELEC_KWH_MONTH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.278Z UTC
