id,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,connRef,count,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,elec,energy,entering,enum,equipRef,esc,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,point,pointType,power,quantityID,reliability,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tlName,toTag,tz,unit,unknown,utilityPoint,volume,water,wifi,wifiId,mod
@p:ubcv:r:261f61b3-092740f7 Thunderbird Park Unsorted Points MMWF_AH01_100,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL168,"","",MMWF_AH01_100,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:06-07:00 Los_Angeles,"","",1488,2020-04-01T18:06:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.683-07:00 Los_Angeles,"",MMWF_AH01_100,✓,AV353,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_168,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.397Z UTC
@p:ubcv:r:261f61b3-adf55110 Thunderbird Park Unsorted Points IRWF_AH05_LH3,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL141,"","",IRWF_AH05_LH3,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:20:27-07:00 Los_Angeles,"","",5333,2020-04-05T12:24:25-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.724-07:00 Los_Angeles,"",IRWF_AH05_LH3,✓,AV324,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_141,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.373Z UTC
@p:ubcv:r:261f61b3-44ad9ce4 Thunderbird Park Unsorted Points MDHXFL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL65,"","",MDHXFL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.705-07:00 Los_Angeles,"",MDHXFL,✓,AV226,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",MDHXFL.TL1,"",Los_Angeles,L/h,✓,"","","","","",2020-05-06T18:51:21.387Z UTC
@p:ubcv:r:2645c32a-a008c5c8 CEME Unsorted Points BACx_WMHX2V1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL240,"","",BACx_WMHX2V1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.267-07:00 Los_Angeles,"",BACx_WMHX2V1S,"",AV404,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_WMHX2V1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.294Z UTC
@p:ubcv:r:261f61b3-12725115 Thunderbird Park Unsorted Points IRWFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL151,"","",IRWFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:20:35-07:00 Los_Angeles,"","",14832,2020-04-06T16:53:49-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.757-07:00 Los_Angeles,"",IRWFCNT,✓,AV340,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_151,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.369Z UTC
@p:ubcv:r:261f61b3-6334e1de Thunderbird Park Unsorted Points LPHXFL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL19,"","",LPHXFL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.739-07:00 Los_Angeles,"",LPHXFL,✓,AV20,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",LPHXFL.TL1,"",Los_Angeles,L/h,✓,"","","","","",2020-05-06T18:51:21.379Z UTC
@p:ubcv:r:261f61b3-7896a115 Thunderbird Park Unsorted Points GAHXHJ,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL36,"","",GAHXHJ,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.772-07:00 Los_Angeles,"",GAHXHJ,✓,AV24,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",GAHXHJ.TL1,"",Los_Angeles,MWh,✓,"","","","","",2020-05-06T18:51:21.33Z UTC
@p:ubcv:r:261f61b3-7cce9d22 Thunderbird Park Unsorted Points LSWF_AH17_1003,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL180,"","",LSWF_AH17_1003,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:20:27-07:00 Los_Angeles,"","",3524,2020-04-04T02:36:37-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.79-07:00 Los_Angeles,"",LSWF_AH17_1003,✓,AV358,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_180,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.386Z UTC
@p:ubcv:r:261f61b3-2f142253 Thunderbird Park Unsorted Points ANA3WFUOC,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL129,"","",ANA3WFUOC,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","OFF,ON",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-03-19T15:22:54-07:00 Los_Angeles,"","",246,2019-12-08T15:33:25-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:24:20.809-07:00 Los_Angeles,"",ANA3WFUOC,✓,BV10,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_129,"",Los_Angeles,"",✓,"","","","","",2020-05-06T18:51:21.409Z UTC
@p:ubcv:r:2645c32a-dc1bdc23 CEME Unsorted Points BACx_LSHX1V4S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL303,"","",BACx_LSHX1V4S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.818-07:00 Los_Angeles,"",BACx_LSHX1V4S,"",AV466,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_LSHX1V4S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.255Z UTC
@p:ubcv:r:261f61b3-2b094a3f Thunderbird Park Unsorted Points IRA5WFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL157,"","",IRA5WFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:20:33-07:00 Los_Angeles,"","",8940,2020-04-06T03:47:29-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.827-07:00 Los_Angeles,"",IRA5WFCNT,✓,AV346,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_157,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.362Z UTC
@p:ubcv:r:2645c32a-a3a0bfd8 CEME Unsorted Points BACx_FXHX2V1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL280,"","",BACx_FXHX2V1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.831-07:00 Los_Angeles,"",BACx_FXHX2V1S,"",AV443,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_FXHX2V1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.233Z UTC
@p:ubcv:r:2645c32a-998cbd97 CEME Unsorted Points BACx_PPHX2V1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL310,"","",BACx_PPHX2V1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.849-07:00 Los_Angeles,"",BACx_PPHX2V1S,"",AV473,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_PPHX2V1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.287Z UTC
@p:ubcv:r:2645c32a-30bddac3 CEME Unsorted Points BACx_CPHX3AVS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL261,"","",BACx_CPHX3AVS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.28-07:00 Los_Angeles,"",BACx_CPHX3AVS,"",AV424,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CPHX3AVS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.222Z UTC
@p:ubcv:r:2645c32a-e65cdd3c CEME Unsorted Points BACx_MGHXV1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL320,"","",BACx_MGHXV1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.862-07:00 Los_Angeles,"",BACx_MGHXV1S,"",AV483,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_MGHXV1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.276Z UTC
@p:ubcv:r:261f61b2-a1b56d76 Thunderbird Park Unsorted Points BKHXST1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL11,"","",BKHXST1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.842-07:00 Los_Angeles,"",BKHXST1,✓,AV9,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BKHXST1.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.304Z UTC
@p:ubcv:r:2645c32a-199305ee CEME Unsorted Points BACx_BKHX2AVS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL330,"","",BACx_BKHX2AVS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.874-07:00 Los_Angeles,"",BACx_BKHX2AVS,"",AV493,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_BKHX2AVS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.209Z UTC
@p:ubcv:r:261f61b3-37ee8f89 Thunderbird Park Unsorted Points IBWF_AHU1_FLR4,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL120,"","",IBWF_AHU1_FLR4,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T10:24:23-07:00 Los_Angeles,"","",1234,2020-03-24T10:58:48-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.864-07:00 Los_Angeles,"",IBWF_AHU1_FLR4,✓,AV299,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_120,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.347Z UTC
@p:ubcv:r:261f61b3-4c80285f Thunderbird Park Unsorted Points PPHXVOL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL31,"","",PPHXVOL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.878-07:00 Los_Angeles,"",PPHXVOL,✓,AV13,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",PPHXVOL.TL1,"",Los_Angeles,m³,✓,"","","","","",2020-05-06T18:51:21.405Z UTC
@p:ubcv:r:261f61b3-b9d94aec Thunderbird Park Unsorted Points IBWFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL76,"","",IBWFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:20:40-07:00 Los_Angeles,"","",10846,2020-04-06T09:07:52-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.895-07:00 Los_Angeles,"",IBWFCNT,✓,AV317,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_76,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.343Z UTC
@p:ubcv:r:2645c32a-22fc6bc2 CEME Unsorted Points BACx_LAHX1HVS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL326,"","",BACx_LAHX1HVS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.887-07:00 Los_Angeles,"",BACx_LAHX1HVS,"",AV489,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_LAHX1HVS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.247Z UTC
@p:ubcv:r:261f61b3-02eeb0ac Thunderbird Park Unsorted Points IBWF_HB_AL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL74,"","",IBWF_HB_AL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","FAULT,OK",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T09:41:16-07:00 Los_Angeles,"","",345,2020-02-13T11:12:09-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:24:20.911-07:00 Los_Angeles,"",IBWF_HB_AL,✓,BV8,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",IBWF_HB_AL.TL1,"",Los_Angeles,"",✓,"","","","","",2020-05-06T18:51:21.417Z UTC
@p:ubcv:r:2645c32a-67fe6762 CEME Unsorted Points BACx_CLHX1BVS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL250,"","",BACx_CLHX1BVS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.292-07:00 Los_Angeles,"",BACx_CLHX1BVS,"",AV413,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CLHX1BVS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.218Z UTC
@p:ubcv:r:261f61b3-4d5d61e9 Thunderbird Park Unsorted Points GAHXVOL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL37,"","",GAHXVOL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.926-07:00 Los_Angeles,"",GAHXVOL,✓,AV25,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",GAHXVOL.TL1,"",Los_Angeles,m³,✓,"","","","","",2020-05-06T18:51:21.333Z UTC
@p:ubcv:r:261f61b2-30a978de Thunderbird Park Unsorted Points ANWF_AH03_492,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL94,"","",ANWF_AH03_492,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-07T20:59:36-07:00 Los_Angeles,"","",335,2020-03-02T08:14:25-08:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.943-07:00 Los_Angeles,"",ANWF_AH03_492,✓,AV321,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_94,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.188Z UTC
@p:ubcv:r:2645c32a-889017bd CEME Unsorted Points BACx_FMHXV1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL277,"","",BACx_FMHXV1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.9-07:00 Los_Angeles,"",BACx_FMHXV1S,"",AV440,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_FMHXV1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.229Z UTC
@p:ubcv:r:21dffdad-a54fb445 CEME HW Main Meter Flow,@p:ubcv:r:21f25962-c039ef6e CEME DES Meter,AI3,"","",✓,"","",@p:ubcv:r:21f25962-c039ef6e CEME DES Meter,"",✓,m³/h => L/s,ok,200746.99652777778L/s,"","",$equipRef $navName,"","","","",@p:ubcv:r:20966ced-a489ba2f CEME HW Main Meter,"",✓,@p:ubcv:r:21697fca-cf4b94ab CEME Utilities,✓,0.25L/s,10min,2020-05-12T14:20:00-07:00 Los_Angeles,"",consumption,217118,2018-01-17T16:00:00-08:00 Los_Angeles,ok,"",✓,Number,"","",Flow,"","","","","","",✓,"","","","",✓,@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","","","",Los_Angeles,L/s,"",✓,"",✓,"","",2020-04-28T00:03:35.499Z UTC
@p:ubcv:r:2645c32a-5f2cc5aa CEME Unsorted Points BACx_LSDHXV1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL298,"","",BACx_LSDHXV1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.913-07:00 Los_Angeles,"",BACx_LSDHXV1S,"",AV461,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_LSDHXV1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.25Z UTC
@p:ubcv:r:261f61b3-9629a30e Thunderbird Park Unsorted Points DLA7WFTM1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL216,"","",DLA7WFTM1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:24:10-07:00 Los_Angeles,"","",298862,2020-04-07T08:16:55-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.978-07:00 Los_Angeles,"",DLA7WFTM1,✓,AV371,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_216,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.316Z UTC
