id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bacnetWriteLevel,bmsName,bridgeName,cmd,co2,connRef,cooling,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,dxCoilMode,effective,elec,elecMeterLoad,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,min,mixed,mode,navName,newPoint,noTagMatch,objectId,occ,occupancyIndicator,oldPoint,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,preFilter,pressure,primaryLoop,pump,quantityID,reliability,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,vfd,volume,water,waterMeterLoad,wifi,wifiId,writable,writeLevel,writeStatus,zachName,zone,zones,mod
@p:ubcv:r:2242fc12-6311d403 AERL Office 4 Zone JCL-NAE12/N2-B.02B017UN.EF5-C,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000745,"",✓,"",JCL-NAE12/N2-B.02B017UN.EF5-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On",EF5,@p:ubcv:r:25d48c78-9dad9eb8 AERL Office 4 Zone,✓,✓,"","","",@p:ubcv:r:2242ea4c-2f7027d9 AERL Floor 4,"","",✓,"","","",2020-02-10T15:09:12-08:00 Los_Angeles,"","","",517,2018-03-14T20:30:05-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T13:54:12.57-07:00 Los_Angeles,2018-12-07T09:45:28.833-08:00 Los_Angeles,"","","","","",Exhaust Fan Run Cmd,"","",BO3000744,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:25d48c78-872605a3 AERL Office 4,✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"",JCL-NAE12/N2-B.02B017UN.EF5-C.Trend,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:55:18.615Z UTC
@p:ubcv:r:253ba086-d4d45bcb AERL Unsorted Points JCL-NAE12/Programming.Data share.OA-T (NV),"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3008928,"",✓,"",JCL-NAE12/Programming.Data share.OA-T (NV),"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",9962,2019-10-16T15:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T13:54:12.572-07:00 Los_Angeles,"","","","","","",JCL-NAE12/Programming.Data share.OA-T (NV),"",✓,AV3008925,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE12/Programming.Data share.OA-T (NV).Trend1,Los_Angeles,°C,"","","","","","","","","","","","","","",2020-04-09T19:01:59.247Z UTC
@p:ubcv:r:247f29f9-78c3c618 AERL Unsorted Points JCL-NAE13/FCB.Local Application.AL-HX1_316-HS-T,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000026,"",✓,"",JCL-NAE13/FCB.Local Application.AL-HX1_316-HS-T,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33253,2019-05-27T04:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:13.79-07:00 Los_Angeles,"","","","","","",JCL-NAE13/FCB.Local Application.AL-HX1_316-HS-T,✓,✓,AI3000024,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE13/FCB.Local Application.AL-HX1_316-HS-T.Trend1,Los_Angeles,°C,"","","","","","","","","","","",AL-HX1.316-HS-T,"","",2020-04-09T19:02:17.599Z UTC
@p:ubcv:r:2242fc12-26225755 AERL AHU-03 JCL-NAE12/N2-B.02B006UN.H-VLV,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3006673,"",✓,"",JCL-NAE12/N2-B.02B006UN.H-VLV,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2242f080-55ab4735 AERL AHU-03,"","","","","",@p:ubcv:r:2203b248-53158c67 AERL Air Systems,✓,✓,✓,"","","",2019-11-22T07:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [117] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",85731,2018-03-19T08:00:00-07:00 Los_Angeles,fault,"",✓,✓,✓,Number,2020-05-11T00:31:14.102-07:00 Los_Angeles,2018-12-07T09:45:29.264-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"","",AO3000394,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-a36dda43 .+(\.|-| )HC?x?-VLV(-O)?,"","",Los_Angeles,%,"",✓,"","",✓,@p:ubcv:r:2093fba4-bfe38380 AERL HW Main Meter,"","","","","","","","",2020-04-14T16:49:59.531Z UTC
@p:ubcv:r:247f2c29-db3e9387 AERL Unsorted Points JCL-NAE12/N2-B.02B005UN.125-ALM,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3005898,"",✓,"",JCL-NAE12/N2-B.02B005UN.125-ALM,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2019-10-15T07:40:06-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [24] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",45923,2019-05-22T16:25:18-07:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-11T05:22:39.961-07:00 Los_Angeles,"","","","","","",JCL-NAE12/N2-B.02B005UN.125-ALM,✓,✓,AI3005893,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,_,"","","","","","","","","","","","","","",2020-04-09T19:15:04.025Z UTC
@p:ubcv:r:224555b2-4fb2dfff AERL Heating Plant HX-01 JCL-NAE59/BACnet1.AERL-EMTR.Analog-Inputs.AI-10,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000246,"",✓,"",JCL-NAE59/BACnet1.AERL-EMTR.Analog-Inputs.AI-10,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","",✓,"","",@p:ubcv:r:22459c7a-55a4d373 AERL Heating Plant HX-01,"","","","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2019-02-07T12:30:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [41] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",13276,2018-03-18T11:00:00-07:00 Los_Angeles,fault,"",✓,✓,"",Number,2020-05-12T12:37:47.67-07:00 Los_Angeles,2018-12-07T09:45:28.836-08:00 Los_Angeles,"","","","","",Entering Hot Water Temp,"","",AI3000235,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-f6f97125 JCL-NAE59/BACnet1.AERL-EMTR.Analog-Inputs.AI-10,✓,"",Los_Angeles,°C,"","","","",✓,"","","","","","","","","",2020-04-14T16:50:03.009Z UTC
@p:ubcv:r:253ba37e-a7a2a983 AERL Unsorted Points P06 JCL-NAE13/FCB.FEC-007.P06-S,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000855,"",✓,"",JCL-NAE13/FCB.FEC-007.P06-S,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Off,On",P06,@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T13:53:48-07:00 Los_Angeles,"","","",1776,2019-10-16T11:13:03-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:00:13.81-07:00 Los_Angeles,"","","","","","",Run Status,"","",BI3000673,"","","","","","","",✓,"","","","","",✓,"","","",✓,"","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"",JCL-NAE13/FCB.FEC-007.P06-S.Trend1,Los_Angeles,"","","","","","","","","","","","",3160.AHU-03.P07-S,"","",2020-05-12T11:03:27.653Z UTC
@p:ubcv:r:2242fc12-193b5fc7 AERL AHU-03 JCL-NAE12/N2-B.02B006UN.OAD-S,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3006676,"",✓,"",JCL-NAE12/N2-B.02B006UN.OAD-S,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","Close,Open","",@p:ubcv:r:2242f080-55ab4735 AERL AHU-03,"","","","","",@p:ubcv:r:2203b248-53158c67 AERL Air Systems,"","",✓,"","","",2019-10-15T08:01:05-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [121] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",885,2018-01-31T20:20:08-08:00 Los_Angeles,fault,"","",✓,✓,Bool,2020-05-11T00:31:14.097-07:00 Los_Angeles,2018-12-07T09:45:29.294-08:00 Los_Angeles,"","","","","",Outside Air Damper Status,"","",BI3000402,"","",✓,"","","",✓,✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-4effc309 .+(\.|-| )OAD-S,"","",Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:50:25.105Z UTC
@p:ubcv:r:20daea61-1df6dea1 AERL AHU-01 JCL-NAE12/N2-B.02B004UN.SA-F,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000275,"",✓,"",JCL-NAE12/N2-B.02B004UN.SA-F,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:20dae5fa-ccb58b9a AERL AHU-01,"","","","",✓,@p:ubcv:r:2203b248-53158c67 AERL Air Systems,"","",✓,"","","",2019-10-09T07:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [47] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",39833,2017-06-18T13:30:00-07:00 Los_Angeles,fault,"","",✓,✓,Number,2020-05-11T05:22:39.952-07:00 Los_Angeles,2018-12-07T09:45:29.28-08:00 Los_Angeles,"","","","","",Discharge Air Flow,"","",AI3000274,"","",✓,"","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",Los_Angeles,L/s,"","","","","","","","","","","","","","",2020-04-14T16:50:00.577Z UTC
@p:ubcv:r:224555b2-8e3526dc AERL Unsorted Points JCL-NAE13/Memory Usage Trend Log,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000005,"",✓,"",JCL-NAE13/Memory Usage Trend Log,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T00:00:00-07:00 Los_Angeles,"","","",889,2017-11-13T00:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:13.564-07:00 Los_Angeles,2018-07-30T13:54:04.381-07:00 Los_Angeles,"","","","","",JCL-NAE13/Memory Usage Trend Log,"",✓,DEV559,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,_,"","","","","","","","","","","","","","",2020-04-09T19:15:20.449Z UTC
@p:ubcv:r:2093fba4-873fc7f5 AERL HW Main Meter Power,"","","","",@p:ubcv:r:21c7245b-dead55ca AERL DES Meter,AI5,"","",✓,"","","","","",@p:ubcv:r:21c7245b-dead55ca AERL DES Meter,"","","",✓,"",ok,6.300000190734863kW,"","","","",$equipRef $navName,"","","","","","","","","",@p:ubcv:r:2093fba4-bfe38380 AERL HW Main Meter,"","","","","",@p:ubcv:r:21697fca-1fbbf610 AERL Utilities,"","",✓,5kW,15min,"",2020-05-12T14:01:00-07:00 Los_Angeles,"","","",229640,2016-07-12T12:45:00-07:00 Los_Angeles,ok,"",✓,"","",Number,"","","","","","","",Power,"","","","","","","","","","",✓,"",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,kW,✓,"","","",✓,"","","","","","","","","",2020-05-12T08:00:09.708Z UTC
@p:ubcv:r:2242fc12-a8647c73 AERL Office 2 Zone JCL-NAE12/N2-B.02B013UN.DAMP-OP,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3001663,"",✓,"",JCL-NAE12/N2-B.02B013UN.DAMP-OP,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:25d48c78-586852f2 AERL Office 2 Zone,"","","","","",@p:ubcv:r:2242e995-27198246 AERL Floor 2,"","",✓,"","","",2020-05-12T13:54:00-07:00 Los_Angeles,"","","",880601,2018-03-20T08:09:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.578-07:00 Los_Angeles,2018-12-07T09:45:28.844-08:00 Los_Angeles,"","","","","","Discharge Air Damper ","","",AO3000655,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:25d48c78-123b66d3 AERL Office 2,"","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-bebb2d0d .+(\.|-| )DAMP-OP,"",JCL-NAE12/N2-B.02B013UN.DAMP-OP.Trend1,Los_Angeles,%,"","","","","","","","","","","","","","",2020-04-14T16:50:00.581Z UTC
@p:ubcv:r:2242fc11-15f9c0be AERL Rm 104 VAV5 JCL-NAE12/N2-B.02B011VM.SUPFLOSP,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000596,"",✓,"",JCL-NAE12/N2-B.02B011VM.SUPFLOSP,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2242f1dd-6627c231 AERL Rm 104 VAV5,"","","","",✓,@p:ubcv:r:2242ea4c-73a9dfb1 AERL Floor 1,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37340,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.58-07:00 Los_Angeles,2019-04-11T16:04:13.702-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"","",AO3000595,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:2242f1dd-742e7bb4 AERL Rm 104,"","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"",✓,"","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"",JCL-NAE12/N2-B.02B011VM.SUPFLOSP.Trend,Los_Angeles,L/s,"","","","","","","","","","","","","","",2020-04-09T19:01:59.256Z UTC
@p:ubcv:r:2242fc11-9b194261 AERL Lab 2 Zone JCL-NAE12/N2-A.02A001UN.WEST-T,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000003,"",✓,"",JCL-NAE12/N2-A.02A001UN.WEST-T,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:25d48c78-135df3d7 AERL Lab 2 Zone,"","","","","",@p:ubcv:r:2242e995-27198246 AERL Floor 2,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37337,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.581-07:00 Los_Angeles,2018-12-07T09:45:38.201-08:00 Los_Angeles,"","","","","",Zone Temp,"","",AI3000002,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:25d48c78-aef765e2 AERL Lab 2,"","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3e-053e5cc6 .+(\.|-| )WEST-T,✓,JCL-NAE12/N2-A.02A001UN.WEST-T.Trend,Los_Angeles,°C,"","","","","","","","","","","","",✓,"",2020-04-09T19:01:59.257Z UTC
@p:ubcv:r:2242fc12-1b4339f6 AERL ATRIUM DPR2 JCL-NAE12/N2-B.02B018UN.DPR2-C,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3006351,"",✓,"",JCL-NAE12/N2-B.02B018UN.DPR2-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","",✓,"","","",$equipRef $equipName $bmsName,✓,"","","","","","","",DPR2,@p:ubcv:r:2242f080-643125cb AERL ATRIUM,"","","","","",@p:ubcv:r:22453f95-9220b82c AERL Floor 5,"","",✓,"","","",2020-05-12T13:50:00-07:00 Los_Angeles,"","","",111811,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T13:54:12.582-07:00 Los_Angeles,2018-12-07T09:45:28.652-08:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"","",BO3000770,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"",JCL-NAE12/N2-B.02B018UN.DPR2-C.Trend1,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:50:41.578Z UTC
@p:ubcv:r:2242fc12-5147ab69 AERL Heating Plant P4 JCL-NAE12/N2-B.02B001DX.P4-S,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3001380,"",✓,"",JCL-NAE12/N2-B.02B001DX.P4-S,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Off,On",P4,@p:ubcv:r:2242f080-587be69b AERL Heating Plant,"","","","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2019-05-22T07:54:12-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [11] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",189,2018-01-06T06:56:38-08:00 Los_Angeles,fault,"","",✓,✓,Bool,2020-05-11T05:22:39.867-07:00 Los_Angeles,2018-12-07T09:45:28.837-08:00 Los_Angeles,"","","","","",Run Status,"","",BI3000166,"","","","","","","",✓,"","","","","",✓,"","","",✓,"","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",Los_Angeles,"","","","","","","","","","","","","","","",2020-05-12T11:03:27.52Z UTC
@p:ubcv:r:2242fc11-7531ca70 AERL other FC-1 JCL-NAE12/N2-A.02A007UN.SF-C,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000075,"",✓,"",JCL-NAE12/N2-A.02A007UN.SF-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:2242f07f-70368ff9 AERL other FC-1,"",✓,"","","",@p:ubcv:r:2242ea4c-73a9dfb1 AERL Floor 1,"","",✓,"","","",2020-02-10T15:09:12-08:00 Los_Angeles,"","","",891,2018-03-14T21:00:04-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T13:54:12.584-07:00 Los_Angeles,2018-12-07T09:45:36.086-08:00 Los_Angeles,"","","","","",Discharge Fan Run Cmd,"","",BO3000074,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:2242f5aa-09caa776 AERL other,✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"",JCL-NAE12/N2-A.02A007UN.SF-C.Trend,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:50:46.065Z UTC
@p:ubcv:r:20daea22-84c822c1 AERL AHU-01 P5 JCL-NAE12/N2-B.02B004UN.P5-C,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000287,"",✓,"",JCL-NAE12/N2-B.02B004UN.P5-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Off,On",P5,@p:ubcv:r:20dae5fa-ccb58b9a AERL AHU-01,"","","","","",@p:ubcv:r:2203b248-53158c67 AERL Air Systems,"","",✓,"","","",2019-10-08T07:52:02-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [49] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",1189,2017-05-19T14:35:19-07:00 Los_Angeles,fault,"","",✓,✓,Bool,2020-05-11T05:22:39.932-07:00 Los_Angeles,2018-12-07T09:45:29.278-08:00 Los_Angeles,"","","","","",Run Cmd,"","",BO3000286,"","",✓,"","","","",✓,"","","","","",✓,"","","",✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","",Los_Angeles,"","","","","","","","","","","","","","","",2020-05-12T11:03:27.78Z UTC
@p:ubcv:r:2242fc12-ac2097b8 AERL AHU-01 JCL-NAE12/Programming.Outside Air.OA-T,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3001169,"",✓,"",JCL-NAE12/Programming.Outside Air.OA-T,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:20dae5fa-ccb58b9a AERL AHU-01,"","","","","",@p:ubcv:r:2203b248-53158c67 AERL Air Systems,"","",✓,"","","",2019-10-10T14:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [14] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",27089,2018-03-18T16:00:00-07:00 Los_Angeles,fault,"","",✓,✓,Number,2020-05-11T05:22:39.87-07:00 Los_Angeles,2018-12-07T09:45:29.297-08:00 Los_Angeles,"","","","","",Outside Air Temp,"","",AV3001168,"","",✓,"","","",✓,✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,✓,"",Los_Angeles,°C,"","","","","","","","","","","","","","",2020-04-14T16:50:02.737Z UTC
@p:ubcv:r:2242fc11-c996f032 AERL Office 2 Zone JCL-NAE12/N2-B.02B013UN.EASTCO-L,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000644,"",✓,"",JCL-NAE12/N2-B.02B013UN.EASTCO-L,"","",✓,@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:25d48c78-586852f2 AERL Office 2 Zone,"","","","","",@p:ubcv:r:2242e995-27198246 AERL Floor 2,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37339,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.585-07:00 Los_Angeles,2018-12-07T09:45:38.22-08:00 Los_Angeles,"","","","","",Zone Co2,"","",AI3000643,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:25d48c78-123b66d3 AERL Office 2,"","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-73560e39 .+(\.|-| )EASTCO-L,"",JCL-NAE12/N2-B.02B013UN.EASTCO-L.Trend,Los_Angeles,ppm,"","","","","","","","","","","","",✓,"",2020-04-09T19:01:59.259Z UTC
@p:ubcv:r:253ba37e-e4f46c6e AERL Unsorted Points JCL-NAE13/FCB.FEC-006.HCV-O,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000783,"",✓,"",JCL-NAE13/FCB.FEC-006.HCV-O,"",✓,"",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"",✓,✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",29542,2019-10-17T07:20:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:00:13.847-07:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"","",AO3000658,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-5b7eff36 .+(\.|-| )HCV-O,"",JCL-NAE13/FCB.FEC-006.HCV-O.Trend1,Los_Angeles,%,"",✓,"","",✓,"","","","","","",3160.AHU-02.HCV-O,"","",2020-04-09T19:02:17.607Z UTC
