id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,chilled,cmd,connRef,cooling,curStatus,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,gas,groupRef,heating,his,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,navName,noTagMatch,objectId,outside,parcHtgEnergy,parc_Meter,perimeterHeat,point,pointType,power,pressure,pump,quantityID,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:245f4baa-155834fc Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.ZN-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000163,TL3000663,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.ZN-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.943-07:00 Los_Angeles,"","",Zone Temp,"",AI3000163,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.884Z UTC
@p:ubcv:r:245f4bac-d95cf482 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.ZN5-H,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3001315,TL3001323,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.ZN5-H,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",50584,2019-05-02T12:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T15:53:32.945-07:00 Los_Angeles,"","",Zone Humidity,"",AI3001315,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-0f1acace .+(\.|-| )ZN(LL)?(\d+)?\w?-H,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.ZN5-H.Trend1,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:01:57.885Z UTC
@p:ubcv:r:245f4bac-9c1711c6 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-27.ZN1-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000316,TL3000979,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-27.ZN1-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49766,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.948-07:00 Los_Angeles,"","",Zone Temp,"",AI3000316,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-27.ZN1-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.886Z UTC
@p:ubcv:r:245f4baa-ee247447 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.SF-S,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3000171,TL3000667,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.SF-S,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"",✓,"",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-08T09:48:29-07:00 Los_Angeles,"","",985,2019-04-29T17:00:12-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.716-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BI3000171,"","","","",✓,"","","","","",✓,"",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.SF-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:28.107Z UTC
@p:ubcv:r:245f4bac-80794926 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Fire Alarm Status,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3001333,TL3001338,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Fire Alarm Status,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","Normal,Alarm","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-04-22T11:19:33-07:00 Los_Angeles,"","",1633,2019-05-01T15:07:30-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.656-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Fire Alarm Status,✓,BI3001333,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Fire Alarm Status.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:52:37.397Z UTC
@p:ubcv:r:245f4bac-0962946e Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.ZN4-H,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3001313,TL3001321,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.ZN4-H,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",50584,2019-05-02T12:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T15:53:32.95-07:00 Los_Angeles,"","",Zone Humidity,"",AI3001313,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-0f1acace .+(\.|-| )ZN(LL)?(\d+)?\w?-H,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.ZN4-H.Trend1,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:01:57.887Z UTC
@p:ubcv:r:245f4bac-9e128282 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.OA-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000242,TL3000841,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.OA-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.952-07:00 Los_Angeles,"","",Outside Air Temp,"",AI3000242,✓,"","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.OA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.888Z UTC
@p:ubcv:r:245f4bac-ce43d707 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.EF-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000324,TL3000991,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.EF-O,"","",✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,✓,✓,"",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49766,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.955-07:00 Los_Angeles,"","",Exhaust Fan Speed Cmd,"",AO3000324,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","",✓,"","","",@p:ubcv:r:23e65d3d-b21f41f2 .+(\.|-| )EF\d?\w?-O,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.EF-O.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:01:57.889Z UTC
@p:ubcv:r:245f4bac-850c3058 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.Parameters.EFFCLG-SP,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000533,TL3001037,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.Parameters.EFFCLG-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),✓,unknown,$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.958-07:00 Los_Angeles,"","",Zone Temp Effective Cooling Sp,"",AV3000533,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.Parameters.EFFCLG-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.89Z UTC
@p:ubcv:r:245f4bac-7fecd135 Parc Library Unsorted Points JCL-NAE07/FCB-01.Boiler 1 Integration.AV-1,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3002090,TL3002172,✓,JCL-NAE07/FCB-01.Boiler 1 Integration.AV-1,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-04-22T11:20:32-07:00 Los_Angeles,"","",33376,2019-04-28T20:51:14-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.699-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.Boiler 1 Integration.AV-1,✓,AV3002090,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.Boiler 1 Integration.AV-1.Trend1,Los_Angeles,_,"","","","","",2020-04-09T19:15:03.298Z UTC
@p:ubcv:r:245f4bac-915f99b7 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.HP01-S,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3000262,TL3000878,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.HP01-S,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-04-22T11:19:33-07:00 Los_Angeles,"","",350,2019-05-06T09:11:30-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.659-07:00 Los_Angeles,"","",Pump Run Status,"",BI3000262,"","","","",✓,"","","",✓,"",✓,"",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-23085a85 .+(\.|-|_)C?H?P\d+(-)?S,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.HP01-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:21.59Z UTC
@p:ubcv:r:245f4ba7-d4053559 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.DA-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000066,TL3000385,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.DA-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.96-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI3000066,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.DA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.892Z UTC
@p:ubcv:r:245f4ba9-b3ebc7ce Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-12.CLG-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000134,TL3000573,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-12.CLG-O,"",✓,✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),✓,unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.962-07:00 Los_Angeles,"","",Cooling Valve Cmd,"",AO3000134,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-12.CLG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:57.893Z UTC
@p:ubcv:r:245f4bac-d784ffc9 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BLR1LW-T,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000245,TL3000844,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BLR1LW-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:53:32.964-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI3000245,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-b48d08e5 .+(\.|-| )BLR\dLW-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BLR1LW-T.Trend1,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:01:57.894Z UTC
@p:ubcv:r:245f4ba8-5326122f Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-08.ZN-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000086,TL3000446,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-08.ZN-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.967-07:00 Los_Angeles,"","",Zone Temp,"",AI3000086,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-08.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.895Z UTC
@p:ubcv:r:245f4bac-beb7944a Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.ZN3-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000282,TL3000900,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.ZN3-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49766,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.969-07:00 Los_Angeles,"","",Zone Temp,"",AI3000282,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.ZN3-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.896Z UTC
@p:ubcv:r:245f4bac-597a59e4 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWE-T,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3001342,TL3004378,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWE-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:45:00-07:00 Los_Angeles,"","",34145,2019-05-02T00:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.755-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWE-T,✓,AI3001342,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWE-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.897Z UTC
@p:ubcv:r:245f4bac-14b52450 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.ZNx-T (NV),"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000911,TL3001061,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.ZNx-T (NV),"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.972-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.ZNx-T (NV),✓,AV3000911,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.ZNx-T (NV).Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.898Z UTC
@p:ubcv:r:245f4bac-9a99baad Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.Parameters.EFFHTG-SP,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000408,TL3001028,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.Parameters.EFFHTG-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,✓,✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.99-07:00 Los_Angeles,"","",Zone Temp Effective Heating Sp,"",AV3000408,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"",✓,"","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.Parameters.EFFHTG-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.899Z UTC
@p:ubcv:r:245f4baa-4fbb739e Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.DA-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000165,TL3000664,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.DA-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.994-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI3000165,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.DA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.9Z UTC
@p:ubcv:r:245f4bab-c8f5fad0 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Return Temperature,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000231,TL3000830,✓,JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Return Temperature,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.997-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Return Temperature,✓,AI3000231,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Return Temperature.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.901Z UTC
@p:ubcv:r:245f4c25-3df92153 Parc Library Unsorted Points P04 JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.P04-C,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BO3000256,TL3000856,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.P04-C,"","",✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $equipName $bmsName,"","","","","","","","Off,On",P04,@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-04-22T11:19:33-07:00 Los_Angeles,"","",603,2019-04-30T14:19:57-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.668-07:00 Los_Angeles,"","",Run Cmd,"",BO3000256,"","","","",✓,"","","",✓,"",✓,"","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","","",Los_Angeles,"","","","","","",2020-05-12T11:03:27.76Z UTC
