id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,bypass,chilled,cmd,co2,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,des,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,gas,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mode,navName,nestHW,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,primaryLoop,primarySide,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,slab,smokeDetector,sourceID,sp,speed,sqlConnRef,sqlPoint,sump,tagTableRef,temp,temporary,temporaryOccupancy,testUnits,tlName,toTag,tz,uh,unit,utilityPoint,valve,volume,warmCoomAdjust,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22c59bc0-eaf2317c AMS Nest Rm LL305 VAV-0-07 JCL-NAE40/FCB-01.VMA-15.HTG-O,"","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3000559,"",✓,JCL-NAE40/FCB-01.VMA-15.HTG-O,"","","","",✓,"","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59bc0-4018827a AMS Nest Rm LL305 VAV-0-07,"","","","","","",@p:ubcv:r:22c04b19-0bbc31f3 AMS Nest Floor 0,✓,"",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",64851,2018-06-26T06:15:00-07:00 Los_Angeles,ok,"",✓,"",✓,"",Number,2020-05-12T14:00:14.562-07:00 Los_Angeles,2018-12-07T09:45:35.679-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"","",AO3000134,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043b-d1fdc6ad AMS Nest Rm LL305,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","","","",JCL-NAE40/FCB-01.VMA-15.HTG-O.Trend1,"",Los_Angeles,"",%,"",✓,"","",✓,"","",FVAV-0-07.HTG-O,"",2020-04-09T19:02:09.481Z UTC
@p:ubcv:r:22c59bc0-1d931ebf AMS Nest Rm LL306 VAV-0-08 JCL-NAE40/FCB-01.VMA-16.DPR-O,"",✓,"","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3000578,"",✓,JCL-NAE40/FCB-01.VMA-16.DPR-O,"","","","",✓,"","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","",✓,"","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59bc0-83939c9e AMS Nest Rm LL306 VAV-0-08,"","","","","","",@p:ubcv:r:22c04b19-0bbc31f3 AMS Nest Floor 0,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",64951,2018-06-26T06:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:00:14.577-07:00 Los_Angeles,2019-04-11T16:04:13.556-07:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"","",AO3000142,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043c-89f447d5 AMS Nest Rm LL306,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","","","",JCL-NAE40/FCB-01.VMA-16.DPR-O.Trend1,"",Los_Angeles,"",%,"","","","","","","",FVAV-0-08.DPR-O,"",2020-04-09T19:02:09.483Z UTC
@p:ubcv:r:226b94b3-6b29d9dd AMS Nest Cooling Plant HP-02 JCL-NAE43/FCB-01.FEC-15.CH02CHR-T,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3006584,"",✓,JCL-NAE43/FCB-01.FEC-15.CH02CHR-T,"","","",✓,"","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","",✓,"","",@p:ubcv:r:22722c7a-58bb9445 AMS Nest Cooling Plant HP-02,"","","","","","",@p:ubcv:r:216980c6-65c96bd9 AMS Nest Hydronic Systems,"","","","",✓,"","","",2020-05-12T11:03:00-07:00 Los_Angeles,"","","",18311,2018-04-19T14:33:03-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:48.348-07:00 Los_Angeles,2018-12-07T09:45:35.513-08:00 Los_Angeles,"","","","","",Entering Chilled Water Temp,"","",AI3004336,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-ff3cb260 .+(\.|-| )CH\d+CHR-T,✓,"","","",JCL-NAE43/FCB-01.FEC-15.CH02CHR-T.Trend2,"",Los_Angeles,"",°C,"","","","",✓,"","","","",2020-04-14T16:50:01.148Z UTC
@p:ubcv:r:22c59bf3-bf649cbe AMS Nest Unsorted Points JCL-NAE41/FCB-01.FEC-20.AC5-C,"","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3002706,"",✓,JCL-NAE41/FCB-01.FEC-20.AC5-C,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-01-15T12:09:38-08:00 Los_Angeles,"","","",511,2018-06-22T19:46:47-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:03:23.129-07:00 Los_Angeles,2018-07-30T13:54:11.401-07:00 Los_Angeles,"","","","","",JCL-NAE41/FCB-01.FEC-20.AC5-C,"",✓,BO3000843,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE41/FCB-01.FEC-20.AC5-C.Trend1,"",Los_Angeles,"","","","","","","","","","","",2020-04-08T18:55:44.098Z UTC
@p:ubcv:r:260ca754-f234b13e AMS Nest Unsorted Points JCL-NAE43/FCB-02.FEC-50.MECHRM-SP,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3010566,"","",JCL-NAE43/FCB-02.FEC-50.MECHRM-SP,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-03-25T12:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [90] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",177,2020-03-23T16:15:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:14.782-07:00 Los_Angeles,"","","","","","",JCL-NAE43/FCB-02.FEC-50.MECHRM-SP,"",✓,AV3009142,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE43/FCB-02.FEC-50.MECHRM-SP.Trend2,"",Los_Angeles,"",_,"","","","","","","",RF-01 through RF-04.MECHRM-SP,"",2020-04-09T19:15:15.58Z UTC
@p:ubcv:r:22c59bc0-e9d19ead AMS Nest Unsorted Points JCL-NAE40/BACnet IP layer interface.Device-400526.AI-41001,"","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3001957,"",✓,JCL-NAE40/BACnet IP layer interface.Device-400526.AI-41001,"","","","","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-01-13T07:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [79] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",53724,2018-06-26T06:15:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-12T12:37:47.928-07:00 Los_Angeles,2018-07-30T13:54:10.093-07:00 Los_Angeles,"","","","","",JCL-NAE40/BACnet IP layer interface.Device-400526.AI-41001,"",✓,AI3001895,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE40/BACnet IP layer interface.Device-400526.AI-41001.Trend1,"",Los_Angeles,"",_,"","","","","","","","","",2020-04-09T19:15:15.243Z UTC
@p:ubcv:r:22c59bf4-a6e950f8 AMS Nest Rm 4207 HP-15 JCL-NAE41/FCB-02.FEC-48.HP15a-C,"","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3003853,"",✓,JCL-NAE41/FCB-02.FEC-48.HP15a-C,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22c59bf4-992f2011 AMS Nest Rm 4207 HP-15,"","","","","","",@p:ubcv:r:2203b248-ca87681d AMS Nest Air Systems,"","","","",✓,"","","",2020-05-12T13:48:09-07:00 Los_Angeles,"","","",13551,2018-06-26T08:47:24-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:03:23.525-07:00 Los_Angeles,2018-07-30T13:54:06.309-07:00 Los_Angeles,"","","","","",JCL-NAE41/FCB-02.FEC-48.HP15a-C,"",✓,BO3001449,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE41/FCB-02.FEC-48.HP15a-C.Trend1,"",Los_Angeles,"","","","","","","","","","","",2020-04-08T18:50:44.907Z UTC
@p:ubcv:r:22c59c13-416c6b30 AMS Nest Rm 3522 VAV-3-33 JCL-NAE42/FCB-02.VMA-26.ZN3522-SP,"",✓,"","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"",TL3001598,"",✓,JCL-NAE42/FCB-02.VMA-26.ZN3522-SP,"","","","","","","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"","","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:22c59c13-01b8ffe3 AMS Nest Rm 3522 VAV-3-33,"","","","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-04-23T09:10:07-07:00 Los_Angeles,"","","",60,2018-06-07T14:45:50-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:43.564-07:00 Los_Angeles,2018-12-07T09:45:35.868-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"","",AV3000336,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22c04b18-ed4c115a AMS Nest Rm 3522,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","",✓,"","","","",@p:ubcv:r:23e65d3e-9feca02b .+(\.|-| )ZN(LL)?\d+\w?-SP,✓,"","","",JCL-NAE42/FCB-02.VMA-26.ZN3522-SP.Trend1,"",Los_Angeles,"",°C,"","","","","","","","",✓,2020-04-09T19:02:10.933Z UTC
@p:ubcv:r:260ca755-9a2094d2 AMS Nest Unsorted Points JCL-NAE43/FCB-02.FEC-10.CHWISO-C,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3009308,"","",JCL-NAE43/FCB-02.FEC-10.CHWISO-C,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-03-23T10:20:46-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [35] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",1,2020-03-23T10:20:46-07:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.124-07:00 Los_Angeles,"","","","","","",JCL-NAE43/FCB-02.FEC-10.CHWISO-C,"",✓,BO3008350,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE43/FCB-02.FEC-10.CHWISO-C.Trend1,"",Los_Angeles,"","","","","","","","","",Radiant Floor System.CHWISO-C,"",2020-04-08T18:50:07.734Z UTC
@p:ubcv:r:22c43bc3-12eccb4c AMS Nest AHU-05 JCL-NAE43/FCB-01.FEC-34.Setpoints.EFFDAT-BIAS,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3002215,"",✓,JCL-NAE43/FCB-01.FEC-34.Setpoints.EFFDAT-BIAS,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c43bc3-e97b2b4d AMS Nest AHU-05,"","","","","","",@p:ubcv:r:2203b248-ca87681d AMS Nest Air Systems,"","","","",✓,"","","",2020-04-17T07:04:32-07:00 Los_Angeles,"","","",19759,2018-06-07T14:54:50-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:48.086-07:00 Los_Angeles,2018-07-30T13:54:08.291-07:00 Los_Angeles,"","","","","",JCL-NAE43/FCB-01.FEC-34.Setpoints.EFFDAT-BIAS,"",✓,AV3002214,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE43/FCB-01.FEC-34.Setpoints.EFFDAT-BIAS.Trend1,"",Los_Angeles,"",°C,"","","","","","","",AHU-05.EFFDAT-BIAS,"",2020-04-30T11:09:53.01Z UTC
@p:ubcv:r:260ca754-91370aa4 AMS Nest Unsorted Points JCL-NAE43/FCB-02.FEC-10.Parameters.RFDP-SP,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3010875,"","",JCL-NAE43/FCB-02.FEC-10.Parameters.RFDP-SP,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-03-25T11:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [18] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",49,2020-03-23T11:00:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:14.527-07:00 Los_Angeles,"","","","","","",JCL-NAE43/FCB-02.FEC-10.Parameters.RFDP-SP,"",✓,AV3009312,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE43/FCB-02.FEC-10.Parameters.RFDP-SP.Trend1,"",Los_Angeles,"",_,"","","","","","","",Radiant Floor System.RFDP-SP,"",2020-04-09T19:15:15.584Z UTC
@p:ubcv:r:22c43bc3-bea5143f AMS Nest AHU-06 JCL-NAE43/FCB-01.FEC-36.DAPHI-A,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3002279,"",✓,JCL-NAE43/FCB-01.FEC-36.DAPHI-A,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Normal,Alarm","",@p:ubcv:r:22c43bc3-ca2c4dfa AMS Nest AHU-06,"","","","","","",@p:ubcv:r:2203b248-ca87681d AMS Nest Air Systems,"","","","",✓,"","","",2020-04-17T07:04:41-07:00 Los_Angeles,"","","",259,2018-06-07T14:54:32-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T13:58:48.108-07:00 Los_Angeles,2018-12-07T09:45:35.68-08:00 Los_Angeles,"","","","","",JCL-NAE43/FCB-01.FEC-36.DAPHI-A,"",✓,BI3002277,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE43/FCB-01.FEC-36.DAPHI-A.Trend1,"",Los_Angeles,"","","","","","","","","",AHU-06.DAPHI-A,"",2020-04-30T11:09:54.562Z UTC
@p:ubcv:r:22c59c15-4d93a548 AMS Nest Rm 2401 VAV-2-20 JCL-NAE42/FCB-01.VMA-34.RZ18 SLAB-T,"","","","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"",TL3003208,"",✓,JCL-NAE42/FCB-01.VMA-34.RZ18 SLAB-T,"","","","","","","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59c14-e1d4fa06 AMS Nest Rm 2401 VAV-2-20,"","","","","","",@p:ubcv:r:22c04b19-adb85333 AMS Nest Floor 2,"","","","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",32868,2018-06-23T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:43.933-07:00 Los_Angeles,2018-12-03T16:05:32.151-08:00 Los_Angeles,"","","","","",JCL-NAE42/FCB-01.VMA-34.RZ18 SLAB-T,"",✓,AI3003201,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22c04b19-f62a91a5 AMS Nest Rm 2401,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE42/FCB-01.VMA-34.RZ18 SLAB-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","","","",2020-04-09T19:02:10.936Z UTC
@p:ubcv:r:22c43bc3-38614527 AMS Nest AHU-02 JCL-NAE43/FCB-01.FEC-28.DA-F,"",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3001882,"",✓,JCL-NAE43/FCB-01.FEC-28.DA-F,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c43bc3-57d8a0ff AMS Nest AHU-02,"","","","",✓,"",@p:ubcv:r:2203b248-ca87681d AMS Nest Air Systems,"","","","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",64949,2018-06-25T05:00:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:48.876-07:00 Los_Angeles,2018-12-07T09:45:35.871-08:00 Los_Angeles,"","","","","",Discharge Air Flow,"","",AI3001881,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","","","",JCL-NAE43/FCB-01.FEC-28.DA-F.Trend1,"",Los_Angeles,"",L/s,"","","","","","","",AHU-02.DA-F,"",2020-04-30T11:09:52.066Z UTC
@p:ubcv:r:22c59bc0-204ba193 AMS Nest HW Submeters Energy Meter - 06 (HW) JCL-NAE40/FCB-01.VENDOR-33.AI-3,"","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3001745,"",✓,JCL-NAE40/FCB-01.VENDOR-33.AI-3,"","","","","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22d77b73-2ffcba78 AMS Nest HW Submeters Energy Meter - 06 (HW),"","","","","","",@p:ubcv:r:21697fca-ea210447 AMS Nest Utilities,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",64890,2018-06-26T06:30:00-07:00 Los_Angeles,ok,"",✓,"",✓,"",Number,2020-05-12T14:00:14.632-07:00 Los_Angeles,2018-12-07T09:45:34.982-08:00 Los_Angeles,✓,"","","","",Leaving Hot Water Temp,"","",AI3001239,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-e98e3ef5 JCL-NAE40/FCB-01.VENDOR-33.AI-3,✓,"","","",JCL-NAE40/FCB-01.VENDOR-33.AI-3.Trend1,"",Los_Angeles,"",°C,"","","","",✓,"","",Supply Temperature,"",2020-04-09T19:02:09.498Z UTC
@p:ubcv:r:22c59bf5-4acf33c0 AMS Nest Rm 4207 HP-15 JCL-NAE41/FCB-02.FEC-48.ZN-SP,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3004902,"",✓,JCL-NAE41/FCB-02.FEC-48.ZN-SP,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:22c59bf4-992f2011 AMS Nest Rm 4207 HP-15,"","","","","","",@p:ubcv:r:2203b248-ca87681d AMS Nest Air Systems,"","","","",✓,"","","",2020-01-15T12:09:38-08:00 Los_Angeles,"","","",30,2018-06-07T14:50:42-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:23.131-07:00 Los_Angeles,2018-12-07T09:45:34.983-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"","",AV3004901,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","",✓,"","","","",@p:ubcv:r:2538dbc2-74c2178f .+(\.|-| )ZN-SP,✓,"","","",JCL-NAE41/FCB-02.FEC-48.ZN-SP.Trend1,"",Los_Angeles,"",°C,"","","","","","","","",✓,2020-04-09T19:02:10.011Z UTC
@p:ubcv:r:22c59c15-713282e1 AMS Nest Rm 3508 VAV-3-30 JCL-NAE42/FCB-02.VMA-23.ZN3508-SP,"",✓,"","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"",TL3002955,"",✓,JCL-NAE42/FCB-02.VMA-23.ZN3508-SP,"","","","","","","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"","","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:22c59c13-cffee025 AMS Nest Rm 3508 VAV-3-30,"","","","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-04-23T09:10:07-07:00 Los_Angeles,"","","",99,2018-06-07T14:45:50-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:43.566-07:00 Los_Angeles,2018-12-07T09:45:34.984-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"","",AV3002954,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22c04b18-8986966b AMS Nest Rm 3508,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","",✓,"","","","",@p:ubcv:r:23e65d3e-9feca02b .+(\.|-| )ZN(LL)?\d+\w?-SP,✓,"","","",JCL-NAE42/FCB-02.VMA-23.ZN3508-SP.Trend1,"",Los_Angeles,"",°C,"","","","","","","","",✓,2020-04-09T19:02:10.94Z UTC
@p:ubcv:r:22c59bf3-642fb138 AMS Nest Unsorted Points JCL-NAE41/FCB-01.FEC-23.ZN FLOW-SP,"","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3002411,"",✓,JCL-NAE41/FCB-01.FEC-23.ZN FLOW-SP,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:23.664-07:00 Los_Angeles,2018-07-30T13:54:07.588-07:00 Los_Angeles,"","","","","",JCL-NAE41/FCB-01.FEC-23.ZN FLOW-SP,"",✓,AV3000664,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE41/FCB-01.FEC-23.ZN FLOW-SP.Trend1,"",Los_Angeles,"",L/s,"","","","","","","","","",2020-04-09T19:02:10.014Z UTC
@p:ubcv:r:22c43bc4-1424a5f5 AMS Nest AHU-10 JCL-NAE43/FCB-01.FEC-58.DPR-O,"",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3006734,"",✓,JCL-NAE43/FCB-01.FEC-58.DPR-O,"","","","",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","",✓,"","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c41cb3-603c649f AMS Nest AHU-10,"","","","","","",@p:ubcv:r:2203b248-ca87681d AMS Nest Air Systems,"","","","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",64920,2018-06-25T05:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:48.88-07:00 Los_Angeles,2018-12-07T09:45:35.872-08:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"","",AO3006707,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","","","",JCL-NAE43/FCB-01.FEC-58.DPR-O.Trend1,"",Los_Angeles,"",_,"","","","","","","",DPR-O,"",2020-04-30T11:09:52.534Z UTC
