id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetDesc,bacnetHis,bacnetPoint,bmsName,boiler,chilled,cmd,connRef,cooling,curStatus,damper,delta,differential,disMacro,discharge,effective,enable,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heating,his,hisConvert,hisEnd,hisErr,hisFunc,hisSize,hisStart,hisStatus,hot,ionaSchedMV,ionaSched_MV,jci,kind,lastSynced,lastTagged,leaving,low,mode,navName,noTagMatch,objectId,occ,outside,point,pointType,pressure,pump,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sp,speed,tagTableRef,temp,testUnits,tlName,tz,unit,valve,water,zone,mod
@p:ubcv:r:238b4077-912ccd56 Iona Rm 500 VAV-052 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.SF-C,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000945,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.SF-C,"","",✓,@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,✓,"","","","Off,On","",@p:ubcv:r:24e5e632-48ee1ec8 Iona Rm 500 VAV-052,"",✓,"",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-11T09:53:09-07:00 Los_Angeles,"","",190,2018-11-19T07:00:11-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:45:18.414-07:00 Los_Angeles,2018-12-07T09:45:36.144-08:00 Los_Angeles,"","","",Discharge Fan Run Cmd,"",BO3000944,"","",✓,"","","",@p:ubcv:r:25fc223f-b18d993c Iona Rm 500,✓,"","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.SF-C.Trend1,Los_Angeles,"","","","",2020-04-08T18:50:08.234Z UTC
@p:ubcv:r:238b4077-8a17eca9 Iona Cooling Plant JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CH1-EN,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3001140,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CH1-EN,"","",✓,@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","",✓,"","Off,On","",@p:ubcv:r:24e5e632-7c4b4e0a Iona Cooling Plant,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T10:52:05-07:00 Los_Angeles,"","",469,2019-03-04T10:46:11-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:45:18.416-07:00 Los_Angeles,2018-12-07T09:45:30.924-08:00 Los_Angeles,"","","",Enable Cmd,"",BO3001007,"","",✓,"","","",@p:ubcv:r:24e5e15f-fc37b3e8 Iona Rm 153,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-df77470d .+(\.|-|_)CH\d(-?\d+)?-EN,"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CH1-EN.Trend1,Los_Angeles,"","","","",2020-04-08T18:52:50.614Z UTC
@p:ubcv:r:238b4077-6d860566 Iona Unsorted Points JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-10,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3001264,✓,JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-10,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","",",","",@p:ubcv:r:2322dda5-34e7842d Iona Unsorted Points,"","","",@p:ubcv:r:2322dda5-a3e422e9 Iona Unsorted Points,"",✓,"","","bacnet::ConfirmedServiceErr: [179] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","","",fault,"","","",✓,Bool,2020-05-12T01:13:13.253-07:00 Los_Angeles,2018-11-25T13:45:23.223-08:00 Los_Angeles,"","","",JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-10,✓,BI3001244,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-10.Trend1,Los_Angeles,"","","","",2020-04-08T18:50:42.711Z UTC
@p:ubcv:r:2324284a-8bfa0c13 Iona Rm 102 VAV-14 JCL-NAE51/N2-1.TU-14.DMPRPOS,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005074,✓,JCL-NAE51/N2-1.TU-14.DMPRPOS,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",✓,"","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-960c3f36 Iona Rm 102 VAV-14,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57090,2018-09-05T23:15:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.843-07:00 Los_Angeles,2018-12-07T09:45:30.324-08:00 Los_Angeles,"","","","Discharge Air Damper ","",AI3004239,"","",✓,"","","",@p:ubcv:r:24e5e631-a7515dbf Iona Rm 102,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:25d74045-54563a0d .+(\.|-| )DMPRPOS,"","",JCL-NAE51/N2-1.TU-14.DMPRPOS.Trend1,Los_Angeles,%,"","","",2020-04-14T16:50:01.808Z UTC
@p:ubcv:r:238b4042-80cfe304 Iona Rm 209 VAV-26 JCL-NAE51/N2-2.TU-26.Parameters.SUPFLOSP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005182,✓,JCL-NAE51/N2-2.TU-26.Parameters.SUPFLOSP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-a9516570 Iona Rm 209 VAV-26,"","",✓,@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.552-07:00 Los_Angeles,2018-12-07T09:45:31.772-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AO3004859,"","",✓,"","","",@p:ubcv:r:24e5e631-673641a2 Iona Rm 209,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE51/N2-2.TU-26.Parameters.SUPFLOSP.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.397Z UTC
@p:ubcv:r:238b4077-2ca9fd11 Iona Rm 153 AV-153 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-15.Parameters.SA-F,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000666,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-15.Parameters.SA-F,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e15f-c68441f1 Iona Rm 153 AV-153,"","",✓,@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.418-07:00 Los_Angeles,2018-12-07T09:45:31.66-08:00 Los_Angeles,"","","",Discharge Air Flow,"",AV3000665,"","",✓,"","","",@p:ubcv:r:24e5e15f-fc37b3e8 Iona Rm 153,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-15.Parameters.SA-F.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.558Z UTC
@p:ubcv:r:238b4077-a7b67cc0 Iona Rm 532 VAV-049 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-16.ZN-T,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000710,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-16.ZN-T,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e632-617b50be Iona Rm 532 VAV-049,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.42-07:00 Los_Angeles,2018-12-07T09:45:31.408-08:00 Los_Angeles,"","","",Zone Temp,"",AI3000709,"","",✓,"","","",@p:ubcv:r:25fc1ed8-21ca83f4 Iona Rm 532,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-16.ZN-T.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.559Z UTC
@p:ubcv:r:23244f4f-9458e1bd Iona Rm 222 VAV-25 JCL-NAE51/N2-2.TU-25.DA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004844,✓,JCL-NAE51/N2-2.TU-25.DA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-bc7709b5 Iona Rm 222 VAV-25,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57049,2018-09-06T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.845-07:00 Los_Angeles,2018-12-07T09:45:30.279-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3004061,"","",✓,"","","",@p:ubcv:r:24e5e631-734f19db Iona Rm 222,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-2.TU-25.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.398Z UTC
@p:ubcv:r:23244e14-1fbc3c8b Iona Rm 435 VAV-40 JCL-NAE51/N2-2.TU-40.Parameters.SUPFLOW,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005199,✓,JCL-NAE51/N2-2.TU-40.Parameters.SUPFLOW,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e632-4e7d56b9 Iona Rm 435 VAV-40,"","",✓,@p:ubcv:r:24e48a79-ef918fa3 Iona Floor 4,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57043,2018-09-06T01:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.846-07:00 Los_Angeles,2018-12-07T09:45:30.296-08:00 Los_Angeles,"","","",Discharge Air Flow,"",AI3005029,"","",✓,"","","",@p:ubcv:r:24e5e632-435e4c8c Iona Rm 435,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE51/N2-2.TU-40.Parameters.SUPFLOW.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.399Z UTC
@p:ubcv:r:238b4077-a7cfff9f Iona Cooling Plant JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.Parameters.CHWDT-SP,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3001061,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.Parameters.CHWDT-SP,"",✓,"",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","",✓,✓,$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e632-7c4b4e0a Iona Cooling Plant,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.424-07:00 Los_Angeles,2018-11-25T13:45:23.318-08:00 Los_Angeles,"","","",Differential Chilled Water Temp Sp,"",AV3001060,"","",✓,"","","",@p:ubcv:r:24e5e15f-fc37b3e8 Iona Rm 153,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:24e5ec64-d7408e1b .+(\.|-| )CHWDT-SP,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.Parameters.CHWDT-SP.Trend1,Los_Angeles,°C,"",✓,"",2020-04-09T19:02:15.562Z UTC
@p:ubcv:r:238b4076-1a599401 Iona Rm 002 FC-02 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-05.EFFHTG-SP,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000124,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-05.EFFHTG-SP,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"",✓,"","","","",@p:ubcv:r:24e5e632-26e7d59e Iona Rm 002 FC-02,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,✓,✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.426-07:00 Los_Angeles,2018-12-07T09:45:31.976-08:00 Los_Angeles,"","","",Zone Temp Effective Heating Sp,"",AV3000123,"","",✓,"","","",@p:ubcv:r:24e5e15e-ad0b4796 Iona Rm 002,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-05.EFFHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.563Z UTC
@p:ubcv:r:23244e14-72a40505 Iona Unsorted Points JCL-NAE51/N2-1.TU-21.Parameters.SUPFLOW,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005163,✓,JCL-NAE51/N2-1.TU-21.Parameters.SUPFLOW,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:2322dda5-34e7842d Iona Unsorted Points,"","",✓,@p:ubcv:r:2322dda5-a3e422e9 Iona Unsorted Points,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57035,2018-09-06T01:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.847-07:00 Los_Angeles,2018-12-07T09:45:30.299-08:00 Los_Angeles,"","","",Discharge Air Flow,"",AI3004687,"","",✓,"","","","","","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE51/N2-1.TU-21.Parameters.SUPFLOW.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.4Z UTC
@p:ubcv:r:235d01f1-c17f27d5 Iona AHU-03 SF JCL-NAE51/N2-2.AHU3.SF-O,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"",Supply fan output,TL3005513,✓,JCL-NAE51/N2-2.AHU3.SF-O,"","",✓,@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24ef2171-f8a83f78 Iona AHU-03 SF,"",✓,"",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",53798,2018-10-19T02:15:00-07:00 Los_Angeles,ok,"",✓,✓,✓,Number,2020-05-12T14:49:28.85-07:00 Los_Angeles,2018-12-07T09:45:30.328-08:00 Los_Angeles,"","","",Discharge Fan Speed Cmd,"",AO3005481,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"",✓,@p:ubcv:r:23e65d3d-c41cb6bb .+(\.|-| )SF(\d+)?-O(.Trend\d)?,"","",JCL-NAE51/N2-2.AHU3.SF-O.Trend1,Los_Angeles,%,"","","",2020-04-09T19:02:15.401Z UTC
@p:ubcv:r:238b4042-8c06e18d Iona AHU-01 JCL-NAE51/N2-1.AHU1.FF01-ZN-T,"",✓,"",✓,@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005434,✓,JCL-NAE51/N2-1.AHU1.FF01-ZN-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e48e78-dd645481 Iona AHU-01,"","","",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.851-07:00 Los_Angeles,2020-04-08T11:37:14.523-07:00 Los_Angeles,"","","",Zone Temp,"",AI3005389,"","",✓,"","","","","","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE51/N2-1.AHU1.FF01-ZN-T.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.402Z UTC
@p:ubcv:r:238b4041-4a078470 Iona Rm 072 VAV-7.2 JCL-NAE51/N2-1.TU-72.AHTG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004409,✓,JCL-NAE51/N2-1.TU-72.AHTG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-f8e9eb4c Iona Rm 072 VAV-7.2,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,✓,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.553-07:00 Los_Angeles,2018-12-07T09:45:31.454-08:00 Los_Angeles,"","","",Zone Temp Heating Sp,"",AI3003744,"","",✓,"","","",@p:ubcv:r:24e5e631-ddeaedfe Iona Rm 072,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,✓,"",JCL-NAE51/N2-1.TU-72.AHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.403Z UTC
@p:ubcv:r:238b4041-47b6181b Iona Rm 163 VAV-17 JCL-NAE51/N2-1.TU-17.ZN-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004614,✓,JCL-NAE51/N2-1.TU-17.ZN-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-5d850326 Iona Rm 163 VAV-17,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.852-07:00 Los_Angeles,2018-12-07T09:45:31.298-08:00 Los_Angeles,"","","",Zone Temp,"",AI3003891,"","",✓,"","","",@p:ubcv:r:24e5e631-db74c771 Iona Rm 163,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE51/N2-1.TU-17.ZN-T.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.404Z UTC
@p:ubcv:r:2324284a-5ad882bf Iona Rm 231 VAV-32 JCL-NAE51/N2-1.TU-32.DMPRPOS,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005083,✓,JCL-NAE51/N2-1.TU-32.DMPRPOS,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",✓,"","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-8d60cfde Iona Rm 231 VAV-32,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57093,2018-09-05T23:15:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.854-07:00 Los_Angeles,2018-12-07T09:45:30.317-08:00 Los_Angeles,"","","","Discharge Air Damper ","",AI3004248,"","",✓,"","","",@p:ubcv:r:24e5e631-cd49a601 Iona Rm 231,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:25d74045-54563a0d .+(\.|-| )DMPRPOS,"","",JCL-NAE51/N2-1.TU-32.DMPRPOS.Trend1,Los_Angeles,%,"","","",2020-04-14T16:50:00.208Z UTC
@p:ubcv:r:238b4042-f4a02f49 Iona Rm 212 VAV-28 JCL-NAE51/N2-2.TU-28.Parameters.SUPFLOSP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005186,✓,JCL-NAE51/N2-2.TU-28.Parameters.SUPFLOSP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e632-a12a86bb Iona Rm 212 VAV-28,"","",✓,@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.555-07:00 Los_Angeles,2018-12-07T09:45:31.772-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AO3004897,"","",✓,"","","",@p:ubcv:r:24e5e631-d888de1a Iona Rm 212,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE51/N2-2.TU-28.Parameters.SUPFLOSP.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.406Z UTC
@p:ubcv:r:238b4042-1715ed38 Iona Rm 257 VAV-34 JCL-NAE51/N2-1.TU-34.Parameters.SUPFLOSP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005172,✓,JCL-NAE51/N2-1.TU-34.Parameters.SUPFLOSP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-a20e247e Iona Rm 257 VAV-34,"","",✓,@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.556-07:00 Los_Angeles,2018-12-07T09:45:31.786-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AO3004764,"","",✓,"","","",@p:ubcv:r:24e5e631-b69ca845 Iona Rm 257,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE51/N2-1.TU-34.Parameters.SUPFLOSP.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.407Z UTC
@p:ubcv:r:238b4077-f5947a0d Iona Rm 500 VAV-052 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.HWS-T,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000937,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.HWS-T,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e632-48ee1ec8 Iona Rm 500 VAV-052,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,✓,"","",✓,Number,2020-05-12T14:45:18.434-07:00 Los_Angeles,2018-12-07T09:45:31.231-08:00 Los_Angeles,✓,"","",Leaving Hot Water Temp,"",AI3000936,"","",✓,"","","",@p:ubcv:r:25fc223f-b18d993c Iona Rm 500,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.HWS-T.Trend1,Los_Angeles,°C,"",✓,"",2020-04-09T19:02:15.567Z UTC
@p:ubcv:r:238b4042-c7131eb2 Iona Rm 163 VAV-17 JCL-NAE51/N2-1.TU-17.Parameters.SUPFLOSP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005156,✓,JCL-NAE51/N2-1.TU-17.Parameters.SUPFLOSP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-5d850326 Iona Rm 163 VAV-17,"","",✓,@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.558-07:00 Los_Angeles,2018-12-07T09:45:31.794-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AO3004612,"","",✓,"","","",@p:ubcv:r:24e5e631-db74c771 Iona Rm 163,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE51/N2-1.TU-17.Parameters.SUPFLOSP.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.408Z UTC
